,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
463,5950000,3700,4,1,2,1,1,0,0,1,0,0,1,0,0
339,2835000,4350,3,1,2,0,0,0,1,0,1,0,0,0,1
63,4480000,4510,4,1,2,1,0,0,0,1,2,0,0,1,0
158,3535000,3850,3,1,1,1,0,0,0,0,2,0,0,0,1
203,5390000,6710,3,2,2,1,1,1,0,0,1,1,1,0,0
482,7210000,7680,4,2,4,1,1,0,0,1,1,0,0,1,0
6,6300000,7200,3,2,1,1,0,1,0,1,3,0,0,1,0
492,3234000,3640,4,1,2,1,0,1,0,0,0,0,0,0,1
307,5040000,3540,2,1,1,0,1,1,0,0,0,0,0,1,0
429,3220000,3120,3,1,2,0,0,0,0,0,0,0,1,0,0
471,2660000,3934,2,1,1,1,0,0,0,0,0,0,0,0,1
366,5250000,8400,3,1,2,1,1,1,0,1,2,1,0,0,1
216,3430000,1950,3,2,2,1,0,1,0,0,0,1,0,0,1
236,4410000,3968,3,1,2,0,0,0,0,0,0,0,0,1,0
119,4620000,5680,3,1,2,1,1,0,0,1,1,0,0,1,0
9,7962500,6000,3,1,4,1,1,0,0,1,2,0,0,0,1
18,6300000,6000,4,2,4,1,0,0,0,0,1,0,0,1,0
362,2835000,3300,3,1,2,0,0,0,0,0,1,0,0,1,0
438,6083000,9620,3,1,1,1,0,1,0,0,2,1,1,0,0
3,4095000,4040,2,1,2,1,0,0,0,0,1,0,0,1,0
461,3640000,5960,3,1,2,1,1,1,0,0,0,0,0,0,1
35,6510000,8250,3,2,3,1,0,0,0,1,0,0,1,0,0
375,3500000,3600,6,1,2,1,0,0,0,0,1,0,0,0,1
55,3115000,3500,2,1,1,1,0,0,0,0,0,0,0,0,1
144,4956000,2800,3,2,2,0,0,1,0,1,1,0,0,1,0
297,5320000,7800,3,1,1,1,0,1,0,1,2,1,0,0,1
281,5243000,6050,3,1,1,1,0,1,0,0,0,1,0,1,0
89,4060000,4992,3,2,2,1,0,0,0,0,2,0,0,0,1
344,8890000,4600,3,2,2,1,1,0,0,1,2,0,1,0,0
82,5600000,5136,3,1,2,1,1,1,0,1,0,1,0,0,1
225,3493000,4900,3,1,2,0,0,0,0,0,0,0,0,0,1
44,4900000,5800,2,1,1,1,1,1,0,1,0,0,0,1,0
454,2590000,3600,2,2,2,1,0,1,0,0,1,0,1,0,0
43,3640000,3000,2,1,2,1,0,0,0,1,0,0,1,0,0
520,3710000,6020,3,1,1,1,0,0,0,0,0,0,0,1,0
136,3290000,5880,3,1,1,1,0,0,0,0,1,0,0,0,1
61,4585000,4000,3,1,2,1,0,0,0,0,1,0,1,0,0
273,3640000,3520,2,2,1,1,0,1,0,0,0,0,0,1,0
84,3920000,3290,2,1,1,1,0,0,1,0,1,0,1,0,0
73,12215000,7500,4,2,2,1,0,1,0,1,3,1,1,0,0
439,7350000,5150,3,2,4,1,0,0,0,1,2,0,0,1,0
400,4060000,5900,4,2,2,0,0,1,0,0,1,0,0,0,1
317,3850000,3850,2,1,1,1,0,0,0,0,0,0,0,1,0
213,3150000,3986,2,2,1,0,1,1,0,0,1,0,0,0,1
103,3500000,5880,2,1,1,1,0,0,0,0,0,0,0,0,1
394,3010000,3090,3,1,2,0,0,0,0,0,0,0,0,1,0
268,4900000,5400,4,1,2,1,0,0,0,0,0,0,0,1,0
440,7343000,11440,4,1,2,1,0,1,0,0,1,1,0,1,0
50,3290000,3180,4,1,2,1,0,1,0,1,0,0,0,0,1
287,3570000,4500,2,1,1,0,0,0,0,0,0,0,1,0,0
363,2135000,3000,2,1,1,0,0,0,0,0,0,0,0,0,1
141,4970000,7686,3,1,1,1,1,1,1,0,0,0,0,1,0
181,6020000,6900,3,2,1,1,1,1,0,0,0,1,0,0,1
280,3255000,3930,2,1,1,0,0,0,0,0,0,0,0,0,1
459,3703000,3120,3,1,2,0,0,1,1,0,0,0,0,1,0
377,5250000,8520,3,1,1,1,0,0,0,1,2,0,1,0,0
475,5775000,6000,3,2,4,1,0,0,0,1,0,0,0,0,1
354,3430000,4000,2,1,1,1,0,0,0,0,0,0,0,0,1
432,4473000,6360,2,1,1,1,0,1,0,1,1,0,1,0,0
501,4753000,6440,2,1,1,1,0,0,0,1,3,0,0,1,0
272,3710000,4040,2,1,1,1,0,0,0,0,0,0,0,1,0
445,5866000,4800,3,1,1,1,1,1,0,0,0,0,0,0,1
274,6440000,8580,5,3,2,1,0,0,0,0,2,0,1,0,0
523,3500000,9500,3,1,2,1,0,0,0,0,3,1,0,0,1
393,4200000,2325,3,1,2,0,0,0,0,0,0,0,0,1,0
232,2408000,3635,2,1,1,0,0,0,0,0,0,0,0,0,1
234,4445000,3750,2,1,1,1,1,1,0,0,0,0,0,1,0
386,2345000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1
500,3220000,4370,3,1,2,1,0,0,0,0,0,0,0,0,1
483,3773000,6930,4,1,2,0,0,0,0,0,1,0,1,0,0
437,4480000,4040,3,1,2,1,0,0,0,0,1,0,0,1,0
325,6860000,6000,3,1,1,1,0,0,0,1,1,0,1,0,0
348,5145000,7980,3,1,1,1,0,0,0,0,1,1,0,1,0
74,3080000,3090,2,1,1,1,1,1,0,0,0,0,0,0,1
153,6293000,6600,3,2,3,1,0,0,0,1,0,1,0,0,1
227,5145000,3410,3,1,2,0,0,0,0,1,0,0,0,1,0
90,4340000,3500,4,1,2,1,0,0,0,0,2,0,1,0,0
123,2870000,5400,4,1,2,1,0,0,0,0,0,0,0,0,1
493,4165000,4840,3,1,2,1,0,0,0,0,1,0,0,1,0
486,3500000,3990,3,1,2,1,0,0,0,0,0,0,0,1,0
276,3640000,4280,2,1,1,1,0,0,0,1,2,0,0,1,0
305,4340000,4075,3,1,1,1,1,1,0,0,2,0,0,1,0
264,4893000,3420,4,2,2,1,0,1,0,1,2,0,0,1,0
231,12250000,8960,4,4,4,1,0,0,0,1,3,0,1,0,0
48,4200000,4500,3,1,1,1,0,1,0,0,0,0,1,0,0
383,4970000,4410,4,3,2,1,0,1,0,0,2,0,0,1,0
391,5530000,3300,3,3,2,1,0,1,0,0,0,0,0,1,0
230,7420000,7440,3,2,4,1,0,0,0,0,1,1,0,0,1
135,5523000,6900,3,1,1,1,1,1,0,0,0,1,0,1,0
85,4550000,2550,3,1,2,1,0,1,0,0,0,0,1,0,0
380,3220000,2684,2,1,1,1,0,0,0,1,1,0,0,0,1
15,2450000,3240,2,1,1,0,1,0,0,0,1,0,0,0,1
242,5040000,10700,3,1,2,1,1,1,0,0,0,0,0,1,0
525,3360000,3500,4,1,2,1,0,0,0,1,2,0,0,0,1
251,6790000,4000,3,2,2,1,0,1,0,1,0,1,0,1,0
108,4200000,4600,3,2,2,1,0,0,0,1,1,0,0,1,0
146,4473000,3510,3,1,2,1,0,0,0,0,0,0,0,1,0
180,6083000,4300,6,2,2,1,0,0,0,0,0,0,1,0,0
516,4900000,3000,3,1,2,1,0,1,0,1,0,0,0,1,0
526,3045000,3800,2,1,1,1,0,0,0,0,0,0,0,0,1
137,5460000,6600,4,2,2,1,1,1,0,0,0,1,0,1,0
10,6930000,8880,3,2,2,1,0,1,0,1,1,0,1,0,0
66,8043000,7482,3,2,3,1,0,0,1,0,1,1,1,0,0
491,4130000,4632,4,1,2,1,0,0,0,1,0,0,0,1,0
49,5110000,3000,3,2,2,1,1,1,0,0,0,0,1,0,0
422,4270000,4500,2,1,1,1,0,0,0,1,2,0,1,0,0
39,2240000,1950,3,1,1,0,0,0,1,0,0,0,0,0,1
167,2660000,2430,3,1,1,0,0,0,0,0,0,0,0,0,1
290,6300000,4100,3,2,3,1,0,0,0,1,2,0,0,1,0
510,3010000,4600,2,1,1,1,0,0,0,0,0,0,1,0,0
255,3220000,4320,3,1,1,0,0,0,0,0,1,0,0,0,1
476,6125000,6420,3,1,3,1,0,1,0,0,0,1,0,0,1
19,3745000,3480,2,1,1,1,0,0,0,0,0,1,0,1,0
184,8540000,6540,4,2,2,1,1,1,0,1,2,1,1,0,0
349,3773000,2520,5,2,1,0,0,1,0,1,1,0,1,0,0
295,2660000,3480,2,1,1,1,0,0,0,0,1,0,0,1,0
214,4900000,4646,3,1,2,1,1,1,0,0,2,0,0,1,0
41,3640000,3180,3,1,2,0,0,1,0,0,0,0,0,1,0
215,5285000,4600,2,2,1,1,0,0,0,1,2,0,0,1,0
207,7420000,6325,3,1,4,1,0,0,0,1,1,0,0,0,1
185,4515000,3510,3,1,3,1,0,0,0,0,0,0,0,1,0
209,10150000,16200,5,3,2,1,0,0,0,0,0,0,0,0,1
72,4900000,6720,3,1,1,1,0,0,0,0,0,0,0,0,1
182,2975000,4352,4,1,2,0,0,0,0,0,1,0,0,0,1
506,4865000,4350,2,1,1,1,0,1,0,0,0,0,0,0,1
329,5810000,5828,4,1,4,1,1,0,0,0,0,0,0,1,0
161,2835000,2640,2,1,1,0,0,0,0,0,1,0,1,0,0
261,7420000,7440,3,2,1,1,1,1,0,1,0,1,0,1,0
22,8680000,7155,3,2,1,1,1,1,0,1,2,0,0,0,1
113,4200000,5500,3,1,2,1,0,0,0,1,0,0,0,0,1
159,3360000,4960,4,1,3,0,0,0,0,0,0,0,0,1,0
358,4480000,5885,2,1,1,1,0,0,0,1,1,0,0,0,1
122,4200000,3520,3,1,2,1,0,0,0,0,0,1,0,1,0
353,3003000,8050,2,1,1,1,0,0,0,0,0,0,0,0,1
543,2100000,3360,2,1,1,1,0,0,0,0,1,0,0,0,1
59,5600000,6360,3,1,3,1,0,0,0,0,0,1,0,1,0
196,3465000,5320,2,1,1,1,0,0,0,0,1,1,0,0,1
32,6685000,6600,2,2,4,1,0,1,0,0,0,1,1,0,0
249,5215000,3180,3,2,2,1,0,0,0,0,2,0,0,1,0
83,3570000,3150,3,1,2,1,0,1,0,0,0,0,1,0,0
33,3290000,2500,2,1,1,0,0,0,0,1,0,0,0,0,1
301,10850000,7500,3,3,1,1,0,1,0,1,2,1,0,1,0
364,5740000,5000,3,1,3,1,0,0,0,1,0,0,0,1,0
316,2310000,3180,2,1,1,1,0,0,0,0,0,0,0,0,1
347,3990000,4050,2,1,2,1,1,1,0,0,0,1,0,0,1
53,5740000,5800,3,2,4,1,0,0,0,1,0,0,0,0,1
96,3990000,3960,3,1,2,1,0,0,0,0,0,0,1,0,0
12,3990000,6480,3,1,2,0,0,0,0,1,1,0,0,1,0
424,6580000,6000,3,2,4,1,0,0,0,1,0,0,0,1,0
465,5110000,3000,3,1,2,1,0,1,0,0,0,0,0,0,1
129,4767000,3420,4,2,2,1,0,0,0,0,0,0,0,1,0
178,3290000,3480,4,1,2,0,0,0,0,0,1,0,0,1,0
318,3570000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1
235,4382000,4950,4,1,2,1,0,0,0,1,0,0,0,1,0
69,8190000,5960,3,3,2,1,1,1,0,0,1,0,0,0,1
220,5873000,5500,3,1,3,1,1,0,0,1,1,0,1,0,0
313,2961000,3000,2,1,2,1,0,0,0,0,0,0,0,1,0
195,5565000,5400,5,1,2,1,1,1,0,1,0,1,1,0,0
294,2653000,3185,2,1,1,1,0,0,0,1,0,0,0,0,1
279,9800000,5750,3,2,4,1,1,0,0,1,1,1,0,0,1
40,4193000,3450,3,1,2,1,0,0,0,0,1,0,0,1,0
365,4550000,8400,4,1,4,1,0,0,0,0,3,0,0,0,1
405,4655000,3745,3,1,2,1,0,1,0,0,0,0,1,0,0
183,4550000,3520,3,1,1,1,0,0,0,0,0,1,0,1,0
125,4907000,4200,3,1,2,1,0,0,0,0,1,0,1,0,0
406,4200000,7000,3,1,1,1,0,0,0,0,3,0,1,0,0
217,3430000,3185,2,1,1,1,0,0,0,0,2,0,0,0,1
60,4893000,4995,4,2,1,1,0,1,0,0,0,0,0,1,0
327,5005000,8150,3,2,1,1,1,1,0,0,0,0,0,1,0
296,3850000,3180,2,2,1,1,0,1,0,0,2,0,0,1,0
260,4690000,5170,3,1,4,1,0,0,0,1,0,0,0,1,0
345,4613000,4510,4,2,2,1,0,1,0,0,0,0,0,1,0
470,8400000,7000,3,1,4,1,0,0,0,1,2,0,0,1,0
450,5810000,4800,3,1,3,1,0,0,0,1,0,0,0,0,1
200,4760000,6321,3,1,2,1,0,1,0,1,1,0,1,0,0
374,5250000,5500,3,2,1,1,0,1,0,0,0,0,0,1,0
237,4900000,12900,3,1,1,1,0,0,0,0,2,0,1,0,0
420,4760000,10240,2,1,1,1,0,0,0,1,2,1,0,0,1
399,4690000,5400,2,1,2,1,0,0,0,0,0,1,0,1,0
443,5810000,5200,3,1,3,1,0,0,0,1,0,0,0,1,0
401,3780000,4820,3,1,2,1,0,0,0,0,0,0,0,1,0
205,7910000,6000,4,2,4,1,0,0,0,1,1,0,0,1,0
373,3500000,3120,3,1,2,1,0,0,0,0,1,0,0,0,1
149,3500000,4240,3,1,2,1,0,0,0,1,0,0,0,1,0
21,6615000,4000,3,2,2,1,0,1,0,1,1,0,0,1,0
54,2730000,4000,3,1,2,1,0,0,0,0,1,0,0,0,1
245,4340000,4500,3,2,3,1,0,0,1,0,1,0,1,0,0
484,8463000,6000,3,2,4,1,1,1,0,1,0,1,0,1,0
252,4550000,5320,3,1,2,1,1,1,0,0,0,1,0,1,0
442,1890000,1700,3,1,2,1,0,0,0,0,0,0,0,0,1
169,4060000,4320,3,1,2,1,0,0,0,0,2,1,1,0,0
384,3836000,3350,3,1,2,1,0,0,0,0,0,0,0,0,1
187,2380000,3264,2,1,1,1,0,0,0,0,0,0,0,0,1
28,3500000,12944,3,1,1,1,0,0,0,0,0,0,0,0,1
239,2870000,6000,2,1,1,1,0,0,0,0,0,0,0,1,0
241,4270000,2175,3,1,2,0,1,1,0,1,0,0,0,0,1
176,7070000,8880,2,1,1,1,0,0,0,1,1,0,0,1,0
519,5460000,3150,3,2,1,1,1,1,0,1,0,0,1,0,0
331,5950000,6420,3,1,1,1,0,1,0,1,0,1,1,0,0
324,4403000,4880,3,1,1,1,0,0,0,0,2,1,0,0,1
410,3360000,4120,2,1,2,1,0,0,0,0,0,0,0,0,1
455,3640000,2850,3,2,2,0,0,1,0,0,0,1,0,0,1
336,4900000,6300,3,1,1,1,0,0,0,1,2,0,0,1,0
387,3395000,3450,3,1,1,1,0,1,0,0,2,0,0,0,1
474,3150000,9000,3,1,2,1,0,0,0,0,2,0,0,1,0
431,6629000,6000,3,1,2,1,0,0,1,0,1,1,0,1,0
173,4025000,5400,3,1,1,1,0,0,0,0,3,0,0,1,0
513,5600000,10500,4,2,2,1,0,0,0,0,1,0,0,1,0
350,4900000,4120,2,1,1,1,0,1,0,0,1,0,0,1,0
52,4060000,4340,3,1,1,1,0,0,0,0,0,0,0,1,0
334,3815000,3150,2,2,1,0,0,1,0,0,0,0,0,1,0
509,5250000,5300,4,2,1,1,0,0,0,1,0,1,0,0,1
104,3395000,4785,3,1,2,1,1,1,0,1,1,0,1,0,0
535,6090000,6615,4,2,2,1,1,0,1,0,1,0,0,1,0
142,3129000,5495,3,1,1,1,0,1,0,0,0,0,0,0,1
417,4007500,4500,3,1,2,0,0,1,0,1,0,0,0,1,0
118,2940000,3150,3,1,2,0,0,0,0,0,0,0,0,0,1
13,5460000,6100,3,1,3,1,1,0,0,1,0,1,0,1,0
165,7000000,11175,3,1,1,1,0,1,0,1,1,1,1,0,0
193,5950000,6254,4,2,1,1,0,1,0,0,1,1,0,1,0
444,3115000,3850,3,1,2,1,0,0,0,0,0,0,0,0,1
541,2940000,2700,2,1,1,0,0,0,0,0,0,0,1,0,0
495,2660000,2000,2,1,2,1,0,0,0,0,0,0,0,1,0
240,3500000,4600,4,1,2,1,0,0,0,0,0,0,0,1,0
311,3150000,4095,2,1,1,1,0,0,0,0,2,0,0,1,0
80,4007500,3460,4,1,2,1,0,0,0,1,0,0,0,1,0
531,5880000,7160,3,1,1,1,0,1,0,0,2,1,0,0,1
58,5250000,10269,3,1,1,1,0,0,0,0,1,1,0,1,0
64,3395000,3640,2,1,1,1,0,0,0,0,0,0,1,0,0
254,5040000,6600,3,1,1,1,1,1,0,0,0,1,1,0,0
57,4900000,4095,3,1,2,0,1,1,0,1,0,0,0,1,0
