,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
371,3500000,3512,2,1,1,1,0,0,0,0,1,1,0,0,1
519,5460000,3150,3,2,1,1,1,1,0,1,0,0,1,0,0
129,4767000,3420,4,2,2,1,0,0,0,0,0,0,0,1,0
231,12250000,8960,4,4,4,1,0,0,0,1,3,0,1,0,0
370,5950000,7020,3,1,1,1,0,1,0,1,2,1,0,1,0
533,3290000,3792,4,1,2,1,0,0,0,0,0,0,0,1,0
80,4007500,3460,4,1,2,1,0,0,0,1,0,0,0,1,0
383,4970000,4410,4,3,2,1,0,1,0,0,2,0,0,1,0
290,6300000,4100,3,2,3,1,0,0,0,1,2,0,0,1,0
441,3920000,5500,4,1,2,1,1,1,0,0,0,0,0,1,0
358,4480000,5885,2,1,1,1,0,0,0,1,1,0,0,0,1
523,3500000,9500,3,1,2,1,0,0,0,0,3,1,0,0,1
134,3990000,4100,4,1,1,0,0,1,0,0,0,0,0,0,1
108,4200000,4600,3,2,2,1,0,0,0,1,1,0,0,1,0
143,6650000,6500,3,2,3,1,0,0,0,1,0,1,1,0,0
219,1855000,2990,2,1,1,0,0,0,0,0,1,0,0,0,1
292,3710000,3584,2,1,1,1,0,0,1,0,0,0,0,1,0
409,7490000,6600,3,1,4,1,0,0,0,1,3,1,1,0,0
359,8400000,7950,5,2,2,1,0,1,1,0,2,0,0,0,1
181,6020000,6900,3,2,1,1,1,1,0,0,0,1,0,0,1
186,6650000,6420,3,2,3,1,0,0,0,1,0,1,1,0,0
361,3115000,3000,3,1,1,0,0,0,0,1,0,0,0,0,1
307,5040000,3540,2,1,1,0,1,1,0,0,0,0,0,1,0
494,3500000,3640,2,1,1,1,0,0,0,0,1,0,0,1,0
472,4543000,4990,4,2,2,1,1,1,0,0,0,1,1,0,0
184,8540000,6540,4,2,2,1,1,1,0,1,2,1,1,0,0
178,3290000,3480,4,1,2,0,0,0,0,0,1,0,0,1,0
440,7343000,11440,4,1,2,1,0,1,0,0,1,1,0,1,0
428,5600000,4800,5,2,3,0,0,1,1,0,0,0,0,0,1
427,3500000,3650,3,1,2,1,0,0,0,0,0,0,0,0,1
126,4200000,2610,4,3,2,0,0,0,0,0,0,0,0,1,0
29,4830000,6862,3,1,2,1,0,0,0,1,2,1,1,0,0
218,2695000,4000,2,1,1,1,0,0,0,0,0,0,0,0,1
330,10150000,8580,4,3,4,1,0,0,0,1,2,1,0,1,0
493,4165000,4840,3,1,2,1,0,0,0,0,1,0,0,1,0
324,4403000,4880,3,1,1,1,0,0,0,0,2,1,0,0,1
122,4200000,3520,3,1,2,1,0,0,0,0,0,1,0,1,0
489,12250000,9960,3,2,2,1,0,1,0,0,2,1,0,1,0
215,5285000,4600,2,2,1,1,0,0,0,1,2,0,0,1,0
325,6860000,6000,3,1,1,1,0,0,0,1,1,0,1,0,0
337,4620000,4160,3,1,1,1,1,1,0,1,0,0,0,0,1
45,3360000,3185,2,1,1,1,0,1,0,0,2,0,1,0,0
524,4620000,5010,3,1,2,1,0,1,0,0,0,0,0,1,0
220,5873000,5500,3,1,3,1,1,0,0,1,1,0,1,0,0
309,9240000,3500,4,2,2,1,0,0,1,0,2,0,1,0,0
403,5950000,7231,3,1,2,1,1,1,0,1,0,1,0,1,0
249,5215000,3180,3,2,2,1,0,0,0,0,2,0,0,1,0
30,4550000,5360,3,1,2,1,0,0,0,0,2,1,0,0,1
210,5950000,6525,3,2,4,1,0,0,0,0,1,0,1,0,0
345,4613000,4510,4,2,2,1,0,1,0,0,0,0,0,1,0
381,8645000,4560,3,2,2,1,1,1,0,1,1,0,1,0,0
19,3745000,3480,2,1,1,1,0,0,0,0,0,1,0,1,0
368,9310000,6550,4,2,2,1,0,0,0,1,1,1,0,1,0
417,4007500,4500,3,1,2,0,0,1,0,1,0,0,0,1,0
125,4907000,4200,3,1,2,1,0,0,0,0,1,0,1,0,0
308,3010000,3750,3,1,2,1,0,0,0,0,0,0,0,0,1
463,5950000,3700,4,1,2,1,1,0,0,1,0,0,1,0,0
328,6650000,5700,3,1,1,1,1,1,0,1,2,1,1,0,0
183,4550000,3520,3,1,1,1,0,0,0,0,0,1,0,1,0
191,4900000,4520,3,1,2,1,0,1,0,1,0,0,0,1,0
339,2835000,4350,3,1,2,0,0,0,1,0,1,0,0,0,1
39,2240000,1950,3,1,1,0,0,0,1,0,0,0,0,0,1
92,2450000,4840,2,1,2,1,0,0,0,0,0,0,0,0,1
302,4900000,2970,3,1,3,1,0,0,0,0,0,0,0,1,0
37,3118850,2398,3,1,1,1,0,0,0,0,0,1,0,1,0
11,6090000,6600,3,1,1,1,1,1,0,0,2,1,0,1,0
355,4830000,6040,3,1,1,1,0,0,0,0,2,1,0,1,0
497,2485000,4400,3,1,2,1,0,0,0,0,0,0,0,0,1
28,3500000,12944,3,1,1,1,0,0,0,0,0,0,0,0,1
468,5740000,4640,4,1,2,1,0,0,0,0,1,0,0,1,0
192,4690000,4320,3,1,1,1,0,0,0,0,0,1,0,1,0
391,5530000,3300,3,3,2,1,0,1,0,0,0,0,0,1,0
55,3115000,3500,2,1,1,1,0,0,0,0,0,0,0,0,1
62,4165000,4046,3,1,2,1,0,1,0,0,1,0,0,1,0
295,2660000,3480,2,1,1,1,0,0,0,0,1,0,0,1,0
384,3836000,3350,3,1,2,1,0,0,0,0,0,0,0,0,1
109,6300000,6400,3,1,1,1,1,1,0,1,1,1,0,1,0
140,6300000,9000,3,1,1,1,0,1,0,0,1,1,1,0,0
543,2100000,3360,2,1,1,1,0,0,0,0,1,0,0,0,1
537,4025000,3630,3,2,2,1,0,0,1,0,2,0,0,1,0
198,6895000,7700,3,2,1,1,0,0,0,0,2,0,0,0,1
239,2870000,6000,2,1,1,1,0,0,0,0,0,0,0,1,0
509,5250000,5300,4,2,1,1,0,0,0,1,0,1,0,0,1
531,5880000,7160,3,1,1,1,0,1,0,0,2,1,0,0,1
150,5803000,7000,3,1,1,1,0,1,0,0,2,1,0,1,0
346,7700000,6480,3,2,4,1,0,0,0,1,2,0,0,0,1
235,4382000,4950,4,1,2,1,0,0,0,1,0,0,0,1,0
445,5866000,4800,3,1,1,1,1,1,0,0,0,0,0,0,1
221,3290000,6060,3,1,1,1,1,1,0,0,0,0,1,0,0
12,3990000,6480,3,1,2,0,0,0,0,1,1,0,0,1,0
536,5033000,4800,2,1,1,1,1,1,0,0,0,0,0,1,0
177,4130000,5985,3,1,1,1,0,1,0,0,0,0,0,1,0
52,4060000,4340,3,1,1,1,0,0,0,0,0,0,0,1,0
314,3850000,5300,5,2,2,1,0,0,0,0,0,0,0,1,0
287,3570000,4500,2,1,1,0,0,0,0,0,0,0,1,0,0
430,5425000,6825,3,1,1,1,1,1,0,1,0,1,0,1,0
155,7035000,6360,4,2,3,1,0,0,0,1,2,1,1,0,0
182,2975000,4352,4,1,2,0,0,0,0,0,1,0,0,0,1
479,5950000,6540,3,1,1,1,1,1,0,0,2,1,1,0,0
512,3703000,5450,2,1,1,1,0,0,0,0,0,0,1,0,0
461,3640000,5960,3,1,2,1,1,1,0,0,0,0,0,0,1
435,3255000,4500,2,1,1,0,0,0,0,0,0,0,0,1,0
476,6125000,6420,3,1,3,1,0,1,0,0,0,1,0,0,1
283,2450000,7700,2,1,1,1,0,0,0,0,0,0,0,0,1
229,4690000,9667,4,2,2,1,1,1,0,0,1,0,0,1,0
374,5250000,5500,3,2,1,1,0,1,0,0,0,0,0,1,0
396,4473000,3162,3,1,2,1,0,0,0,1,1,0,1,0,0
432,4473000,6360,2,1,1,1,0,1,0,1,1,0,1,0,0
200,4760000,6321,3,1,2,1,0,1,0,1,1,0,1,0,0
152,6720000,5020,3,1,4,1,0,0,0,1,0,1,0,0,1
206,2604000,2910,2,1,1,0,0,0,0,0,0,0,0,0,1
201,7560000,6000,4,2,4,1,0,0,0,1,1,0,1,0,0
443,5810000,5200,3,1,3,1,0,0,0,1,0,0,0,1,0
378,5215000,7200,3,1,2,1,1,1,0,0,1,1,1,0,0
138,4403000,4920,3,1,2,1,0,0,0,0,1,0,0,1,0
515,3430000,2145,3,1,3,1,0,0,0,0,0,1,1,0,0
172,4319000,4032,2,1,1,1,0,1,0,0,0,0,1,0,0
395,3675000,3630,2,1,1,1,0,0,0,1,0,0,0,0,1
456,2450000,3210,3,1,2,1,0,1,0,0,0,0,0,0,1
199,4235000,2787,3,1,1,1,0,1,0,0,0,1,1,0,0
485,7455000,4300,3,2,2,1,0,1,0,0,1,0,0,0,1
33,3290000,2500,2,1,1,0,0,0,0,1,0,0,0,0,1
59,5600000,6360,3,1,3,1,0,0,0,0,0,1,0,1,0
259,3675000,3600,2,1,1,1,0,0,0,0,0,0,1,0,0
481,6930000,13200,2,1,1,1,0,1,1,0,1,0,1,0,0
119,4620000,5680,3,1,2,1,1,0,0,1,1,0,0,1,0
401,3780000,4820,3,1,2,1,0,0,0,0,0,0,0,1,0
507,4200000,2953,3,1,2,1,0,1,0,1,0,0,0,0,1
248,4480000,8250,3,1,1,1,0,0,0,0,0,0,1,0,0
48,4200000,4500,3,1,1,1,0,1,0,0,0,0,1,0,0
352,2800000,2650,3,1,2,1,0,1,0,0,1,0,0,0,1
41,3640000,3180,3,1,2,0,0,1,0,0,0,0,0,1,0
203,5390000,6710,3,2,2,1,1,1,0,0,1,1,1,0,0
424,6580000,6000,3,2,4,1,0,0,0,1,0,0,0,1,0
132,6195000,5500,3,2,1,1,1,1,0,0,2,1,1,0,0
195,5565000,5400,5,1,2,1,1,1,0,1,0,1,1,0,0
275,5873000,11460,3,1,3,1,0,0,0,0,2,1,0,1,0
35,6510000,8250,3,2,3,1,0,0,0,1,0,0,1,0,0
380,3220000,2684,2,1,1,1,0,0,0,1,1,0,0,0,1
299,5600000,5000,3,1,4,1,0,0,0,0,0,0,1,0,0
343,3150000,6750,2,1,1,1,0,0,0,0,0,0,0,1,0
20,5110000,6100,3,1,1,1,0,1,0,1,0,1,0,1,0
469,6475000,7410,3,1,1,1,1,1,0,1,2,1,0,0,1
160,2940000,3660,4,1,2,0,0,0,0,0,0,0,0,0,1
31,3675000,3630,2,1,1,1,0,1,0,0,0,0,1,0,0
389,6195000,5500,3,2,4,1,1,0,0,1,1,0,0,1,0
517,4060000,3000,4,1,3,1,0,1,0,1,2,0,0,1,0
83,3570000,3150,3,1,2,1,0,1,0,0,0,0,1,0,0
315,4200000,2747,4,2,2,0,0,0,0,0,0,0,0,1,0
500,3220000,4370,3,1,2,1,0,0,0,0,0,0,0,0,1
338,4270000,6360,2,1,1,1,0,0,0,0,0,0,1,0,0
375,3500000,3600,6,1,2,1,0,0,0,0,1,0,0,0,1
382,5600000,4700,4,1,2,1,1,1,0,1,1,0,1,0,0
483,3773000,6930,4,1,2,0,0,0,0,0,1,0,1,0,0
256,6230000,6600,3,2,1,1,0,1,0,1,0,1,0,0,1
518,3430000,2610,3,1,2,1,0,1,0,0,0,1,0,0,1
438,6083000,9620,3,1,1,1,0,1,0,0,2,1,1,0,0
291,6020000,8000,3,1,1,1,1,1,0,1,2,1,0,1,0
112,5950000,7320,4,2,2,1,0,0,0,0,0,0,1,0,0
123,2870000,5400,4,1,2,1,0,0,0,0,0,0,0,0,1
372,3500000,2135,3,2,2,0,0,0,0,0,0,0,0,0,1
79,6230000,5500,3,1,3,1,0,0,0,0,1,1,0,0,1
452,3850000,2015,3,1,2,1,0,1,0,0,0,1,0,1,0
363,2135000,3000,2,1,1,0,0,0,0,0,0,0,0,0,1
252,4550000,5320,3,1,2,1,1,1,0,0,0,1,0,1,0
348,5145000,7980,3,1,1,1,0,0,0,0,1,1,0,1,0
376,3500000,5900,2,1,1,1,0,0,0,0,1,0,1,0,0
285,3360000,3720,2,1,1,0,0,0,0,1,0,0,0,0,1
262,4410000,4900,2,1,2,1,0,1,0,0,0,0,0,1,0
43,3640000,3000,2,1,2,1,0,0,0,1,0,0,1,0,0
305,4340000,4075,3,1,1,1,1,1,0,0,2,0,0,1,0
0,2590000,3600,2,1,1,1,0,0,0,0,0,0,0,0,1
521,9100000,6600,4,2,2,1,1,1,0,1,1,1,0,0,1
194,5943000,15600,3,1,1,1,0,0,0,1,2,0,0,1,0
334,3815000,3150,2,2,1,0,0,1,0,0,0,0,0,1,0
446,4200000,4079,3,1,3,1,0,0,0,0,0,0,0,1,0
159,3360000,4960,4,1,3,0,0,0,0,0,0,0,0,1,0
193,5950000,6254,4,2,1,1,0,1,0,0,1,1,0,1,0
1,2590000,4400,2,1,1,1,0,0,0,0,0,0,0,0,1
16,2380000,2787,4,2,2,1,0,0,0,0,0,0,1,0,0
120,9800000,13200,3,1,2,1,0,1,0,1,2,1,1,0,0
260,4690000,5170,3,1,4,1,0,0,0,1,0,0,0,1,0
244,1960000,3420,5,1,2,0,0,0,0,0,0,0,0,0,1
265,3780000,8400,2,1,1,1,0,0,0,0,1,0,1,0,0
76,3780000,5830,2,1,1,1,0,0,0,0,2,0,0,0,1
317,3850000,3850,2,1,1,1,0,0,0,0,0,0,0,1,0
360,2520000,3180,3,1,1,0,0,0,0,0,0,0,0,0,1
90,4340000,3500,4,1,2,1,0,0,0,0,2,0,1,0,0
486,3500000,3990,3,1,2,1,0,0,0,0,0,0,0,1,0
365,4550000,8400,4,1,4,1,0,0,0,0,3,0,0,0,1
318,3570000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1
169,4060000,4320,3,1,2,1,0,0,0,0,2,1,1,0,0
319,7980000,9000,4,2,4,1,0,0,0,1,2,0,1,0,0
442,1890000,1700,3,1,2,1,0,0,0,0,0,0,0,0,1
232,2408000,3635,2,1,1,0,0,0,0,0,0,0,0,0,1
56,4305000,10360,2,1,1,1,0,0,0,0,1,1,0,1,0
327,5005000,8150,3,2,1,1,1,1,0,0,0,0,0,1,0
277,5229000,7085,3,1,1,1,1,1,0,0,2,1,0,1,0
240,3500000,4600,4,1,2,1,0,0,0,0,0,0,0,1,0
197,8575000,8800,3,2,2,1,0,0,0,1,2,0,1,0,0
257,5530000,6100,3,2,1,1,0,1,0,0,2,1,1,0,0
254,5040000,6600,3,1,1,1,1,1,0,0,0,1,1,0,0
13,5460000,6100,3,1,3,1,1,0,0,1,0,1,0,1,0
362,2835000,3300,3,1,2,0,0,0,0,0,1,0,0,1,0
179,4200000,4410,2,1,1,0,0,0,0,0,1,0,0,0,1
73,12215000,7500,4,2,2,1,0,1,0,1,3,1,1,0,0
312,3143000,4500,3,1,2,1,0,0,0,1,0,0,0,0,1
388,3920000,7260,3,2,1,1,1,1,0,0,3,0,1,0,0
246,2940000,4960,2,1,1,1,0,0,0,0,0,0,0,0,1
77,2653000,4000,3,1,2,1,0,0,0,1,0,0,0,0,1
133,3010000,5076,3,1,1,0,0,0,0,0,0,0,0,0,1
397,4123000,6060,2,1,1,1,0,1,0,0,1,0,0,1,0
304,2275000,1836,2,1,1,0,0,1,0,0,0,0,0,1,0
392,6419000,6750,2,1,1,1,1,1,0,0,2,1,1,0,0
271,3465000,2145,3,1,3,1,0,0,0,0,0,1,1,0,0
213,3150000,3986,2,2,1,0,1,1,0,0,1,0,0,0,1
303,3920000,3816,2,1,1,1,0,1,0,1,2,0,1,0,0
269,13300000,7420,4,2,3,1,0,0,0,1,2,1,1,0,0
419,7140000,6000,3,2,2,1,1,0,0,0,1,0,0,1,0
433,8400000,7475,3,2,4,1,0,0,0,1,2,0,0,0,1
67,9100000,6000,4,1,2,1,0,1,0,0,2,0,0,1,0
173,4025000,5400,3,1,1,1,0,0,0,0,3,0,0,1,0
101,6440000,5000,3,1,2,1,0,0,0,1,0,0,0,1,0
223,7700000,6000,4,2,4,1,0,0,0,0,2,0,0,1,0
89,4060000,4992,3,2,2,1,0,0,0,0,2,0,0,0,1
501,4753000,6440,2,1,1,1,0,0,0,1,3,0,0,1,0
326,4760000,9166,2,1,1,1,0,1,0,1,2,0,0,1,0
174,7525000,6000,3,2,4,1,0,0,0,1,1,0,1,0,0
414,1890000,3649,2,1,1,1,0,0,0,0,0,0,0,0,1
454,2590000,3600,2,2,2,1,0,1,0,0,1,0,1,0,0
286,2940000,3600,3,1,2,0,0,0,0,0,1,0,0,0,1
4,8855000,6420,3,2,2,1,0,0,0,1,1,1,0,1,0
495,2660000,2000,2,1,2,1,0,0,0,0,0,0,0,1,0
151,7070000,6240,4,2,2,1,0,0,0,1,1,0,1,0,0
353,3003000,8050,2,1,1,1,0,0,0,0,0,0,0,0,1
18,6300000,6000,4,2,4,1,0,0,0,0,1,0,0,1,0
541,2940000,2700,2,1,1,0,0,0,0,0,0,0,1,0,0
434,1750000,3620,2,1,1,1,0,0,0,0,0,0,0,0,1
369,4165000,4080,3,1,2,1,0,0,0,0,2,0,0,1,0
540,3080000,4960,2,1,1,1,0,1,0,1,0,0,0,0,1
367,7245000,9000,4,2,4,1,1,0,0,1,1,1,1,0,0
400,4060000,5900,4,2,2,0,0,1,0,0,1,0,0,0,1
247,3500000,3480,3,1,1,0,0,0,0,1,0,0,0,0,1
3,4095000,4040,2,1,2,1,0,0,0,0,1,0,0,1,0
332,6195000,6350,3,2,3,1,1,0,0,1,0,0,1,0,0
53,5740000,5800,3,2,4,1,0,0,0,1,0,0,0,0,1
128,3850000,4080,2,1,1,1,0,0,0,0,0,0,0,1,0
294,2653000,3185,2,1,1,1,0,0,0,1,0,0,0,0,1
58,5250000,10269,3,1,1,1,0,0,0,0,1,1,0,1,0
349,3773000,2520,5,2,1,0,0,1,0,1,1,0,1,0,0
344,8890000,4600,3,2,2,1,1,0,0,1,2,0,1,0,0
149,3500000,4240,3,1,2,1,0,0,0,1,0,0,0,1,0
156,4200000,5800,3,1,1,1,0,0,1,0,2,0,0,1,0
243,1767150,2400,3,1,1,0,0,0,0,0,0,0,0,1,0
448,3150000,1650,3,1,2,0,0,1,0,0,0,0,0,0,1
2,5600000,5500,3,2,2,1,0,0,0,0,1,0,0,1,0
436,8645000,8050,3,1,1,1,1,1,0,1,1,0,1,0,0
242,5040000,10700,3,1,2,1,1,1,0,0,0,0,0,1,0
513,5600000,10500,4,2,2,1,0,0,0,0,1,0,0,1,0
505,4200000,5850,2,1,1,1,1,1,0,0,2,0,0,1,0
225,3493000,4900,3,1,2,0,0,0,0,0,0,0,0,0,1
475,5775000,6000,3,2,4,1,0,0,0,1,0,0,0,0,1
135,5523000,6900,3,1,1,1,1,1,0,0,0,1,0,1,0
5,5495000,7980,3,1,1,1,0,0,0,0,2,0,0,1,0
60,4893000,4995,4,2,1,1,0,1,0,0,0,0,0,1,0
46,2100000,3000,4,1,2,1,0,0,0,0,0,0,0,0,1
226,4095000,3680,3,2,2,1,0,0,0,0,0,0,0,1,0
323,2275000,3970,1,1,1,0,0,0,0,0,0,0,0,0,1
504,4340000,6450,4,1,2,1,0,0,0,0,0,0,0,1,0
69,8190000,5960,3,3,2,1,1,1,0,0,1,0,0,0,1
407,3150000,3069,2,1,1,1,0,0,0,0,1,0,0,0,1
502,6790000,12090,4,2,2,1,0,0,0,0,2,1,1,0,0
57,4900000,4095,3,1,2,0,1,1,0,1,0,0,0,1,0
293,4550000,3760,3,1,1,1,0,0,0,0,2,0,0,1,0
180,6083000,4300,6,2,2,1,0,0,0,0,0,0,1,0,0
447,3080000,2160,3,1,2,0,0,1,0,0,0,0,0,1,0
142,3129000,5495,3,1,1,1,0,1,0,0,0,0,0,0,1
498,3010000,2835,2,1,1,1,0,0,0,0,0,0,0,1,0
66,8043000,7482,3,2,3,1,0,0,1,0,1,1,1,0,0
202,2940000,3480,3,1,2,0,0,0,0,0,1,0,0,1,0
444,3115000,3850,3,1,2,1,0,0,0,0,0,0,0,0,1
288,2940000,6615,3,1,2,1,0,0,0,0,0,0,0,1,0
97,8400000,5500,4,2,2,1,0,1,0,1,1,1,0,1,0
115,4403000,2880,3,1,2,1,0,0,0,0,0,1,0,1,0
167,2660000,2430,3,1,1,0,0,0,0,0,0,0,0,0,1
529,5600000,10500,2,1,1,1,0,0,0,0,1,0,0,1,0
437,4480000,4040,3,1,2,1,0,0,0,0,1,0,0,1,0
467,3885000,3780,2,1,2,1,1,1,0,0,0,0,0,1,0
214,4900000,4646,3,1,2,1,1,1,0,0,2,0,0,1,0
105,3675000,5640,2,1,1,0,0,0,0,0,0,0,0,1,0
21,6615000,4000,3,2,2,1,0,1,0,1,1,0,0,1,0
130,3850000,2176,2,1,2,1,1,0,0,0,0,1,0,1,0
27,3500000,7424,3,1,1,0,0,0,0,0,0,0,0,0,1
300,3605000,4000,2,1,1,1,0,0,0,0,0,1,0,1,0
385,8295000,4880,4,2,2,1,0,0,0,1,1,1,1,0,0
209,10150000,16200,5,3,2,1,0,0,0,0,0,0,0,0,1
278,6020000,6800,2,1,1,1,1,1,0,0,2,0,1,0,0
241,4270000,2175,3,1,2,0,1,1,0,1,0,0,0,0,1
453,5250000,6540,4,2,2,0,0,0,0,1,0,0,0,1,0
273,3640000,3520,2,2,1,1,0,1,0,0,0,0,0,1,0
131,6475000,3960,3,1,1,1,0,1,0,0,2,0,0,1,0
356,2660000,4000,3,1,1,1,0,0,0,0,0,0,0,1,0
190,7350000,6000,3,1,2,1,0,0,0,1,1,0,0,0,1
482,7210000,7680,4,2,4,1,1,0,0,1,1,0,0,1,0
306,5110000,11410,2,1,2,1,0,0,0,0,0,1,1,0,0
364,5740000,5000,3,1,3,1,0,0,0,1,0,0,0,1,0
506,4865000,4350,2,1,1,1,0,1,0,0,0,0,0,0,1
154,2100000,2400,3,1,2,1,0,0,0,0,0,0,0,0,1
106,2380000,2475,3,1,2,1,0,0,0,0,0,0,1,0,0
335,5740000,6360,3,1,1,1,1,1,0,1,2,1,1,0,0
333,5495000,2817,4,2,2,0,1,1,0,0,1,0,1,0,0
250,3990000,4500,3,2,2,0,0,1,0,1,0,0,0,1,0
208,5075000,5720,2,1,2,1,0,0,0,1,0,1,0,0,1
78,6265000,6000,4,1,3,1,1,1,0,0,0,1,0,0,1
455,3640000,2850,3,2,2,0,0,1,0,0,0,1,0,0,1
298,4550000,3640,3,1,2,1,0,0,0,1,0,0,1,0,0
8,3920000,2145,4,2,1,1,0,1,0,0,0,1,0,0,1
70,8120000,6840,5,1,2,1,1,1,0,1,1,0,1,0,0
538,7875000,6550,3,1,2,1,0,1,0,1,0,1,1,0,0
470,8400000,7000,3,1,4,1,0,0,0,1,2,0,0,1,0
457,6090000,8372,3,1,3,1,0,0,0,1,2,0,0,0,1
311,3150000,4095,2,1,1,1,0,0,0,0,2,0,0,1,0
373,3500000,3120,3,1,2,1,0,0,0,0,1,0,0,0,1
170,3423000,4040,2,1,1,1,0,0,0,0,0,0,0,0,1
421,3500000,3036,3,1,2,1,0,1,0,0,0,0,0,1,0
387,3395000,3450,3,1,1,1,0,1,0,0,2,0,0,0,1
196,3465000,5320,2,1,1,1,0,0,0,0,1,1,0,0,1
301,10850000,7500,3,3,1,1,0,1,0,1,2,1,0,1,0
211,6160000,4500,3,1,4,1,0,0,0,1,0,0,0,0,1
276,3640000,4280,2,1,1,1,0,0,0,1,2,0,0,1,0
405,4655000,3745,3,1,2,1,0,1,0,0,0,0,1,0,0
185,4515000,3510,3,1,3,1,0,0,0,0,0,0,0,1,0
267,6510000,6670,3,1,3,1,0,1,0,0,0,1,0,0,1
87,3360000,4750,2,1,1,1,0,0,0,0,0,0,0,0,1
496,4480000,4000,3,1,2,1,0,0,0,0,2,0,1,0,0
100,3640000,2275,3,1,3,1,0,0,1,1,0,1,0,1,0
102,5460000,6210,4,1,4,1,1,0,0,1,0,0,1,0,0
114,5600000,6600,4,2,1,1,0,1,0,0,0,1,0,1,0
478,2275000,3970,3,1,2,1,0,1,0,0,0,0,0,0,1
516,4900000,3000,3,1,2,1,0,1,0,1,0,0,0,1,0
144,4956000,2800,3,2,2,0,0,1,0,1,1,0,0,1,0
