,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
432,4473000,6360,2,1,1,1,0,1,0,1,1,0,1,0,0
256,6230000,6600,3,2,1,1,0,1,0,1,0,1,0,0,1
508,3290000,4040,2,1,1,1,0,0,0,0,0,0,0,0,1
139,4098500,3600,3,1,1,1,0,1,0,1,0,1,1,0,0
206,2604000,2910,2,1,1,0,0,0,0,0,0,0,0,0,1
310,2852500,5200,4,1,3,1,0,0,0,0,0,0,0,0,1
381,8645000,4560,3,2,2,1,1,1,0,1,1,0,1,0,0
277,5229000,7085,3,1,1,1,1,1,0,0,2,1,0,1,0
380,3220000,2684,2,1,1,1,0,0,0,1,1,0,0,0,1
313,2961000,3000,2,1,2,1,0,0,0,0,0,0,0,1,0
531,5880000,7160,3,1,1,1,0,1,0,0,2,1,0,0,1
19,3745000,3480,2,1,1,1,0,0,0,0,0,1,0,1,0
283,2450000,7700,2,1,1,1,0,0,0,0,0,0,0,0,1
153,6293000,6600,3,2,3,1,0,0,0,1,0,1,0,0,1
392,6419000,6750,2,1,1,1,1,1,0,0,2,1,1,0,0
110,5250000,3800,3,1,2,1,1,1,0,0,1,1,0,0,1
187,2380000,3264,2,1,1,1,0,0,0,0,0,0,0,0,1
317,3850000,3850,2,1,1,1,0,0,0,0,0,0,0,1,0
514,4270000,4360,4,1,2,1,0,0,0,0,0,0,1,0,0
269,13300000,7420,4,2,3,1,0,0,0,1,2,1,1,0,0
214,4900000,4646,3,1,2,1,1,1,0,0,2,0,0,1,0
495,2660000,2000,2,1,2,1,0,0,0,0,0,0,0,1,0
525,3360000,3500,4,1,2,1,0,0,0,1,2,0,0,0,1
362,2835000,3300,3,1,2,0,0,0,0,0,1,0,0,1,0
73,12215000,7500,4,2,2,1,0,1,0,1,3,1,1,0,0
149,3500000,4240,3,1,2,1,0,0,0,1,0,0,0,1,0
303,3920000,3816,2,1,1,1,0,1,0,1,2,0,1,0,0
190,7350000,6000,3,1,2,1,0,0,0,1,1,0,0,0,1
389,6195000,5500,3,2,4,1,1,0,0,1,1,0,0,1,0
278,6020000,6800,2,1,1,1,1,1,0,0,2,0,1,0,0
350,4900000,4120,2,1,1,1,0,1,0,0,1,0,0,1,0
479,5950000,6540,3,1,1,1,1,1,0,0,2,1,1,0,0
356,2660000,4000,3,1,1,1,0,0,0,0,0,0,0,1,0
160,2940000,3660,4,1,2,0,0,0,0,0,0,0,0,0,1
260,4690000,5170,3,1,4,1,0,0,0,1,0,0,0,1,0
14,1750000,3850,3,1,2,1,0,0,0,0,0,0,0,0,1
523,3500000,9500,3,1,2,1,0,0,0,0,3,1,0,0,1
406,4200000,7000,3,1,1,1,0,0,0,0,3,0,1,0,0
180,6083000,4300,6,2,2,1,0,0,0,0,0,0,1,0,0
24,4270000,6360,2,1,2,1,0,0,0,0,0,0,0,0,1
530,3080000,4500,2,1,2,1,0,0,1,0,1,0,0,1,0
95,4375000,3900,3,1,2,1,0,0,0,0,0,0,0,0,1
6,6300000,7200,3,2,1,1,0,1,0,1,3,0,0,1,0
295,2660000,3480,2,1,1,1,0,0,0,0,1,0,0,1,0
71,6650000,4260,4,2,2,1,0,0,1,0,0,0,0,1,0
364,5740000,5000,3,1,3,1,0,0,0,1,0,0,0,1,0
176,7070000,8880,2,1,1,1,0,0,0,1,1,0,0,1,0
518,3430000,2610,3,1,2,1,0,1,0,0,0,1,0,0,1
485,7455000,4300,3,2,2,1,0,1,0,0,1,0,0,0,1
92,2450000,4840,2,1,2,1,0,0,0,0,0,0,0,0,1
171,4200000,4000,4,2,2,0,0,0,0,0,0,0,0,1,0
425,7210000,6000,3,2,4,1,1,0,0,1,1,0,1,0,0
512,3703000,5450,2,1,1,1,0,0,0,0,0,0,1,0,0
78,6265000,6000,4,1,3,1,1,1,0,0,0,1,0,0,1
461,3640000,5960,3,1,2,1,1,1,0,0,0,0,0,0,1
452,3850000,2015,3,1,2,1,0,1,0,0,0,1,0,1,0
405,4655000,3745,3,1,2,1,0,1,0,0,0,0,1,0,0
35,6510000,8250,3,2,3,1,0,0,0,1,0,0,1,0,0
191,4900000,4520,3,1,2,1,0,1,0,1,0,0,0,1,0
240,3500000,4600,4,1,2,1,0,0,0,0,0,0,0,1,0
201,7560000,6000,4,2,4,1,0,0,0,1,1,0,1,0,0
130,3850000,2176,2,1,2,1,1,0,0,0,0,1,0,1,0
424,6580000,6000,3,2,4,1,0,0,0,1,0,0,0,1,0
467,3885000,3780,2,1,2,1,1,1,0,0,0,0,0,1,0
365,4550000,8400,4,1,4,1,0,0,0,0,3,0,0,0,1
448,3150000,1650,3,1,2,0,0,1,0,0,0,0,0,0,1
203,5390000,6710,3,2,2,1,1,1,0,0,1,1,1,0,0
468,5740000,4640,4,1,2,1,0,0,0,0,1,0,0,1,0
157,4795000,8100,4,1,4,1,0,1,0,1,2,0,0,1,0
474,3150000,9000,3,1,2,1,0,0,0,0,2,0,0,1,0
99,2233000,5300,3,1,1,0,0,0,0,1,0,1,0,0,1
216,3430000,1950,3,2,2,1,0,1,0,0,0,1,0,0,1
285,3360000,3720,2,1,1,0,0,0,0,1,0,0,0,0,1
477,6107500,3240,4,1,3,1,0,0,0,0,1,0,0,1,0
383,4970000,4410,4,3,2,1,0,1,0,0,2,0,0,1,0
106,2380000,2475,3,1,2,1,0,0,0,0,0,0,1,0,0
79,6230000,5500,3,1,3,1,0,0,0,0,1,1,0,0,1
361,3115000,3000,3,1,1,0,0,0,0,1,0,0,0,0,1
126,4200000,2610,4,3,2,0,0,0,0,0,0,0,0,1,0
32,6685000,6600,2,2,4,1,0,1,0,0,0,1,1,0,0
166,9870000,8100,4,1,2,1,1,1,0,1,2,1,1,0,0
229,4690000,9667,4,2,2,1,1,1,0,0,1,0,0,1,0
494,3500000,3640,2,1,1,1,0,0,0,0,1,0,0,1,0
195,5565000,5400,5,1,2,1,1,1,0,1,0,1,1,0,0
165,7000000,11175,3,1,1,1,0,1,0,1,1,1,1,0,0
308,3010000,3750,3,1,2,1,0,0,0,0,0,0,0,0,1
236,4410000,3968,3,1,2,0,0,0,0,0,0,0,0,1,0
443,5810000,5200,3,1,3,1,0,0,0,1,0,0,0,1,0
164,3633000,3520,3,1,1,1,0,0,0,0,2,1,0,0,1
272,3710000,4040,2,1,1,1,0,0,0,0,0,0,0,1,0
185,4515000,3510,3,1,3,1,0,0,0,0,0,0,0,1,0
337,4620000,4160,3,1,1,1,1,1,0,1,0,0,0,0,1
296,3850000,3180,2,2,1,1,0,1,0,0,2,0,0,1,0
284,3360000,3750,3,1,1,1,0,0,0,0,0,0,0,0,1
371,3500000,3512,2,1,1,1,0,0,0,0,1,1,0,0,1
45,3360000,3185,2,1,1,1,0,1,0,0,2,0,1,0,0
31,3675000,3630,2,1,1,1,0,1,0,0,0,0,1,0,0
90,4340000,3500,4,1,2,1,0,0,0,0,2,0,1,0,0
408,3780000,3600,2,1,1,1,0,0,0,0,0,0,0,1,0
217,3430000,3185,2,1,1,1,0,0,0,0,2,0,0,0,1
105,3675000,5640,2,1,1,0,0,0,0,0,0,0,0,1,0
490,4235000,6650,3,1,2,1,1,0,0,0,0,0,0,1,0
212,3570000,4500,4,2,2,1,0,1,0,0,2,0,1,0,0
101,6440000,5000,3,1,2,1,0,0,0,1,0,0,0,1,0
127,4515000,9860,3,1,1,1,0,0,0,0,0,0,0,1,0
540,3080000,4960,2,1,1,1,0,1,0,1,0,0,0,0,1
196,3465000,5320,2,1,1,1,0,0,0,0,1,1,0,0,1
450,5810000,4800,3,1,3,1,0,0,0,1,0,0,0,0,1
178,3290000,3480,4,1,2,0,0,0,0,0,1,0,0,1,0
49,5110000,3000,3,2,2,1,1,1,0,0,0,0,1,0,0
85,4550000,2550,3,1,2,1,0,1,0,0,0,0,1,0,0
122,4200000,3520,3,1,2,1,0,0,0,0,0,1,0,1,0
131,6475000,3960,3,1,1,1,0,1,0,0,2,0,0,1,0
363,2135000,3000,2,1,1,0,0,0,0,0,0,0,0,0,1
441,3920000,5500,4,1,2,1,1,1,0,0,0,0,0,1,0
430,5425000,6825,3,1,1,1,1,1,0,1,0,1,0,1,0
453,5250000,6540,4,2,2,0,0,0,0,1,0,0,0,1,0
459,3703000,3120,3,1,2,0,0,1,1,0,0,0,0,1,0
66,8043000,7482,3,2,3,1,0,0,1,0,1,1,1,0,0
42,4690000,6000,2,1,1,1,0,1,0,1,1,0,1,0,0
189,4277000,3400,3,1,2,1,0,1,0,0,2,1,0,1,0
398,3325000,4775,4,1,2,1,0,0,0,0,0,0,0,0,1
454,2590000,3600,2,2,2,1,0,1,0,0,1,0,1,0,0
312,3143000,4500,3,1,2,1,0,0,0,1,0,0,0,0,1
48,4200000,4500,3,1,1,1,0,1,0,0,0,0,1,0,0
433,8400000,7475,3,2,4,1,0,0,0,1,2,0,0,0,1
526,3045000,3800,2,1,1,1,0,0,0,0,0,0,0,0,1
358,4480000,5885,2,1,1,1,0,0,0,1,1,0,0,0,1
172,4319000,4032,2,1,1,1,0,1,0,0,0,0,1,0,0
162,3710000,3600,3,1,1,1,0,0,0,0,1,0,0,0,1
258,3773000,8250,3,1,1,1,0,0,0,0,2,0,1,0,0
402,5040000,7600,4,1,2,1,0,0,0,1,2,0,1,0,0
410,3360000,4120,2,1,2,1,0,0,0,0,0,0,0,0,1
186,6650000,6420,3,2,3,1,0,0,0,1,0,1,1,0,0
289,5383000,6450,3,2,1,1,1,1,1,0,0,0,0,0,1
170,3423000,4040,2,1,1,1,0,0,0,0,0,0,0,0,1
52,4060000,4340,3,1,1,1,0,0,0,0,0,0,0,1,0
327,5005000,8150,3,2,1,1,1,1,0,0,0,0,0,1,0
396,4473000,3162,3,1,2,1,0,0,0,1,1,0,1,0,0
0,2590000,3600,2,1,1,1,0,0,0,0,0,0,0,0,1
463,5950000,3700,4,1,2,1,1,0,0,1,0,0,1,0,0
26,4620000,2870,2,1,2,1,1,1,0,0,0,1,0,1,0
210,5950000,6525,3,2,4,1,0,0,0,0,1,0,1,0,0
299,5600000,5000,3,1,4,1,0,0,0,0,0,0,1,0,0
444,3115000,3850,3,1,2,1,0,0,0,0,0,0,0,0,1
446,4200000,4079,3,1,3,1,0,0,0,0,0,0,0,1,0
227,5145000,3410,3,1,2,0,0,0,0,1,0,0,0,1,0
84,3920000,3290,2,1,1,1,0,0,1,0,1,0,1,0,0
140,6300000,9000,3,1,1,1,0,1,0,0,1,1,1,0,0
442,1890000,1700,3,1,2,1,0,0,0,0,0,0,0,0,1
502,6790000,12090,4,2,2,1,0,0,0,0,2,1,1,0,0
482,7210000,7680,4,2,4,1,1,0,0,1,1,0,0,1,0
354,3430000,4000,2,1,1,1,0,0,0,0,0,0,0,0,1
447,3080000,2160,3,1,2,0,0,1,0,0,0,0,0,1,0
161,2835000,2640,2,1,1,0,0,0,0,0,1,0,1,0,0
55,3115000,3500,2,1,1,1,0,0,0,0,0,0,0,0,1
234,4445000,3750,2,1,1,1,1,1,0,0,0,0,0,1,0
141,4970000,7686,3,1,1,1,1,1,1,0,0,0,0,1,0
417,4007500,4500,3,1,2,0,0,1,0,1,0,0,0,1,0
202,2940000,3480,3,1,2,0,0,0,0,0,1,0,0,1,0
412,2450000,3000,2,1,1,1,0,0,0,0,1,0,0,0,1
47,6755000,6000,4,2,4,1,0,0,0,1,0,0,0,0,1
65,3640000,3570,3,1,2,1,0,1,0,0,0,0,0,1,0
179,4200000,4410,2,1,1,0,0,0,0,0,1,0,0,0,1
246,2940000,4960,2,1,1,1,0,0,0,0,0,0,0,0,1
251,6790000,4000,3,2,2,1,0,1,0,1,0,1,0,1,0
250,3990000,4500,3,2,2,0,0,1,0,1,0,0,0,1,0
107,9240000,7800,3,2,2,1,0,0,0,0,0,1,0,1,0
404,3360000,3100,3,1,2,0,0,1,0,0,0,0,0,1,0
541,2940000,2700,2,1,1,0,0,0,0,0,0,0,1,0,0
132,6195000,5500,3,2,1,1,1,1,0,0,2,1,1,0,0
54,2730000,4000,3,1,2,1,0,0,0,0,1,0,0,0,1
