,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
317,3850000,3850,2,1,1,1,0,0,0,0,0,0,0,1,0
229,4690000,9667,4,2,2,1,1,1,0,0,1,0,0,1,0
520,3710000,6020,3,1,1,1,0,0,0,0,0,0,0,1,0
509,5250000,5300,4,2,1,1,0,0,0,1,0,1,0,0,1
431,6629000,6000,3,1,2,1,0,0,1,0,1,1,0,1,0
289,5383000,6450,3,2,1,1,1,1,1,0,0,0,0,0,1
122,4200000,3520,3,1,2,1,0,0,0,0,0,1,0,1,0
272,3710000,4040,2,1,1,1,0,0,0,0,0,0,0,1,0
261,7420000,7440,3,2,1,1,1,1,0,1,0,1,0,1,0
224,5215000,4500,4,2,1,0,0,1,0,1,2,0,0,1,0
328,6650000,5700,3,1,1,1,1,1,0,1,2,1,1,0,0
334,3815000,3150,2,2,1,0,0,1,0,0,0,0,0,1,0
507,4200000,2953,3,1,2,1,0,1,0,1,0,0,0,0,1
101,6440000,5000,3,1,2,1,0,0,0,1,0,0,0,1,0
345,4613000,4510,4,2,2,1,0,1,0,0,0,0,0,1,0
501,4753000,6440,2,1,1,1,0,0,0,1,3,0,0,1,0
502,6790000,12090,4,2,2,1,0,0,0,0,2,1,1,0,0
284,3360000,3750,3,1,1,1,0,0,0,0,0,0,0,0,1
398,3325000,4775,4,1,2,1,0,0,0,0,0,0,0,0,1
415,2870000,3630,2,1,1,1,0,0,0,0,0,0,0,0,1
360,2520000,3180,3,1,1,0,0,0,0,0,0,0,0,0,1
28,3500000,12944,3,1,1,1,0,0,0,0,0,0,0,0,1
181,6020000,6900,3,2,1,1,1,1,0,0,0,1,0,0,1
78,6265000,6000,4,1,3,1,1,1,0,0,0,1,0,0,1
456,2450000,3210,3,1,2,1,0,1,0,0,0,0,0,0,1
233,2940000,5850,3,1,2,1,0,1,0,0,1,0,0,0,1
538,7875000,6550,3,1,2,1,0,1,0,1,0,1,1,0,0
544,4340000,1905,5,1,2,0,0,1,0,0,0,0,0,1,0
313,2961000,3000,2,1,2,1,0,0,0,0,0,0,0,1,0
524,4620000,5010,3,1,2,1,0,1,0,0,0,0,0,1,0
358,4480000,5885,2,1,1,1,0,0,0,1,1,0,0,0,1
48,4200000,4500,3,1,1,1,0,1,0,0,0,0,1,0,0
199,4235000,2787,3,1,1,1,0,1,0,0,0,1,1,0,0
409,7490000,6600,3,1,4,1,0,0,0,1,3,1,1,0,0
165,7000000,11175,3,1,1,1,0,1,0,1,1,1,1,0,0
460,3850000,7152,3,1,2,1,0,0,0,1,0,0,1,0,0
13,5460000,6100,3,1,3,1,1,0,0,1,0,1,0,1,0
148,6160000,5450,4,2,1,1,0,1,0,1,0,1,0,1,0
515,3430000,2145,3,1,3,1,0,0,0,0,0,1,1,0,0
85,4550000,2550,3,1,2,1,0,1,0,0,0,0,1,0,0
262,4410000,4900,2,1,2,1,0,1,0,0,0,0,0,1,0
223,7700000,6000,4,2,4,1,0,0,0,0,2,0,0,1,0
253,4515000,3520,2,1,2,1,0,0,0,0,0,1,1,0,0
278,6020000,6800,2,1,1,1,1,1,0,0,2,0,1,0,0
164,3633000,3520,3,1,1,1,0,0,0,0,2,1,0,0,1
124,2485000,3000,3,1,2,0,0,0,0,0,0,0,0,1,0
151,7070000,6240,4,2,2,1,0,0,0,1,1,0,1,0,0
216,3430000,1950,3,2,2,1,0,1,0,0,0,1,0,0,1
514,4270000,4360,4,1,2,1,0,0,0,0,0,0,1,0,0
103,3500000,5880,2,1,1,1,0,0,0,0,0,0,0,0,1
321,3885000,3180,4,2,2,1,0,0,0,0,0,0,1,0,0
446,4200000,4079,3,1,3,1,0,0,0,0,0,0,0,1,0
426,9681000,6000,4,3,2,1,1,1,1,0,2,0,0,1,0
195,5565000,5400,5,1,2,1,1,1,0,1,0,1,1,0,0
310,2852500,5200,4,1,3,1,0,0,0,0,0,0,0,0,1
292,3710000,3584,2,1,1,1,0,0,1,0,0,0,0,1,0
276,3640000,4280,2,1,1,1,0,0,0,1,2,0,0,1,0
108,4200000,4600,3,2,2,1,0,0,0,1,1,0,0,1,0
99,2233000,5300,3,1,1,0,0,0,0,1,0,1,0,0,1
242,5040000,10700,3,1,2,1,1,1,0,0,0,0,0,1,0
391,5530000,3300,3,3,2,1,0,1,0,0,0,0,0,1,0
532,2450000,3500,2,1,1,1,1,0,0,0,0,0,0,0,1
8,3920000,2145,4,2,1,1,0,1,0,0,0,1,0,0,1
119,4620000,5680,3,1,2,1,1,0,0,1,1,0,0,1,0
43,3640000,3000,2,1,2,1,0,0,0,1,0,0,1,0,0
448,3150000,1650,3,1,2,0,0,1,0,0,0,0,0,0,1
71,6650000,4260,4,2,2,1,0,0,1,0,0,0,0,1,0
79,6230000,5500,3,1,3,1,0,0,0,0,1,1,0,0,1
265,3780000,8400,2,1,1,1,0,0,0,0,1,0,1,0,0
225,3493000,4900,3,1,2,0,0,0,0,0,0,0,0,0,1
188,3353000,2700,3,1,1,0,0,0,0,0,0,0,1,0,0
118,2940000,3150,3,1,2,0,0,0,0,0,0,0,0,0,1
311,3150000,4095,2,1,1,1,0,0,0,0,2,0,0,1,0
517,4060000,3000,4,1,3,1,0,1,0,1,2,0,0,1,0
361,3115000,3000,3,1,1,0,0,0,0,1,0,0,0,0,1
191,4900000,4520,3,1,2,1,0,1,0,1,0,0,0,1,0
473,4620000,3880,3,2,2,1,0,1,0,0,2,0,0,1,0
488,8080940,7000,3,2,4,1,0,0,0,1,2,0,1,0,0
442,1890000,1700,3,1,2,1,0,0,0,0,0,0,0,0,1
384,3836000,3350,3,1,2,1,0,0,0,0,0,0,0,0,1
87,3360000,4750,2,1,1,1,0,0,0,0,0,0,0,0,1
157,4795000,8100,4,1,4,1,0,1,0,1,2,0,0,1,0
375,3500000,3600,6,1,2,1,0,0,0,0,1,0,0,0,1
374,5250000,5500,3,2,1,1,0,1,0,0,0,0,0,1,0
35,6510000,8250,3,2,3,1,0,0,0,1,0,0,1,0,0
220,5873000,5500,3,1,3,1,1,0,0,1,1,0,1,0,0
440,7343000,11440,4,1,2,1,0,1,0,0,1,1,0,1,0
231,12250000,8960,4,4,4,1,0,0,0,1,3,0,1,0,0
260,4690000,5170,3,1,4,1,0,0,0,1,0,0,0,1,0
461,3640000,5960,3,1,2,1,1,1,0,0,0,0,0,0,1
130,3850000,2176,2,1,2,1,1,0,0,0,0,1,0,1,0
268,4900000,5400,4,1,2,1,0,0,0,0,0,0,0,1,0
490,4235000,6650,3,1,2,1,1,0,0,0,0,0,0,1,0
433,8400000,7475,3,2,4,1,0,0,0,1,2,0,0,0,1
443,5810000,5200,3,1,3,1,0,0,0,1,0,0,0,1,0
227,5145000,3410,3,1,2,0,0,0,0,1,0,0,0,1,0
243,1767150,2400,3,1,1,0,0,0,0,0,0,0,0,1,0
90,4340000,3500,4,1,2,1,0,0,0,0,2,0,1,0,0
430,5425000,6825,3,1,1,1,1,1,0,1,0,1,0,1,0
495,2660000,2000,2,1,2,1,0,0,0,0,0,0,0,1,0
211,6160000,4500,3,1,4,1,0,0,0,1,0,0,0,0,1
352,2800000,2650,3,1,2,1,0,1,0,0,1,0,0,0,1
221,3290000,6060,3,1,1,1,1,1,0,0,0,0,1,0,0
382,5600000,4700,4,1,2,1,1,1,0,1,1,0,1,0,0
113,4200000,5500,3,1,2,1,0,0,0,1,0,0,0,0,1
281,5243000,6050,3,1,1,1,0,1,0,0,0,1,0,1,0
92,2450000,4840,2,1,2,1,0,0,0,0,0,0,0,0,1
209,10150000,16200,5,3,2,1,0,0,0,0,0,0,0,0,1
477,6107500,3240,4,1,3,1,0,0,0,0,1,0,0,1,0
535,6090000,6615,4,2,2,1,1,0,1,0,1,0,0,1,0
458,4543000,4100,2,2,1,1,1,1,0,0,0,0,0,1,0
441,3920000,5500,4,1,2,1,1,1,0,0,0,0,0,1,0
335,5740000,6360,3,1,1,1,1,1,0,1,2,1,1,0,0
60,4893000,4995,4,2,1,1,0,1,0,0,0,0,0,1,0
471,2660000,3934,2,1,1,1,0,0,0,0,0,0,0,0,1
308,3010000,3750,3,1,2,1,0,0,0,0,0,0,0,0,1
52,4060000,4340,3,1,1,1,0,0,0,0,0,0,0,1,0
348,5145000,7980,3,1,1,1,0,0,0,0,1,1,0,1,0
266,8400000,8875,3,1,1,1,0,0,0,0,1,0,0,1,0
354,3430000,4000,2,1,1,1,0,0,0,0,0,0,0,0,1
105,3675000,5640,2,1,1,0,0,0,0,0,0,0,0,1,0
500,3220000,4370,3,1,2,1,0,0,0,0,0,0,0,0,1
478,2275000,3970,3,1,2,1,0,1,0,0,0,0,0,0,1
198,6895000,7700,3,2,1,1,0,0,0,0,2,0,0,0,1
116,5740000,5400,4,2,2,1,0,0,0,1,2,0,0,0,1
330,10150000,8580,4,3,4,1,0,0,0,1,2,1,0,1,0
49,5110000,3000,3,2,2,1,1,1,0,0,0,0,1,0,0
18,6300000,6000,4,2,4,1,0,0,0,0,1,0,0,1,0
541,2940000,2700,2,1,1,0,0,0,0,0,0,0,1,0,0
318,3570000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1
63,4480000,4510,4,1,2,1,0,0,0,1,2,0,0,1,0
144,4956000,2800,3,2,2,0,0,1,0,1,1,0,0,1,0
10,6930000,8880,3,2,2,1,0,1,0,1,1,0,1,0,0
1,2590000,4400,2,1,1,1,0,0,0,0,0,0,0,0,1
23,1750000,2910,3,1,1,0,0,0,0,0,0,0,1,0,0
439,7350000,5150,3,2,4,1,0,0,0,1,2,0,0,1,0
506,4865000,4350,2,1,1,1,0,1,0,0,0,0,0,0,1
34,3290000,2145,3,1,2,1,0,1,0,0,0,1,1,0,0
273,3640000,3520,2,2,1,1,0,1,0,0,0,0,0,1,0
534,3500000,7350,2,1,1,1,0,0,0,0,1,0,0,1,0
371,3500000,3512,2,1,1,1,0,0,0,0,1,1,0,0,1
65,3640000,3570,3,1,2,1,0,1,0,0,0,0,0,1,0
236,4410000,3968,3,1,2,0,0,0,0,0,0,0,0,1,0
239,2870000,6000,2,1,1,1,0,0,0,0,0,0,0,1,0
171,4200000,4000,4,2,2,0,0,0,0,0,0,0,0,1,0
474,3150000,9000,3,1,2,1,0,0,0,0,2,0,0,1,0
523,3500000,9500,3,1,2,1,0,0,0,0,3,1,0,0,1
161,2835000,2640,2,1,1,0,0,0,0,0,1,0,1,0,0
20,5110000,6100,3,1,1,1,0,1,0,1,0,1,0,1,0
451,4795000,7000,3,1,2,1,0,1,0,0,0,0,0,0,1
205,7910000,6000,4,2,4,1,0,0,0,1,1,0,0,1,0
25,5652500,6660,4,2,2,1,1,1,0,0,1,1,0,1,0
269,13300000,7420,4,2,3,1,0,0,0,1,2,1,1,0,0
393,4200000,2325,3,1,2,0,0,0,0,0,0,0,0,1,0
505,4200000,5850,2,1,1,1,1,1,0,0,2,0,0,1,0
77,2653000,4000,3,1,2,1,0,0,0,1,0,0,0,0,1
288,2940000,6615,3,1,2,1,0,0,0,0,0,0,0,1,0
324,4403000,4880,3,1,1,1,0,0,0,0,2,1,0,0,1
444,3115000,3850,3,1,2,1,0,0,0,0,0,0,0,0,1
449,3430000,3850,3,1,1,1,0,0,0,0,0,0,0,0,1
378,5215000,7200,3,1,2,1,1,1,0,0,1,1,1,0,0
46,2100000,3000,4,1,2,1,0,0,0,0,0,0,0,0,1
73,12215000,7500,4,2,2,1,0,1,0,1,3,1,1,0,0
484,8463000,6000,3,2,4,1,1,1,0,1,0,1,0,1,0
373,3500000,3120,3,1,2,1,0,0,0,0,1,0,0,0,1
418,4515000,3450,3,1,2,1,0,1,0,0,1,0,0,1,0
383,4970000,4410,4,3,2,1,0,1,0,0,2,0,0,1,0
45,3360000,3185,2,1,1,1,0,1,0,0,2,0,1,0,0
9,7962500,6000,3,1,4,1,1,0,0,1,2,0,0,0,1
83,3570000,3150,3,1,2,1,0,1,0,0,0,0,1,0,0
178,3290000,3480,4,1,2,0,0,0,0,0,1,0,0,1,0
94,3150000,3450,1,1,1,1,0,0,0,0,0,0,1,0,0
37,3118850,2398,3,1,1,1,0,0,0,0,0,1,0,1,0
237,4900000,12900,3,1,1,1,0,0,0,0,2,0,1,0,0
425,7210000,6000,3,2,4,1,1,0,0,1,1,0,1,0,0
250,3990000,4500,3,2,2,0,0,1,0,1,0,0,0,1,0
27,3500000,7424,3,1,1,0,0,0,0,0,0,0,0,0,1
504,4340000,6450,4,1,2,1,0,0,0,0,0,0,0,1,0
145,6615000,10500,3,2,1,1,0,1,0,1,1,1,1,0,0
494,3500000,3640,2,1,1,1,0,0,0,0,1,0,0,1,0
436,8645000,8050,3,1,1,1,1,1,0,1,1,0,1,0,0
367,7245000,9000,4,2,4,1,1,0,0,1,1,1,1,0,0
147,3010000,3240,3,1,2,1,0,0,0,0,2,0,0,1,0
510,3010000,4600,2,1,1,1,0,0,0,0,0,0,1,0,0
396,4473000,3162,3,1,2,1,0,0,0,1,1,0,1,0,0
156,4200000,5800,3,1,1,1,0,0,1,0,2,0,0,1,0
271,3465000,2145,3,1,3,1,0,0,0,0,0,1,1,0,0
389,6195000,5500,3,2,4,1,1,0,0,1,1,0,0,1,0
93,4830000,4160,3,1,3,1,0,0,0,0,0,0,0,0,1
12,3990000,6480,3,1,2,0,0,0,0,1,1,0,0,1,0
258,3773000,8250,3,1,1,1,0,0,0,0,2,0,1,0,0
11,6090000,6600,3,1,1,1,1,1,0,0,2,1,0,1,0
341,4095000,5600,2,1,1,1,0,0,0,1,0,0,0,1,0
246,2940000,4960,2,1,1,1,0,0,0,0,0,0,0,0,1
447,3080000,2160,3,1,2,0,0,1,0,0,0,0,0,1,0
420,4760000,10240,2,1,1,1,0,0,0,1,2,1,0,0,1
357,4830000,4815,2,1,1,1,0,0,0,1,0,1,0,1,0
203,5390000,6710,3,2,2,1,1,1,0,0,1,1,1,0,0
153,6293000,6600,3,2,3,1,0,0,0,1,0,1,0,0,1
41,3640000,3180,3,1,2,0,0,1,0,0,0,0,0,1,0
370,5950000,7020,3,1,1,1,0,1,0,1,2,1,0,1,0
306,5110000,11410,2,1,2,1,0,0,0,0,0,1,1,0,0
100,3640000,2275,3,1,3,1,0,0,1,1,0,1,0,1,0
432,4473000,6360,2,1,1,1,0,1,0,1,1,0,1,0,0
407,3150000,3069,2,1,1,1,0,0,0,0,1,0,0,0,1
537,4025000,3630,3,2,2,1,0,0,1,0,2,0,0,1,0
363,2135000,3000,2,1,1,0,0,0,0,0,0,0,0,0,1
55,3115000,3500,2,1,1,1,0,0,0,0,0,0,0,0,1
70,8120000,6840,5,1,2,1,1,1,0,1,1,0,1,0,0
496,4480000,4000,3,1,2,1,0,0,0,0,2,0,1,0,0
411,4585000,3840,3,1,2,1,0,0,0,0,1,1,0,1,0
388,3920000,7260,3,2,1,1,1,1,0,0,3,0,1,0,0
6,6300000,7200,3,2,1,1,0,1,0,1,3,0,0,1,0
213,3150000,3986,2,2,1,0,1,1,0,0,1,0,0,0,1
75,11410000,7420,4,1,2,1,1,1,0,1,2,0,1,0,0
166,9870000,8100,4,1,2,1,1,1,0,1,2,1,1,0,0
16,2380000,2787,4,2,2,1,0,0,0,0,0,0,1,0,0
226,4095000,3680,3,2,2,1,0,0,0,0,0,0,0,1,0
143,6650000,6500,3,2,3,1,0,0,0,1,0,1,1,0,0
342,5880000,6500,3,2,3,1,0,0,0,1,0,0,0,0,1
518,3430000,2610,3,1,2,1,0,1,0,0,0,1,0,0,1
355,4830000,6040,3,1,1,1,0,0,0,0,2,1,0,1,0
319,7980000,9000,4,2,4,1,0,0,0,1,2,0,1,0,0
149,3500000,4240,3,1,2,1,0,0,0,1,0,0,0,1,0
300,3605000,4000,2,1,1,1,0,0,0,0,0,1,0,1,0
21,6615000,4000,3,2,2,1,0,1,0,1,1,0,0,1,0
81,3150000,3450,3,1,2,1,0,1,0,0,0,0,0,1,0
152,6720000,5020,3,1,4,1,0,0,0,1,0,1,0,0,1
356,2660000,4000,3,1,1,1,0,0,0,0,0,0,0,1,0
167,2660000,2430,3,1,1,0,0,0,0,0,0,0,0,0,1
204,6510000,3760,3,1,2,1,0,0,1,0,2,0,0,1,0
91,3150000,3500,2,1,1,0,0,1,0,0,0,0,0,1,0
527,2520000,3000,2,1,2,1,0,0,0,0,0,0,1,0,0
339,2835000,4350,3,1,2,0,0,0,1,0,1,0,0,0,1
114,5600000,6600,4,2,1,1,0,1,0,0,0,1,0,1,0
67,9100000,6000,4,1,2,1,0,1,0,0,2,0,0,1,0
162,3710000,3600,3,1,1,1,0,0,0,0,1,0,0,0,1
326,4760000,9166,2,1,1,1,0,1,0,1,2,0,0,1,0
155,7035000,6360,4,2,3,1,0,0,0,1,2,1,1,0,0
525,3360000,3500,4,1,2,1,0,0,0,1,2,0,0,0,1
50,3290000,3180,4,1,2,1,0,1,0,1,0,0,0,0,1
163,7350000,6000,4,2,4,1,1,0,0,1,1,0,1,0,0
347,3990000,4050,2,1,2,1,1,1,0,0,0,1,0,0,1
44,4900000,5800,2,1,1,1,1,1,0,1,0,0,0,1,0
57,4900000,4095,3,1,2,0,1,1,0,1,0,0,0,1,0
400,4060000,5900,4,2,2,0,0,1,0,0,1,0,0,0,1
508,3290000,4040,2,1,1,1,0,0,0,0,0,0,0,0,1
183,4550000,3520,3,1,1,1,0,0,0,0,0,1,0,1,0
297,5320000,7800,3,1,1,1,0,1,0,1,2,1,0,0,1
197,8575000,8800,3,2,2,1,0,0,0,1,2,0,1,0,0
58,5250000,10269,3,1,1,1,0,0,0,0,1,1,0,1,0
82,5600000,5136,3,1,2,1,1,1,0,1,0,1,0,0,1
366,5250000,8400,3,1,2,1,1,1,0,1,2,1,0,0,1
96,3990000,3960,3,1,2,1,0,0,0,0,0,0,1,0,0
530,3080000,4500,2,1,2,1,0,0,1,0,1,0,0,1,0
69,8190000,5960,3,3,2,1,1,1,0,0,1,0,0,0,1
169,4060000,4320,3,1,2,1,0,0,0,0,2,1,1,0,0
408,3780000,3600,2,1,1,1,0,0,0,0,0,0,0,1,0
403,5950000,7231,3,1,2,1,1,1,0,1,0,1,0,1,0
428,5600000,4800,5,2,3,0,0,1,1,0,0,0,0,0,1
259,3675000,3600,2,1,1,1,0,0,0,0,0,0,1,0,0
24,4270000,6360,2,1,2,1,0,0,0,0,0,0,0,0,1
110,5250000,3800,3,1,2,1,1,1,0,0,1,1,0,0,1
15,2450000,3240,2,1,1,0,1,0,0,0,1,0,0,0,1
112,5950000,7320,4,2,2,1,0,0,0,0,0,0,1,0,0
117,4200000,5040,3,1,2,1,0,1,0,1,0,0,0,0,1
111,8960000,8500,3,2,4,1,0,0,0,1,7,0,1,0,0
47,6755000,6000,4,2,4,1,0,0,0,1,0,0,0,0,1
189,4277000,3400,3,1,2,1,0,1,0,0,2,1,0,1,0
368,9310000,6550,4,2,2,1,0,0,0,1,1,1,0,1,0
405,4655000,3745,3,1,2,1,0,1,0,0,0,0,1,0,0
419,7140000,6000,3,2,2,1,1,0,0,0,1,0,0,1,0
399,4690000,5400,2,1,2,1,0,0,0,0,0,1,0,1,0
543,2100000,3360,2,1,1,1,0,0,0,0,1,0,0,0,1
285,3360000,3720,2,1,1,0,0,0,0,1,0,0,0,0,1
186,6650000,6420,3,2,3,1,0,0,0,1,0,1,1,0,0
232,2408000,3635,2,1,1,0,0,0,0,0,0,0,0,0,1
248,4480000,8250,3,1,1,1,0,0,0,0,0,0,1,0,0
390,3920000,8080,3,1,1,1,0,0,0,1,2,0,0,1,0
170,3423000,4040,2,1,1,1,0,0,0,0,0,0,0,0,1
287,3570000,4500,2,1,1,0,0,0,0,0,0,0,1,0,0
485,7455000,4300,3,2,2,1,0,1,0,0,1,0,0,0,1
372,3500000,2135,3,2,2,0,0,0,0,0,0,0,0,0,1
29,4830000,6862,3,1,2,1,0,0,0,1,2,1,1,0,0
322,7560000,6000,3,2,3,1,0,0,0,1,0,0,0,1,0
89,4060000,4992,3,2,2,1,0,0,0,0,2,0,0,0,1
274,6440000,8580,5,3,2,1,0,0,0,0,2,0,1,0,0
263,4690000,3630,3,1,2,1,0,0,0,0,2,0,0,1,0
472,4543000,4990,4,2,2,1,1,1,0,0,0,1,1,0,0
31,3675000,3630,2,1,1,1,0,1,0,0,0,0,1,0,0
482,7210000,7680,4,2,4,1,1,0,0,1,1,0,0,1,0
385,8295000,4880,4,2,2,1,0,0,0,1,1,1,1,0,0
177,4130000,5985,3,1,1,1,0,1,0,0,0,0,0,1,0
267,6510000,6670,3,1,3,1,0,1,0,0,0,1,0,0,1
536,5033000,4800,2,1,1,1,1,1,0,0,0,0,0,1,0
376,3500000,5900,2,1,1,1,0,0,0,0,1,0,1,0,0
137,5460000,6600,4,2,2,1,1,1,0,0,0,1,0,1,0
450,5810000,4800,3,1,3,1,0,0,0,1,0,0,0,0,1
30,4550000,5360,3,1,2,1,0,0,0,0,2,1,0,0,1
4,8855000,6420,3,2,2,1,0,0,0,1,1,1,0,1,0
84,3920000,3290,2,1,1,1,0,0,1,0,1,0,1,0,0
212,3570000,4500,4,2,2,1,0,1,0,0,2,0,1,0,0
257,5530000,6100,3,2,1,1,0,1,0,0,2,1,1,0,0
22,8680000,7155,3,2,1,1,1,1,0,1,2,0,0,0,1
98,4305000,4400,2,1,1,1,0,0,0,0,1,0,0,1,0
230,7420000,7440,3,2,4,1,0,0,0,0,1,1,0,0,1
277,5229000,7085,3,1,1,1,1,1,0,0,2,1,0,1,0
392,6419000,6750,2,1,1,1,1,1,0,0,2,1,1,0,0
503,4200000,3640,3,2,2,1,0,1,0,0,0,0,0,0,1
421,3500000,3036,3,1,2,1,0,1,0,0,0,0,0,1,0
519,5460000,3150,3,2,1,1,1,1,0,1,0,0,1,0,0
62,4165000,4046,3,1,2,1,0,1,0,0,1,0,0,1,0
115,4403000,2880,3,1,2,1,0,0,0,0,0,1,0,1,0
59,5600000,6360,3,1,3,1,0,0,0,0,0,1,0,1,0
133,3010000,5076,3,1,1,0,0,0,0,0,0,0,0,0,1
438,6083000,9620,3,1,1,1,0,1,0,0,2,1,1,0,0
416,4200000,2145,3,1,3,1,0,0,0,0,1,1,0,0,1
337,4620000,4160,3,1,1,1,1,1,0,1,0,0,0,0,1
529,5600000,10500,2,1,1,1,0,0,0,0,1,0,0,1,0
68,5530000,3650,3,2,2,1,0,0,0,0,2,0,0,1,0
406,4200000,7000,3,1,1,1,0,0,0,0,3,0,1,0,0
279,9800000,5750,3,2,4,1,1,0,0,1,1,1,0,0,1
414,1890000,3649,2,1,1,1,0,0,0,0,0,0,0,0,1
76,3780000,5830,2,1,1,1,0,0,0,0,2,0,0,0,1
338,4270000,6360,2,1,1,1,0,0,0,0,0,0,1,0,0
174,7525000,6000,3,2,4,1,0,0,0,1,1,0,1,0,0
493,4165000,4840,3,1,2,1,0,0,0,0,1,0,0,1,0
463,5950000,3700,4,1,2,1,1,0,0,1,0,0,1,0,0
187,2380000,3264,2,1,1,1,0,0,0,0,0,0,0,0,1
314,3850000,5300,5,2,2,1,0,0,0,0,0,0,0,1,0
295,2660000,3480,2,1,1,1,0,0,0,0,1,0,0,1,0
331,5950000,6420,3,1,1,1,0,1,0,1,0,1,1,0,0
353,3003000,8050,2,1,1,1,0,0,0,0,0,0,0,0,1
486,3500000,3990,3,1,2,1,0,0,0,0,0,0,0,1,0
410,3360000,4120,2,1,2,1,0,0,0,0,0,0,0,0,1
7,3710000,4050,2,1,1,1,0,0,0,0,0,0,1,0,0
217,3430000,3185,2,1,1,1,0,0,0,0,2,0,0,0,1
464,1820000,3000,2,1,1,1,0,1,0,0,2,0,0,0,1
88,3780000,2856,3,1,3,1,0,0,0,0,0,1,1,0,0
159,3360000,4960,4,1,3,0,0,0,0,0,0,0,0,1,0
150,5803000,7000,3,1,1,1,0,1,0,0,2,1,0,1,0
468,5740000,4640,4,1,2,1,0,0,0,0,1,0,0,1,0
126,4200000,2610,4,3,2,0,0,0,0,0,0,0,0,1,0
380,3220000,2684,2,1,1,1,0,0,0,1,1,0,0,0,1
305,4340000,4075,3,1,1,1,1,1,0,0,2,0,0,1,0
467,3885000,3780,2,1,2,1,1,1,0,0,0,0,0,1,0
437,4480000,4040,3,1,2,1,0,0,0,0,1,0,0,1,0
387,3395000,3450,3,1,1,1,0,1,0,0,2,0,0,0,1
522,6650000,4040,3,1,2,1,0,1,1,0,1,0,1,0,0
397,4123000,6060,2,1,1,1,0,1,0,0,1,0,0,1,0
299,5600000,5000,3,1,4,1,0,0,0,0,0,0,1,0,0
136,3290000,5880,3,1,1,1,0,0,0,0,1,0,0,0,1
365,4550000,8400,4,1,4,1,0,0,0,0,3,0,0,0,1
