,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea
318,3360000,3500,4,1,2,1,0,0,0,1,2,0
87,4900000,12900,3,1,1,1,0,0,0,0,2,0
299,7840000,6360,3,2,4,1,0,0,0,1,0,1
61,4200000,4500,3,1,1,1,0,1,0,0,0,0
38,2408000,3635,2,1,1,0,0,0,0,0,0,0
306,4900000,3000,3,1,2,1,0,1,0,1,0,0
243,8400000,7475,3,2,4,1,0,0,0,1,2,0
424,4130000,4632,4,1,2,1,0,0,0,1,0,0
62,2590000,3600,2,1,1,1,0,0,0,0,0,0
513,3500000,4240,3,1,2,1,0,0,0,1,0,0
518,4473000,3162,3,1,2,1,0,0,0,1,1,0
328,2100000,3360,2,1,1,1,0,0,0,0,1,0
365,6615000,10500,3,2,1,1,0,1,0,1,1,1
104,6083000,9620,3,1,1,1,0,1,0,0,2,1
93,3836000,3350,3,1,2,1,0,0,0,0,0,0
179,5600000,6600,4,2,1,1,0,1,0,0,0,1
385,3500000,7424,3,1,1,0,0,0,0,0,0,0
110,5215000,7200,3,1,2,1,1,1,0,0,1,1
352,4480000,4510,4,1,2,1,0,0,0,1,2,0
529,7210000,6000,3,2,4,1,1,0,0,1,1,0
433,5950000,6420,3,1,1,1,0,1,0,1,0,1
33,7455000,4300,3,2,2,1,0,1,0,0,1,0
300,3745000,3480,2,1,1,1,0,0,0,0,0,1
480,3325000,4040,2,1,1,1,0,0,0,0,1,0
167,7525000,6000,3,2,4,1,0,0,0,1,1,0
45,5250000,4260,4,1,2,1,0,1,0,1,0,0
25,4515000,3520,2,1,2,1,0,0,0,0,0,1
28,3710000,6020,3,1,1,1,0,0,0,0,0,0
230,4095000,3680,3,2,2,1,0,0,0,0,0,0
226,4165000,4080,3,1,2,1,0,0,0,0,2,0
0,4200000,5500,3,1,2,1,0,0,0,1,0,0
467,3640000,3570,3,1,2,1,0,1,0,0,0,0
377,4690000,5400,2,1,2,1,0,0,0,0,0,1
221,3780000,8400,2,1,1,1,0,0,0,0,1,0
98,3500000,3120,3,1,2,1,0,0,0,0,1,0
482,3360000,3750,3,1,1,1,0,0,0,0,0,0
18,6083000,4300,6,2,2,1,0,0,0,0,0,0
295,2940000,6615,3,1,2,1,0,0,0,0,0,0
324,3220000,2684,2,1,1,1,0,0,0,1,1,0
89,4550000,3640,3,1,2,1,0,0,0,1,0,0
21,3115000,3850,3,1,2,1,0,0,0,0,0,0
128,6265000,6000,4,1,3,1,1,1,0,0,0,1
261,2653000,4000,3,1,2,1,0,0,0,1,0,0
40,1750000,3850,3,1,2,1,0,0,0,0,0,0
163,5383000,6450,3,2,1,1,1,1,1,0,0,0
58,7210000,7680,4,2,4,1,1,0,0,1,1,0
256,6230000,6600,3,2,1,1,0,1,0,1,0,1
276,5810000,5828,4,1,4,1,1,0,0,0,0,0
363,2310000,3180,2,1,1,1,0,0,0,0,0,0
326,3255000,3930,2,1,1,0,0,0,0,0,0,0
373,3115000,3500,2,1,1,1,0,0,0,0,0,0
439,2660000,3934,2,1,1,1,0,0,0,0,0,0
359,4270000,7770,2,1,1,1,0,0,0,0,1,0
444,6629000,6000,3,1,2,1,0,0,1,0,1,1
66,4235000,2787,3,1,1,1,0,1,0,0,0,1
476,4900000,5800,2,1,1,1,1,1,0,1,0,0
109,11410000,7420,4,1,2,1,1,1,0,1,2,0
514,5880000,6500,3,2,3,1,0,0,0,1,0,0
53,3640000,2275,3,1,3,1,0,0,1,1,0,1
285,5250000,8400,3,1,2,1,1,1,0,1,2,1
512,5950000,3700,4,1,2,1,1,0,0,1,0,0
83,3150000,3450,3,1,2,1,0,1,0,0,0,0
430,4270000,2175,3,1,2,0,1,1,0,1,0,0
157,5145000,3410,3,1,2,0,0,0,0,1,0,0
527,4098500,3600,3,1,1,1,0,1,0,1,0,1
321,2870000,3040,2,1,1,0,0,0,0,0,0,0
200,4319000,4032,2,1,1,1,0,1,0,0,0,0
8,3360000,3100,3,1,2,0,0,1,0,0,0,0
20,3535000,3850,3,1,1,1,0,0,0,0,2,0
24,3234000,3640,4,1,2,1,0,1,0,0,0,0
122,4375000,3900,3,1,2,1,0,0,0,0,0,0
32,4060000,5900,4,2,2,0,0,1,0,0,1,0
112,2520000,3000,2,1,2,1,0,0,0,0,0,0
524,6440000,5000,3,1,2,1,0,0,0,1,0,0
113,3150000,4095,2,1,1,1,0,0,0,0,2,0
342,7420000,7440,3,2,1,1,1,1,0,1,0,1
317,3080000,4960,2,1,1,1,0,1,0,1,0,0
108,8890000,4600,3,2,2,1,1,0,0,1,2,0
149,4956000,2800,3,2,2,0,0,1,0,1,1,0
227,3675000,3630,2,1,1,1,0,1,0,0,0,0
379,4900000,6300,3,1,1,1,0,0,0,1,2,0
391,8400000,7000,3,1,4,1,0,0,0,1,2,0
426,5040000,7600,4,1,2,1,0,0,0,1,2,0
313,4200000,2747,4,2,2,0,0,0,0,0,0,0
366,4550000,5320,3,1,2,1,1,1,0,0,0,1
160,4753000,6440,2,1,1,1,0,0,0,1,3,0
329,5390000,6710,3,2,2,1,1,1,0,0,1,1
531,8080940,7000,3,2,4,1,0,0,0,1,2,0
503,4200000,5040,3,1,2,1,0,1,0,1,0,0
36,4620000,2870,2,1,2,1,1,1,0,0,0,1
240,4907000,4200,3,1,2,1,0,0,0,0,1,0
283,2835000,3300,3,1,2,0,0,0,0,0,1,0
479,5873000,5500,3,1,3,1,1,0,0,1,1,0
171,3360000,3720,2,1,1,0,0,0,0,1,0,0
250,6300000,6400,3,1,1,1,1,1,0,1,1,1
103,12250000,9960,3,2,2,1,0,1,0,0,2,1
308,4305000,10360,2,1,1,1,0,0,0,0,1,1
174,3850000,4080,2,1,1,1,0,0,0,0,0,0
205,5040000,6600,3,1,1,1,1,1,0,0,0,1
279,4900000,4095,3,1,2,0,1,1,0,1,0,0
346,5880000,7160,3,1,1,1,0,1,0,0,2,1
241,3150000,3450,1,1,1,1,0,0,0,0,0,0
443,4550000,3520,3,1,1,1,0,0,0,0,0,1
120,2870000,6000,2,1,1,1,0,0,0,0,0,0
85,2940000,2700,2,1,1,0,0,0,0,0,0,0
398,4935000,5948,3,1,2,1,0,0,0,1,0,0
421,3500000,3650,3,1,2,1,0,0,0,0,0,0
183,9100000,6000,4,1,2,1,0,1,0,0,2,0
15,7245000,9000,4,2,4,1,1,0,0,1,1,1
5,3290000,5880,3,1,1,1,0,0,0,0,1,0
124,9100000,6600,4,2,2,1,1,1,0,1,1,1
343,4585000,4000,3,1,2,1,0,0,0,0,1,0
348,2800000,2650,3,1,2,1,0,1,0,0,1,0
39,5040000,3540,2,1,1,0,1,1,0,0,0,0
48,3850000,5300,5,2,2,1,0,0,0,0,0,0
344,3143000,4500,3,1,2,1,0,0,0,1,0,0
380,8750000,4320,3,1,2,1,0,1,1,0,2,0
315,2835000,2640,2,1,1,0,0,0,0,0,1,0
99,4200000,2953,3,1,2,1,0,1,0,1,0,0
488,1767150,2400,3,1,1,0,0,0,0,0,0,0
511,3675000,3630,2,1,1,1,0,0,0,1,0,0
311,5740000,5800,3,2,4,1,0,0,0,1,0,0
73,6300000,9000,3,1,1,1,0,1,0,0,1,1
231,3290000,6060,3,1,1,1,1,1,0,0,0,0
481,5600000,5136,3,1,2,1,1,1,0,1,0,1
351,2100000,2400,3,1,2,1,0,0,0,0,0,0
314,3332000,2145,3,1,2,1,0,1,0,0,0,1
399,12215000,7500,4,2,2,1,0,1,0,1,3,1
347,5740000,5400,4,2,2,1,0,0,0,1,2,0
232,4270000,4500,2,1,1,1,0,0,0,1,2,0
360,5950000,7320,4,2,2,1,0,0,0,0,0,0
525,3640000,2850,3,2,2,0,0,1,0,0,0,1
192,3703000,5450,2,1,1,1,0,0,0,0,0,0
475,2520000,3180,3,1,1,0,0,0,0,0,0,0
196,4200000,2325,3,1,2,0,0,0,0,0,0,0
133,7560000,6000,4,2,4,1,0,0,0,1,1,0
1,6720000,5020,3,1,4,1,0,0,0,1,0,1
336,2961000,3000,2,1,2,1,0,0,0,0,0,0
177,3430000,2610,3,1,2,1,0,1,0,0,0,1
457,3220000,4320,3,1,1,0,0,0,0,0,1,0
453,2870000,3630,2,1,1,1,0,0,0,0,0,0
322,3850000,2176,2,1,2,1,1,0,0,0,0,1
297,5775000,6000,3,2,4,1,0,0,0,1,0,0
44,5950000,6254,4,2,1,1,0,1,0,0,1,1
208,5215000,3180,3,2,2,1,0,0,0,0,2,0
278,2345000,3640,2,1,1,1,0,0,0,0,0,0
225,6860000,6000,3,1,1,1,0,0,0,1,1,0
490,4900000,2970,3,1,3,1,0,0,0,0,0,0
506,5565000,4400,4,1,2,1,0,0,0,1,2,1
251,3150000,3069,2,1,1,1,0,0,0,0,1,0
400,2660000,3480,2,1,1,1,0,0,0,0,1,0
458,3423000,4040,2,1,1,1,0,0,0,0,0,0
375,2450000,3500,2,1,1,1,1,0,0,0,0,0
50,4830000,6040,3,1,1,1,0,0,0,0,2,1
154,7910000,6000,4,2,4,1,0,0,0,1,1,0
130,2653000,3185,2,1,1,1,0,0,0,1,0,0
302,7700000,6480,3,2,4,1,0,0,0,1,2,0
135,2450000,3210,3,1,2,1,0,1,0,0,0,0
64,9870000,8100,4,1,2,1,1,1,0,1,2,1
345,5950000,6540,3,1,1,1,1,1,0,0,2,1
220,4277000,3400,3,1,2,1,0,1,0,0,2,1
164,6090000,6615,4,2,2,1,1,0,1,0,1,0
134,6650000,6500,3,2,3,1,0,0,0,1,0,1
161,7350000,6000,3,2,2,1,1,0,0,1,1,0
310,3773000,2520,5,2,1,0,0,1,0,1,1,0
394,4473000,3510,3,1,2,1,0,0,0,0,0,0
199,4830000,4160,3,1,3,1,0,0,0,0,0,0
484,3920000,3290,2,1,1,1,0,0,1,0,1,0
125,7420000,7440,3,2,4,1,0,0,0,0,1,1
11,2940000,3150,3,1,2,0,0,0,0,0,0,0
207,3080000,4500,2,1,2,1,0,0,1,0,1,0
364,4613000,4510,4,2,2,1,0,1,0,0,0,0
258,4200000,4600,3,2,2,1,0,0,0,1,1,0
170,7350000,6000,4,2,4,1,1,0,0,1,1,0
332,3500000,2135,3,2,2,0,0,0,0,0,0,0
67,5810000,5200,3,1,3,1,0,0,0,1,0,0
422,9240000,7800,3,2,2,1,0,0,0,0,0,1
111,4550000,8400,4,1,4,1,0,0,0,0,3,0
287,3500000,3512,2,1,1,1,0,0,0,0,1,1
239,4515000,3450,3,1,2,1,0,1,0,0,1,0
473,3773000,8250,3,1,1,1,0,0,0,0,2,0
96,3353000,2700,3,1,1,0,0,0,0,0,0,0
330,6895000,7700,3,2,1,1,0,0,0,0,2,0
495,1890000,3649,2,1,1,1,0,0,0,0,0,0
12,10150000,8580,4,3,4,1,0,0,0,1,2,1
116,2870000,5400,4,1,2,1,0,0,0,0,0,0
100,6510000,6670,3,1,3,1,0,1,0,0,0,1
51,3500000,3036,3,1,2,1,0,1,0,0,0,0
210,5250000,3800,3,1,2,1,1,1,0,0,1,1
438,3360000,4960,4,1,3,0,0,0,0,0,0,0
65,3290000,3180,4,1,2,1,0,1,0,1,0,0
55,3290000,3480,4,1,2,0,0,0,0,0,1,0
521,3920000,8080,3,1,1,1,0,0,0,1,2,0
152,6510000,8250,3,2,3,1,0,0,0,1,0,0
301,4200000,2610,4,3,2,0,0,0,0,0,0,0
60,6475000,7410,3,1,1,1,1,1,0,1,2,1
212,3080000,2160,3,1,2,0,0,1,0,0,0,0
341,3500000,3990,3,1,2,1,0,0,0,0,0,0
173,2380000,2475,3,1,2,1,0,0,0,0,0,0
395,2940000,3660,4,1,2,0,0,0,0,0,0,0
97,2520000,2880,3,1,1,0,0,0,0,0,0,0
448,4480000,4000,3,1,2,1,0,0,0,0,2,0
418,4543000,4990,4,2,2,1,1,1,0,0,0,1
361,1855000,2990,2,1,1,0,0,0,0,0,1,0
291,3010000,2835,2,1,1,1,0,0,0,0,0,0
416,3920000,5500,4,1,2,1,1,1,0,0,0,0
372,8855000,6420,3,2,2,1,0,0,0,1,1,1
486,8295000,4880,4,2,2,1,0,0,0,1,1,1
435,3675000,5640,2,1,1,0,0,0,0,0,0,0
146,2590000,4400,2,1,1,1,0,0,0,0,0,0
68,4795000,8100,4,1,4,1,0,1,0,1,2,0
37,4123000,6060,2,1,1,1,0,1,0,0,1,0
86,8190000,5960,3,3,2,1,1,1,0,0,1,0
186,4340000,4075,3,1,1,1,1,1,0,0,2,0
384,5943000,15600,3,1,1,1,0,0,0,1,2,0
325,4200000,5850,2,1,1,1,1,1,0,0,2,0
139,5250000,5300,4,2,1,1,0,0,0,1,0,1
168,7070000,8880,2,1,1,1,0,0,0,1,1,0
305,4515000,3510,3,1,3,1,0,0,0,0,0,0
88,5495000,2817,4,2,2,0,1,1,0,0,1,0
286,3850000,3180,2,2,1,1,0,1,0,0,2,0
193,2485000,3000,3,1,2,0,0,0,0,0,0,0
412,2485000,4400,3,1,2,1,0,0,0,0,0,0
249,2730000,4000,3,1,2,1,0,0,0,0,1,0
143,9800000,5750,3,2,4,1,1,0,0,1,1,1
194,5600000,6360,3,1,3,1,0,0,0,0,0,1
415,3500000,4600,4,1,2,1,0,0,0,0,0,0
137,3990000,3960,3,1,2,1,0,0,0,0,0,0
41,4200000,2145,3,1,3,1,0,0,0,0,1,1
374,3360000,4750,2,1,1,1,0,0,0,0,0,0
153,5110000,11410,2,1,2,1,0,0,0,0,0,1
252,3780000,2856,3,1,3,1,0,0,0,0,0,1
245,4403000,4880,3,1,1,1,0,0,0,0,2,1
101,6790000,12090,4,2,2,1,0,0,0,0,2,1
454,3990000,6480,3,1,2,0,0,0,0,1,1,0
447,8645000,8050,3,1,1,1,1,1,0,1,1,0
57,4473000,6360,2,1,1,1,0,1,0,1,1,0
386,6580000,6000,3,2,4,1,0,0,0,1,0,0
69,2275000,3970,3,1,2,1,0,1,0,0,0,0
369,4970000,4410,4,3,2,1,0,1,0,0,2,0
242,8645000,4560,3,2,2,1,1,1,0,1,1,0
202,2660000,4000,3,1,1,1,0,0,0,0,0,0
236,3430000,2145,3,1,3,1,0,0,0,0,0,1
126,4340000,1905,5,1,2,0,0,1,0,0,0,0
381,3850000,7152,3,1,2,1,0,0,0,1,0,0
178,3129000,5495,3,1,1,1,0,1,0,0,0,0
520,3118850,2398,3,1,1,1,0,0,0,0,0,1
335,9310000,6550,4,2,2,1,0,0,0,1,1,1
312,3010000,3090,3,1,2,0,0,0,0,0,0,0
184,2450000,4840,2,1,2,1,0,0,0,0,0,0
159,4865000,4350,2,1,1,1,0,1,0,0,0,0
270,3360000,3185,2,1,1,1,0,1,0,0,2,0
450,4200000,7000,3,1,1,1,0,0,0,0,3,0
460,3500000,3600,6,1,2,1,0,0,0,0,1,0
215,4445000,3750,2,1,1,1,1,1,0,0,0,0
233,3150000,6750,2,1,1,1,0,0,0,0,0,0
423,3500000,3480,3,1,1,0,0,0,0,1,0,0
515,3703000,3120,3,1,2,0,0,1,1,0,0,0
155,4060000,4992,3,2,2,1,0,0,0,0,2,0
201,6419000,6750,2,1,1,1,1,1,0,0,2,1
54,2940000,4960,2,1,1,1,0,0,0,0,0,0
500,6090000,8372,3,1,3,1,0,0,0,1,2,0
224,7962500,6000,3,1,4,1,1,0,0,1,2,0
52,6020000,8000,3,1,1,1,1,1,0,1,2,1
151,5250000,6540,4,2,2,0,0,0,0,1,0,0
188,3500000,3640,2,1,1,1,0,0,0,0,1,0
466,5530000,3300,3,3,2,1,0,1,0,0,0,0
265,6930000,8880,3,2,2,1,0,1,0,1,1,0
294,4060000,3000,4,1,3,1,0,1,0,1,2,0
266,3710000,4050,2,1,1,1,0,0,0,0,0,0
437,2450000,3240,2,1,1,0,1,0,0,0,1,0
535,5250000,8520,3,1,1,1,0,0,0,1,2,0
253,2660000,2000,2,1,2,1,0,0,0,0,0,0
304,4007500,4500,3,1,2,0,0,1,0,1,0,0
244,6685000,6600,2,2,4,1,0,1,0,0,0,1
275,3780000,3420,2,1,2,1,0,0,1,0,1,0
176,2660000,2430,3,1,1,0,0,0,0,0,0,0
246,5600000,4700,4,1,2,1,1,1,0,1,1,0
136,3430000,4000,2,1,1,1,0,0,0,0,0,0
292,4970000,7686,3,1,1,1,1,1,1,0,0,0
158,2940000,5850,3,1,2,1,0,1,0,0,1,0
127,8400000,8875,3,1,1,1,0,0,0,0,1,0
123,5460000,6600,4,2,2,1,1,1,0,0,0,1
316,6020000,6900,3,2,1,1,1,1,0,0,0,1
298,8575000,8800,3,2,2,1,0,0,0,1,2,0
82,4900000,4646,3,1,2,1,1,1,0,0,2,0
296,5740000,6360,3,1,1,1,1,1,0,1,2,1
273,4585000,3840,3,1,2,1,0,0,0,0,1,1
114,4543000,4100,2,2,1,1,1,1,0,0,0,0
213,5950000,7231,3,1,2,1,1,1,0,1,0,1
417,6650000,6000,3,2,3,1,1,0,0,1,0,0
234,3570000,3150,3,1,2,1,0,1,0,0,0,0
138,3675000,3600,2,1,1,1,0,0,0,0,0,0
371,2380000,2787,4,2,2,1,0,0,0,0,0,0
78,3150000,3986,2,2,1,0,1,1,0,0,1,0
