,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea
90,3640000,3520,2,2,1,1,0,1,0,0,0,0
395,2940000,3660,4,1,2,0,0,0,0,0,0,0
194,5600000,6360,3,1,3,1,0,0,0,0,0,1
85,2940000,2700,2,1,1,0,0,0,0,0,0,0
303,5460000,3150,3,2,1,1,1,1,0,1,0,0
239,4515000,3450,3,1,2,1,0,1,0,0,1,0
75,3780000,3600,2,1,1,1,0,0,0,0,0,0
381,3850000,7152,3,1,2,1,0,0,0,1,0,0
468,9800000,13200,3,1,2,1,0,1,0,1,2,1
455,4200000,3640,3,2,2,1,0,1,0,0,0,0
185,4515000,9860,3,1,1,1,0,0,0,0,0,0
357,1960000,3420,5,1,2,0,0,0,0,0,0,0
456,3003000,8050,2,1,1,1,0,0,0,0,0,0
519,5652500,6660,4,2,2,1,1,1,0,0,1,1
344,3143000,4500,3,1,2,1,0,0,0,1,0,0
340,3640000,3180,3,1,2,0,0,1,0,0,0,0
249,2730000,4000,3,1,2,1,0,0,0,0,1,0
453,2870000,3630,2,1,1,1,0,0,0,0,0,0
406,5250000,5500,3,2,1,1,0,1,0,0,0,0
263,6755000,6000,4,2,4,1,0,0,0,1,0,0
190,3640000,5960,3,1,2,1,1,1,0,0,0,0
463,6300000,7200,3,2,1,1,0,1,0,1,3,0
261,2653000,4000,3,1,2,1,0,0,0,1,0,0
464,7343000,11440,4,1,2,1,0,1,0,0,1,1
1,6720000,5020,3,1,4,1,0,0,0,1,0,1
353,5040000,10700,3,1,2,1,1,1,0,0,0,0
12,10150000,8580,4,3,4,1,0,0,0,1,2,1
132,4165000,4046,3,1,2,1,0,1,0,0,1,0
103,12250000,9960,3,2,2,1,0,1,0,0,2,1
382,4620000,5010,3,1,2,1,0,1,0,0,0,0
240,4907000,4200,3,1,2,1,0,0,0,0,1,0
76,4193000,3450,3,1,2,1,0,0,0,0,1,0
298,8575000,8800,3,2,2,1,0,0,0,1,2,0
302,7700000,6480,3,2,4,1,0,0,0,1,2,0
268,3920000,7260,3,2,1,1,1,1,0,0,3,0
220,4277000,3400,3,1,2,1,0,1,0,0,2,1
531,8080940,7000,3,2,4,1,0,0,0,1,2,0
313,4200000,2747,4,2,2,0,0,0,0,0,0,0
429,4340000,4500,3,2,3,1,0,0,1,0,1,0
496,10850000,7500,3,3,1,1,0,1,0,1,2,1
366,4550000,5320,3,1,2,1,1,1,0,0,0,1
494,7140000,6000,3,2,2,1,1,0,0,0,1,0
225,6860000,6000,3,1,1,1,0,0,0,1,1,0
337,3640000,4280,2,1,1,1,0,0,0,1,2,0
318,3360000,3500,4,1,2,1,0,0,0,1,2,0
10,2940000,3600,3,1,2,0,0,0,0,0,1,0
470,4620000,4160,3,1,1,1,1,1,0,1,0,0
208,5215000,3180,3,2,2,1,0,0,0,0,2,0
250,6300000,6400,3,1,1,1,1,1,0,1,1,1
157,5145000,3410,3,1,2,0,0,0,0,1,0,0
118,5215000,4500,4,2,1,0,0,1,0,1,2,0
65,3290000,3180,4,1,2,1,0,1,0,1,0,0
392,3710000,4040,2,1,1,1,0,0,0,0,0,0
482,3360000,3750,3,1,1,1,0,0,0,0,0,0
112,2520000,3000,2,1,2,1,0,0,0,0,0,0
443,4550000,3520,3,1,1,1,0,0,0,0,0,1
450,4200000,7000,3,1,1,1,0,0,0,0,3,0
238,3920000,3816,2,1,1,1,0,1,0,1,2,0
284,4410000,4900,2,1,2,1,0,1,0,0,0,0
213,5950000,7231,3,1,2,1,1,1,0,1,0,1
311,5740000,5800,3,2,4,1,0,0,0,1,0,0
408,3290000,3792,4,1,2,1,0,0,0,0,0,0
137,3990000,3960,3,1,2,1,0,0,0,0,0,0
536,3150000,1650,3,1,2,0,0,1,0,0,0,0
113,3150000,4095,2,1,1,1,0,0,0,0,2,0
372,8855000,6420,3,2,2,1,0,0,0,1,1,1
7,3780000,5830,2,1,1,1,0,0,0,0,2,0
364,4613000,4510,4,2,2,1,0,1,0,0,0,0
492,4900000,6720,3,1,1,1,0,0,0,0,0,0
485,6230000,5500,3,1,3,1,0,0,0,0,1,1
526,3885000,3180,4,2,2,1,0,0,0,0,0,0
271,7700000,6000,4,2,4,1,0,0,0,0,2,0
101,6790000,12090,4,2,2,1,0,0,0,0,2,1
97,2520000,2880,3,1,1,0,0,0,0,0,0,0
202,2660000,4000,3,1,1,1,0,0,0,0,0,0
54,2940000,4960,2,1,1,1,0,0,0,0,0,0
30,4655000,3745,3,1,2,1,0,1,0,0,0,0
205,5040000,6600,3,1,1,1,1,1,0,0,0,1
49,4480000,4040,3,1,2,1,0,0,0,0,1,0
100,6510000,6670,3,1,3,1,0,1,0,0,0,1
278,2345000,3640,2,1,1,1,0,0,0,0,0,0
500,6090000,8372,3,1,3,1,0,0,0,1,2,0
272,6650000,4260,4,2,2,1,0,0,1,0,0,0
56,8960000,8500,3,2,4,1,0,0,0,1,7,0
144,4382000,4950,4,1,2,1,0,0,0,1,0,0
60,6475000,7410,3,1,1,1,1,1,0,1,2,1
6,4200000,4000,4,2,2,0,0,0,0,0,0,0
8,3360000,3100,3,1,2,0,0,1,0,0,0,0
343,4585000,4000,3,1,2,1,0,0,0,0,1,0
200,4319000,4032,2,1,1,1,0,1,0,0,0,0
282,4403000,2880,3,1,2,1,0,0,0,0,0,1
175,7350000,5150,3,2,4,1,0,0,0,1,2,0
538,7350000,6000,3,1,2,1,0,0,0,1,1,0
505,4025000,3630,3,2,2,1,0,0,1,0,2,0
451,6650000,5700,3,1,1,1,1,1,0,1,2,1
350,3010000,3630,4,1,2,1,0,0,0,0,3,0
332,3500000,2135,3,2,2,0,0,0,0,0,0,0
301,4200000,2610,4,3,2,0,0,0,0,0,0,0
243,8400000,7475,3,2,4,1,0,0,0,1,2,0
252,3780000,2856,3,1,3,1,0,0,0,0,0,1
124,9100000,6600,4,2,2,1,1,1,0,1,1,1
154,7910000,6000,4,2,4,1,0,0,0,1,1,0
438,3360000,4960,4,1,3,0,0,0,0,0,0,0
59,6300000,6000,4,2,4,1,0,0,0,0,1,0
233,3150000,6750,2,1,1,1,0,0,0,0,0,0
454,3990000,6480,3,1,2,0,0,0,0,1,1,0
479,5873000,5500,3,1,3,1,1,0,0,1,1,0
534,7560000,6000,3,2,3,1,0,0,0,1,0,0
309,6790000,4000,3,2,2,1,0,1,0,1,0,1
179,5600000,6600,4,2,1,1,0,1,0,0,0,1
55,3290000,3480,4,1,2,0,0,0,0,0,1,0
171,3360000,3720,2,1,1,0,0,0,0,1,0,0
322,3850000,2176,2,1,2,1,1,0,0,0,0,1
158,2940000,5850,3,1,2,1,0,1,0,0,1,0
230,4095000,3680,3,2,2,1,0,0,0,0,0,0
34,3465000,3060,3,1,1,1,0,0,0,0,0,0
355,8043000,7482,3,2,3,1,0,0,1,0,1,1
18,6083000,4300,6,2,2,1,0,0,0,0,0,0
444,6629000,6000,3,1,2,1,0,0,1,0,1,1
379,4900000,6300,3,1,1,1,0,0,0,1,2,0
285,5250000,8400,3,1,2,1,1,1,0,1,2,1
52,6020000,8000,3,1,1,1,1,1,0,1,2,1
74,4060000,4320,3,1,2,1,0,0,0,0,2,1
26,3325000,4775,4,1,2,1,0,0,0,0,0,0
173,2380000,2475,3,1,2,1,0,0,0,0,0,0
92,4550000,5360,3,1,2,1,0,0,0,0,2,1
167,7525000,6000,3,2,4,1,0,0,0,1,1,0
4,3360000,4120,2,1,2,1,0,0,0,0,0,0
365,6615000,10500,3,2,1,1,0,1,0,1,1,1
181,4550000,2550,3,1,2,1,0,1,0,0,0,0
416,3920000,5500,4,1,2,1,1,1,0,0,0,0
525,3640000,2850,3,2,2,0,0,1,0,0,0,1
5,3290000,5880,3,1,1,1,0,0,0,0,1,0
141,3493000,4900,3,1,2,0,0,0,0,0,0,0
467,3640000,3570,3,1,2,1,0,1,0,0,0,0
135,2450000,3210,3,1,2,1,0,1,0,0,0,0
283,2835000,3300,3,1,2,0,0,0,0,0,1,0
122,4375000,3900,3,1,2,1,0,0,0,0,0,0
22,5600000,10500,4,2,2,1,0,0,0,0,1,0
68,4795000,8100,4,1,4,1,0,1,0,1,2,0
20,3535000,3850,3,1,1,1,0,0,0,0,2,0
503,4200000,5040,3,1,2,1,0,1,0,1,0,0
14,3045000,3800,2,1,1,1,0,0,0,0,0,0
170,7350000,6000,4,2,4,1,1,0,0,1,1,0
320,4893000,3420,4,2,2,1,0,1,0,1,2,0
502,3773000,6930,4,1,2,0,0,0,0,0,1,0
374,3360000,4750,2,1,1,1,0,0,0,0,0,0
474,5250000,10269,3,1,1,1,0,0,0,0,1,1
64,9870000,8100,4,1,2,1,1,1,0,1,2,1
513,3500000,4240,3,1,2,1,0,0,0,1,0,0
231,3290000,6060,3,1,1,1,1,1,0,0,0,0
120,2870000,6000,2,1,1,1,0,0,0,0,0,0
81,5950000,7020,3,1,1,1,0,1,0,1,2,1
409,3150000,3500,2,1,1,0,0,1,0,0,0,0
347,5740000,5400,4,2,2,1,0,0,0,1,2,0
508,4690000,4320,3,1,1,1,0,0,0,0,0,1
293,4025000,3460,3,2,1,1,0,1,0,1,1,0
527,4098500,3600,3,1,1,1,0,1,0,1,0,1
521,3920000,8080,3,1,1,1,0,0,0,1,2,0
160,4753000,6440,2,1,1,1,0,0,0,1,3,0
529,7210000,6000,3,2,4,1,1,0,0,1,1,0
441,3710000,3584,2,1,1,1,0,0,1,0,0,0
264,13300000,7420,4,2,3,1,0,0,0,1,2,1
533,3255000,4500,2,1,1,0,0,0,0,0,0,0
345,5950000,6540,3,1,1,1,1,1,0,0,2,1
514,5880000,6500,3,2,3,1,0,0,0,1,0,0
51,3500000,3036,3,1,2,1,0,1,0,0,0,0
195,5803000,7000,3,1,1,1,0,1,0,0,2,1
191,3500000,9500,3,1,2,1,0,0,0,0,3,1
116,2870000,5400,4,1,2,1,0,0,0,0,0,0
362,6090000,6600,3,1,1,1,1,1,0,0,2,1
427,4690000,5170,3,1,4,1,0,0,0,1,0,0
164,6090000,6615,4,2,2,1,1,0,1,0,1,0
106,3010000,3240,3,1,2,1,0,0,0,0,2,0
403,4007500,3460,4,1,2,1,0,0,0,1,0,0
63,5320000,7800,3,1,1,1,0,1,0,1,2,1
325,4200000,5850,2,1,1,1,1,1,0,0,2,0
478,2730000,6800,2,1,1,1,0,0,0,0,0,0
186,4340000,4075,3,1,1,1,1,1,0,0,2,0
499,6510000,3760,3,1,2,1,0,0,1,0,2,0
276,5810000,5828,4,1,4,1,1,0,0,0,0,0
235,3500000,12944,3,1,1,1,0,0,0,0,0,0
512,5950000,3700,4,1,2,1,1,0,0,1,0,0
333,4403000,4920,3,1,2,1,0,0,0,0,1,0
219,4690000,3630,3,1,2,1,0,0,0,0,2,0
224,7962500,6000,3,1,4,1,1,0,0,1,2,0
242,8645000,4560,3,2,2,1,1,1,0,1,1,0
89,4550000,3640,3,1,2,1,0,0,0,1,0,0
433,5950000,6420,3,1,1,1,0,1,0,1,0,1
504,4270000,4360,4,1,2,1,0,0,0,0,0,0
306,4900000,3000,3,1,2,1,0,1,0,1,0,0
93,3836000,3350,3,1,2,1,0,0,0,0,0,0
342,7420000,7440,3,2,1,1,1,1,0,1,0,1
522,5005000,8150,3,2,1,1,1,1,0,0,0,0
354,4760000,6321,3,1,2,1,0,1,0,1,1,0
493,4760000,10240,2,1,1,1,0,0,0,1,2,1
198,5600000,5500,3,2,2,1,0,0,0,0,1,0
145,1750000,3620,2,1,1,1,0,0,0,0,0,0
150,6195000,5500,3,2,4,1,1,0,0,1,1,0
39,5040000,3540,2,1,1,0,1,1,0,0,0,0
483,3990000,4500,3,2,2,0,0,1,0,1,0,0
312,3010000,3090,3,1,2,0,0,0,0,0,0,0
253,2660000,2000,2,1,2,1,0,0,0,0,0,0
439,2660000,3934,2,1,1,1,0,0,0,0,0,0
471,6615000,4000,3,2,2,1,0,1,0,1,1,0
2,2660000,2800,3,1,1,1,0,0,0,0,0,0
221,3780000,8400,2,1,1,1,0,0,0,0,1,0
146,2590000,4400,2,1,1,1,0,0,0,0,0,0
241,3150000,3450,1,1,1,1,0,0,0,0,0,0
440,4620000,5680,3,1,2,1,1,0,0,1,1,0
114,4543000,4100,2,2,1,1,1,1,0,0,0,0
466,5530000,3300,3,3,2,1,0,1,0,0,0,0
176,2660000,2430,3,1,1,0,0,0,0,0,0,0
168,7070000,8880,2,1,1,1,0,0,0,1,1,0
414,4767000,3420,4,2,2,1,0,0,0,0,0,0
501,5495000,7980,3,1,1,1,0,0,0,0,2,0
473,3773000,8250,3,1,1,1,0,0,0,0,2,0
136,3430000,4000,2,1,1,1,0,0,0,0,0,0
399,12215000,7500,4,2,2,1,0,1,0,1,3,1
254,8680000,7155,3,2,1,1,1,1,0,1,2,0
391,8400000,7000,3,1,4,1,0,0,0,1,2,0
445,4410000,3968,3,1,2,0,0,0,0,0,0,0
407,2135000,3000,2,1,1,0,0,0,0,0,0,0
255,3570000,4500,4,2,2,1,0,1,0,0,2,0
232,4270000,4500,2,1,1,1,0,0,0,1,2,0
133,7560000,6000,4,2,4,1,0,0,0,1,1,0
33,7455000,4300,3,2,2,1,0,1,0,0,1,0
88,5495000,2817,4,2,2,0,1,1,0,0,1,0
511,3675000,3630,2,1,1,1,0,0,0,1,0,0
44,5950000,6254,4,2,1,1,0,1,0,0,1,1
61,4200000,4500,3,1,1,1,0,1,0,0,0,0
199,4830000,4160,3,1,3,1,0,0,0,0,0,0
310,3773000,2520,5,2,1,0,0,1,0,1,1,0
518,4473000,3162,3,1,2,1,0,0,0,1,1,0
348,2800000,2650,3,1,2,1,0,1,0,0,1,0
329,5390000,6710,3,2,2,1,1,1,0,0,1,1
218,7000000,11175,3,1,1,1,0,1,0,1,1,1
297,5775000,6000,3,2,4,1,0,0,0,1,0,0
73,6300000,9000,3,1,1,1,0,1,0,0,1,1
295,2940000,6615,3,1,2,1,0,0,0,0,0,0
35,4200000,5800,3,1,1,1,0,0,1,0,2,0
330,6895000,7700,3,2,1,1,0,0,0,0,2,0
29,5950000,6525,3,2,4,1,0,0,0,0,1,0
415,3500000,4600,4,1,2,1,0,0,0,0,0,0
393,6650000,6420,3,2,3,1,0,0,0,1,0,1
400,2660000,3480,2,1,1,1,0,0,0,0,1,0
516,4193000,8250,3,1,1,1,0,1,0,0,3,0
217,2233000,5300,3,1,1,0,0,0,0,1,0,1
27,5460000,6100,3,1,3,1,1,0,0,1,0,1
385,3500000,7424,3,1,1,0,0,0,0,0,0,0
336,2961000,3000,2,1,2,1,0,0,0,0,0,0
156,3395000,4785,3,1,2,1,1,1,0,1,1,0
386,6580000,6000,3,2,4,1,0,0,0,1,0,0
457,3220000,4320,3,1,1,0,0,0,0,0,1,0
138,3675000,3600,2,1,1,1,0,0,0,0,0,0
212,3080000,2160,3,1,2,0,0,1,0,0,0,0
104,6083000,9620,3,1,1,1,0,1,0,0,2,1
402,4025000,5400,3,1,1,1,0,0,0,0,3,0
481,5600000,5136,3,1,2,1,1,1,0,1,0,1
404,6293000,6600,3,2,3,1,0,0,0,1,0,1
215,4445000,3750,2,1,1,1,1,1,0,0,0,0
447,8645000,8050,3,1,1,1,1,1,0,1,1,0
189,8120000,6840,5,1,2,1,1,1,0,1,1,0
214,2450000,7700,2,1,1,1,0,0,0,0,0,0
489,4480000,8250,3,1,1,1,0,0,0,0,0,0
204,3010000,5076,3,1,1,0,0,0,0,0,0,0
234,3570000,3150,3,1,2,1,0,1,0,0,0,0
259,4690000,6000,2,1,1,1,0,1,0,1,1,0
67,5810000,5200,3,1,3,1,0,0,0,1,0,0
24,3234000,3640,4,1,2,1,0,1,0,0,0,0
216,2240000,1950,3,1,1,0,0,0,1,0,0,0
300,3745000,3480,2,1,1,1,0,0,0,0,0,1
223,4795000,7000,3,1,2,1,0,1,0,0,0,0
129,5873000,11460,3,1,3,1,0,0,0,0,2,1
111,4550000,8400,4,1,4,1,0,0,0,0,3,0
166,3640000,4130,3,2,2,1,0,0,0,0,2,0
530,7070000,6240,4,2,2,1,0,0,0,1,1,0
458,3423000,4040,2,1,1,1,0,0,0,0,0,0
40,1750000,3850,3,1,2,1,0,0,0,0,0,0
274,3395000,3450,3,1,1,1,0,1,0,0,2,0
410,4200000,3520,3,1,2,1,0,0,0,0,0,1
79,3920000,3000,3,1,2,1,0,0,0,0,0,0
537,3990000,4100,4,1,1,0,0,1,0,0,0,0
361,1855000,2990,2,1,1,0,0,0,0,0,1,0
327,7035000,6360,4,2,3,1,0,0,0,1,2,1
13,5866000,4800,3,1,1,1,1,1,0,0,0,0
287,3500000,3512,2,1,1,1,0,0,0,0,1,1
326,3255000,3930,2,1,1,0,0,0,0,0,0,0
477,2275000,1836,2,1,1,0,0,1,0,0,0,0
251,3150000,3069,2,1,1,1,0,0,0,0,1,0
228,2450000,3000,2,1,1,1,0,0,0,0,1,0
161,7350000,6000,3,2,2,1,1,0,0,1,1,0
83,3150000,3450,3,1,2,1,0,1,0,0,0,0
117,7420000,6325,3,1,4,1,0,0,0,1,1,0
25,4515000,3520,2,1,2,1,0,0,0,0,0,1
110,5215000,7200,3,1,2,1,1,1,0,0,1,1
149,4956000,2800,3,2,2,0,0,1,0,1,1,0
152,6510000,8250,3,2,3,1,0,0,0,1,0,0
16,4550000,3760,3,1,1,1,0,0,0,0,2,0
390,3220000,4370,3,1,2,1,0,0,0,0,0,0
331,4900000,4520,3,1,2,1,0,1,0,1,0,0
109,11410000,7420,4,1,2,1,1,1,0,1,2,0
434,3815000,3150,2,2,1,0,0,1,0,0,0,0
139,5250000,5300,4,2,1,1,0,0,0,1,0,1
237,2380000,3264,2,1,1,1,0,0,0,0,0,0
260,3290000,2145,3,1,2,1,0,1,0,0,0,1
352,4480000,4510,4,1,2,1,0,0,0,1,2,0
412,2485000,4400,3,1,2,1,0,0,0,0,0,0
317,3080000,4960,2,1,1,1,0,1,0,1,0,0
323,6475000,3960,3,1,1,1,0,1,0,0,2,0
465,5250000,9800,4,2,2,1,1,0,0,0,2,0
248,3010000,3750,3,1,2,1,0,0,0,0,0,0
520,3118850,2398,3,1,1,1,0,0,0,0,0,1
449,7490000,6600,3,1,4,1,0,0,0,1,3,1
19,5229000,7085,3,1,1,1,1,1,0,0,2,1
328,2100000,3360,2,1,1,1,0,0,0,0,1,0
296,5740000,6360,3,1,1,1,1,1,0,1,2,1
435,3675000,5640,2,1,1,0,0,0,0,0,0,0
269,6405000,4800,3,2,4,1,1,0,0,1,0,0
363,2310000,3180,2,1,1,1,0,0,0,0,0,0
226,4165000,4080,3,1,2,1,0,0,0,0,2,0
446,6125000,6420,3,1,3,1,0,1,0,0,0,1
3,4830000,4815,2,1,1,1,0,0,0,1,0,1
401,8463000,6000,3,2,4,1,1,1,0,1,0,1
125,7420000,7440,3,2,4,1,0,0,0,0,1,1
280,5740000,4640,4,1,2,1,0,0,0,0,1,0
286,3850000,3180,2,2,1,1,0,1,0,0,2,0
77,5285000,4600,2,2,1,1,0,0,0,1,2,0
184,2450000,4840,2,1,2,1,0,0,0,0,0,0
371,2380000,2787,4,2,2,1,0,0,0,0,0,0
436,9240000,3500,4,2,2,1,0,0,1,0,2,0
528,2852500,5200,4,1,3,1,0,0,0,0,0,0
275,3780000,3420,2,1,2,1,0,0,1,0,1,0
294,4060000,3000,4,1,3,1,0,1,0,1,2,0
509,3500000,7350,2,1,1,1,0,0,0,0,1,0
182,4620000,3880,3,2,2,1,0,1,0,0,2,0
32,4060000,5900,4,2,2,0,0,1,0,0,1,0
80,3115000,3000,3,1,1,0,0,0,0,1,0,0
307,5425000,6825,3,1,1,1,1,1,0,1,0,1
258,4200000,4600,3,2,2,1,0,0,0,1,1,0
11,2940000,3150,3,1,2,0,0,0,0,0,0,0
360,5950000,7320,4,2,2,1,0,0,0,0,0,0
428,4830000,6862,3,1,2,1,0,0,0,1,2,1
86,8190000,5960,3,3,2,1,1,1,0,0,1,0
266,3710000,4050,2,1,1,1,0,0,0,0,0,0
36,4620000,2870,2,1,2,1,1,1,0,0,0,1
193,2485000,3000,3,1,2,0,0,0,0,0,0,0
58,7210000,7680,4,2,4,1,1,0,0,1,1,0
41,4200000,2145,3,1,3,1,0,0,0,0,1,1
270,3360000,3185,2,1,1,1,0,1,0,0,2,0
411,5530000,3650,3,2,2,1,0,0,0,0,2,0
50,4830000,6040,3,1,1,1,0,0,0,0,2,1
209,6300000,4100,3,2,3,1,0,0,0,1,2,0
462,3500000,5900,2,1,1,1,0,0,0,0,1,0
461,2604000,2910,2,1,1,0,0,0,0,0,0,0
484,3920000,3290,2,1,1,1,0,0,1,0,1,0
123,5460000,6600,4,2,2,1,1,1,0,0,0,1
222,3220000,3120,3,1,2,0,0,0,0,0,0,0
419,3150000,9000,3,1,2,1,0,0,0,0,2,0
62,2590000,3600,2,1,1,1,0,0,0,0,0,0
437,2450000,3240,2,1,1,0,1,0,0,0,1,0
377,4690000,5400,2,1,2,1,0,0,0,0,0,1
130,2653000,3185,2,1,1,1,0,0,0,1,0,0
187,2275000,3970,1,1,1,0,0,0,0,0,0,0
23,4235000,6650,3,1,2,1,1,0,0,0,0,0
432,2100000,3000,4,1,2,1,0,0,0,0,0,0
43,3570000,4500,2,1,1,0,0,0,0,0,0,0
370,3570000,3640,2,1,1,1,0,0,0,0,0,0
394,4473000,3510,3,1,2,1,0,0,0,0,0,0
0,4200000,5500,3,1,2,1,0,0,0,1,0,0
383,3500000,5880,2,1,1,1,0,0,0,0,0,0
201,6419000,6750,2,1,1,1,1,1,0,0,2,1
405,6160000,5450,4,2,1,1,0,1,0,1,0,1
368,3080000,3090,2,1,1,1,1,1,0,0,0,0
498,4480000,5885,2,1,1,1,0,0,0,1,1,0
98,3500000,3120,3,1,2,1,0,0,0,0,1,0
387,5110000,6100,3,1,1,1,0,1,0,1,0,1
349,4690000,9667,4,2,2,1,1,1,0,0,1,0
304,4007500,4500,3,1,2,0,0,1,0,1,0,0
418,4543000,4990,4,2,2,1,1,1,0,0,0,1
292,4970000,7686,3,1,1,1,1,1,1,0,0,0
178,3129000,5495,3,1,1,1,0,1,0,0,0,0
369,4970000,4410,4,3,2,1,0,1,0,0,2,0
256,6230000,6600,3,2,1,1,0,1,0,1,0,1
94,2975000,4352,4,1,2,0,0,0,0,0,1,0
197,4095000,4040,2,1,2,1,0,0,0,0,1,0
95,6107500,3240,4,1,3,1,0,0,0,0,1,0
524,6440000,5000,3,1,2,1,0,0,0,1,0,0
163,5383000,6450,3,2,1,1,1,1,1,0,0,0
169,4095000,5600,2,1,1,1,0,0,0,1,0,0
69,2275000,3970,3,1,2,1,0,1,0,0,0,0
305,4515000,3510,3,1,3,1,0,0,0,0,0,0
48,3850000,5300,5,2,2,1,0,0,0,0,0,0
341,3500000,3990,3,1,2,1,0,0,0,0,0,0
373,3115000,3500,2,1,1,1,0,0,0,0,0,0
397,3633000,3520,3,1,1,1,0,0,0,0,2,1
207,3080000,4500,2,1,2,1,0,0,1,0,1,0
279,4900000,4095,3,1,2,0,1,1,0,1,0,0
497,3465000,2145,3,1,3,1,0,0,0,0,0,1
227,3675000,3630,2,1,1,1,0,1,0,0,0,0
148,3087000,8100,2,1,1,1,0,0,0,0,1,0
143,9800000,5750,3,2,4,1,1,0,0,1,1,1
334,5523000,6900,3,1,1,1,1,1,0,0,0,1
180,4900000,5400,4,1,2,1,0,0,0,0,0,0
356,4270000,6360,2,1,2,1,0,0,0,0,0,0
460,3500000,3600,6,1,2,1,0,0,0,0,1,0
131,5075000,5720,2,1,2,1,0,0,0,1,0,1
127,8400000,8875,3,1,1,1,0,0,0,0,1,0
47,3640000,3000,2,1,2,1,0,0,0,1,0,0
452,5810000,4800,3,1,3,1,0,0,0,1,0,0
262,6020000,6800,2,1,1,1,1,1,0,0,2,0
324,3220000,2684,2,1,1,1,0,0,0,1,1,0
203,7875000,6550,3,1,2,1,0,1,0,1,0,1
84,4893000,4995,4,2,1,1,0,1,0,0,0,0
426,5040000,7600,4,1,2,1,0,0,0,1,2,0
121,5110000,3000,3,2,2,1,1,1,0,0,0,0
