,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea
261,4403000,4920,3,1,2,1,0,0,0,0,1,0
473,2940000,3660,4,1,2,0,0,0,0,0,0,0
392,3500000,3120,3,1,2,1,0,0,0,0,1,0
326,3920000,5500,4,1,2,1,1,1,0,0,0,0
423,3325000,4775,4,1,2,1,0,0,0,0,0,0
293,4200000,7000,3,1,1,1,0,0,0,0,3,0
236,4550000,3640,3,1,2,1,0,0,0,1,0,0
152,5495000,7980,3,1,1,1,0,0,0,0,2,0
226,4655000,3745,3,1,2,1,0,1,0,0,0,0
151,5495000,2817,4,2,2,0,1,1,0,0,1,0
114,5950000,7020,3,1,1,1,0,1,0,1,2,1
370,3640000,4130,3,2,2,1,0,0,0,0,2,0
514,2450000,7700,2,1,1,1,0,0,0,0,0,0
445,3150000,6750,2,1,1,1,0,0,0,0,0,0
500,2604000,2910,2,1,1,0,0,0,0,0,0,0
318,4007500,4500,3,1,2,0,0,1,0,1,0,0
16,8750000,4320,3,1,2,1,0,1,1,0,2,0
296,4200000,2145,3,1,3,1,0,0,0,0,1,1
335,3850000,3180,2,2,1,1,0,1,0,0,2,0
441,3150000,3500,2,1,1,0,0,1,0,0,0,0
336,3850000,7152,3,1,2,1,0,0,0,1,0,0
501,2590000,3600,2,1,1,1,0,0,0,0,0,0
295,4200000,3520,3,1,2,1,0,0,0,0,0,1
60,6930000,8880,3,2,2,1,0,1,0,1,1,0
277,4270000,4360,4,1,2,1,0,0,0,0,0,0
227,4620000,4160,3,1,1,1,1,1,0,1,0,0
6,9800000,5750,3,2,4,1,1,0,0,1,1,1
410,3395000,3450,3,1,1,1,0,1,0,0,2,0
376,3570000,3150,3,1,2,1,0,1,0,0,0,0
329,3920000,3816,2,1,1,1,0,1,0,1,2,0
163,5250000,6540,4,2,2,0,0,0,0,1,0,0
119,5950000,6525,3,2,4,1,0,0,0,0,1,0
448,3143000,4500,3,1,2,1,0,0,0,1,0,0
367,3640000,3000,2,1,2,1,0,0,0,1,0,0
477,2940000,6615,3,1,2,1,0,0,0,0,0,0
435,3220000,4370,3,1,2,1,0,0,0,0,0,0
129,5803000,7000,3,1,1,1,0,1,0,0,2,1
472,2940000,3600,3,1,2,0,0,0,0,0,1,0
61,6930000,13200,2,1,1,1,0,1,1,0,1,0
10,9240000,7800,3,2,2,1,0,0,0,0,0,1
81,6510000,6670,3,1,3,1,0,1,0,0,0,1
279,4235000,6650,3,1,2,1,1,0,0,0,0,0
230,4620000,2870,2,1,2,1,1,1,0,0,0,1
50,7350000,6000,3,1,2,1,0,0,0,1,1,0
34,7910000,6000,4,2,4,1,0,0,0,1,1,0
108,6083000,9620,3,1,1,1,0,1,0,0,2,1
297,4200000,4500,3,1,1,1,0,1,0,0,0,0
351,3773000,6930,4,1,2,0,0,0,0,0,1,0
390,3500000,3640,2,1,1,1,0,0,0,0,1,0
386,3500000,3990,3,1,2,1,0,0,0,0,0,0
327,3920000,3000,3,1,2,1,0,0,0,0,0,0
111,6020000,6900,3,2,1,1,1,1,0,0,0,1
35,7875000,6550,3,1,2,1,0,1,0,1,0,1
524,2240000,1950,3,1,1,0,0,0,1,0,0,0
175,5215000,7200,3,1,2,1,1,1,0,0,1,1
368,3640000,3520,2,2,1,1,0,1,0,0,0,0
530,1960000,3420,5,1,2,0,0,0,0,0,0,0
26,8400000,7000,3,1,4,1,0,0,0,1,2,0
264,4340000,4500,3,2,3,1,0,0,1,0,1,0
276,4270000,2175,3,1,2,0,1,1,0,1,0,0
343,3780000,4820,3,1,2,1,0,0,0,0,0,0
99,6195000,5500,3,2,1,1,1,1,0,0,2,1
266,4340000,4075,3,1,1,1,1,1,0,0,2,0
25,8400000,7475,3,2,4,1,0,0,0,1,2,0
288,4200000,4000,4,2,2,0,0,0,0,0,0,0
456,3080000,2160,3,1,2,0,0,1,0,0,0,0
334,3850000,5300,5,2,2,1,0,0,0,0,0,0
70,6650000,4260,4,2,2,1,0,0,1,0,0,0
183,5040000,3540,2,1,1,0,1,1,0,0,0,0
299,4193000,3450,3,1,2,1,0,0,0,0,1,0
309,4095000,5600,2,1,1,1,0,0,0,1,0,0
217,4760000,6321,3,1,2,1,0,1,0,1,1,0
80,6510000,8250,3,2,3,1,0,0,0,1,0,0
483,2835000,3300,3,1,2,0,0,0,0,0,1,0
486,2800000,2650,3,1,2,1,0,1,0,0,1,0
459,3045000,3800,2,1,1,1,0,0,0,0,0,0
316,4025000,3460,3,2,1,1,0,1,0,1,1,0
126,5810000,5828,4,1,4,1,1,0,0,0,0,0
242,4543000,4100,2,2,1,1,1,1,0,0,0,0
56,7070000,8880,2,1,1,1,0,0,0,1,1,0
399,3465000,3060,3,1,1,1,0,0,0,0,0,0
37,7700000,6480,3,2,4,1,0,0,0,1,2,0
66,6755000,6000,4,2,4,1,0,0,0,1,0,0
387,3500000,7424,3,1,1,0,0,0,0,0,0,0
12,9100000,6600,4,2,2,1,1,1,0,1,1,1
97,6195000,5500,3,2,4,1,1,0,0,1,1,0
130,5775000,6000,3,2,4,1,0,0,0,1,0,0
33,7962500,6000,3,1,4,1,1,0,0,1,2,0
211,4830000,6862,3,1,2,1,0,0,0,1,2,1
458,3080000,4500,2,1,2,1,0,0,1,0,1,0
84,6440000,8580,5,3,2,1,0,0,0,0,2,0
433,3255000,3930,2,1,1,0,0,0,0,0,0,0
190,4970000,7686,3,1,1,1,1,1,1,0,0,0
174,5215000,4500,4,2,1,0,0,1,0,1,2,0
149,5530000,6100,3,2,1,1,0,1,0,0,2,1
101,6160000,5450,4,2,1,1,0,1,0,1,0,1
487,2800000,3960,3,1,1,1,0,0,0,0,0,0
499,2653000,4000,3,1,2,1,0,0,0,1,0,0
257,4410000,3968,3,1,2,0,0,0,0,0,0,0
494,2660000,2800,3,1,1,1,0,0,0,0,0,0
225,4690000,4320,3,1,1,1,0,0,0,0,0,1
76,6615000,4000,3,2,2,1,0,1,0,1,1,0
388,3500000,3480,3,1,1,0,0,0,0,1,0,0
147,5530000,3300,3,3,2,1,0,1,0,0,0,0
361,3675000,3630,2,1,1,1,0,0,0,1,0,0
427,3290000,3480,4,1,2,0,0,0,0,0,1,0
469,2961000,3000,2,1,2,1,0,0,0,0,0,0
113,5950000,6420,3,1,1,1,0,1,0,1,0,1
176,5145000,3410,3,1,2,0,0,0,0,1,0,0
241,4550000,8400,4,1,4,1,0,0,0,0,3,0
492,2660000,2000,2,1,2,1,0,0,0,0,0,0
52,7245000,9000,4,2,4,1,1,0,0,1,1,1
27,8295000,4880,4,2,2,1,0,0,0,1,1,1
314,4060000,4320,3,1,2,1,0,0,0,0,2,1
177,5145000,7980,3,1,1,1,0,0,0,0,1,1
64,6790000,12090,4,2,2,1,0,0,0,0,2,1
109,6020000,6800,2,1,1,1,1,1,0,0,2,0
155,5460000,6100,3,1,3,1,1,0,0,1,0,1
508,2485000,3000,3,1,2,0,0,0,0,0,0,0
110,6020000,8000,3,1,1,1,1,1,0,1,2,1
38,7700000,6000,4,2,4,1,0,0,0,0,2,0
105,6090000,6600,3,1,1,1,1,1,0,0,2,1
485,2835000,2640,2,1,1,0,0,0,0,0,1,0
245,4515000,3450,3,1,2,1,0,1,0,0,1,0
443,3150000,1650,3,1,2,0,0,1,0,0,0,0
166,5250000,8400,3,1,2,1,1,1,0,1,2,1
228,4620000,3880,3,2,2,1,0,1,0,0,2,0
417,3360000,3750,3,1,1,1,0,0,0,0,0,0
75,6629000,6000,3,1,2,1,0,0,1,0,1,1
535,1767150,2400,3,1,1,0,0,0,0,0,0,0
413,3360000,4960,4,1,3,0,0,0,0,0,0,0
121,5880000,7160,3,1,1,1,0,1,0,0,2,1
471,2940000,4960,2,1,1,1,0,0,0,0,0,0
302,4165000,4046,3,1,2,1,0,1,0,0,1,0
219,4753000,6440,2,1,1,1,0,0,0,1,3,0
69,6650000,4040,3,1,2,1,0,1,1,0,1,0
160,5320000,7800,3,1,1,1,0,1,0,1,2,1
418,3360000,3100,3,1,2,0,0,1,0,0,0,0
138,5600000,4700,4,1,2,1,1,1,0,1,1,0
304,4130000,5985,3,1,1,1,0,1,0,0,0,0
58,7035000,6360,4,2,3,1,0,0,0,1,2,1
331,3920000,2145,4,2,1,1,0,1,0,0,0,1
2,11410000,7420,4,1,2,1,1,1,0,1,2,0
208,4865000,4350,2,1,1,1,0,1,0,0,0,0
57,7070000,6240,4,2,2,1,0,0,0,1,1,0
87,6405000,4800,3,2,4,1,1,0,0,1,0,0
170,5250000,8520,3,1,1,1,0,0,0,1,2,0
333,3885000,3180,4,2,2,1,0,0,0,0,0,0
474,2940000,3480,3,1,2,0,0,0,0,0,1,0
400,3465000,5320,2,1,1,1,0,0,0,0,1,1
282,4200000,5040,3,1,2,1,0,1,0,1,0,0
92,6300000,6400,3,1,1,1,1,1,0,1,1,1
199,4900000,6300,3,1,1,1,0,0,0,1,2,0
106,6090000,8372,3,1,3,1,0,0,0,1,2,0
29,8120000,6840,5,1,2,1,1,1,0,1,1,0
365,3640000,3570,3,1,2,1,0,1,0,0,0,0
191,4956000,2800,3,2,2,0,0,1,0,1,1,0
287,4200000,4410,2,1,1,0,0,0,0,0,1,0
59,7000000,11175,3,1,1,1,0,1,0,1,1,1
17,8680000,7155,3,2,1,1,1,1,0,1,2,0
383,3500000,4600,4,1,2,1,0,0,0,0,0,0
63,6860000,6000,3,1,1,1,0,0,0,1,1,0
528,2100000,3000,4,1,2,1,0,0,0,0,0,0
124,5873000,11460,3,1,3,1,0,0,0,0,2,1
525,2233000,5300,3,1,1,0,0,0,0,1,0,1
20,8575000,8800,3,2,2,1,0,0,0,1,2,0
187,5033000,4800,2,1,1,1,1,1,0,0,0,0
207,4893000,4995,4,2,1,1,0,1,0,0,0,0
323,3990000,3960,3,1,2,1,0,0,0,0,0,0
375,3605000,4000,2,1,1,1,0,0,0,0,0,1
385,3500000,3036,3,1,2,1,0,1,0,0,0,0
104,6090000,6615,4,2,2,1,1,0,1,0,1,0
281,4200000,5500,3,1,2,1,0,0,0,1,0,0
341,3836000,3350,3,1,2,1,0,0,0,0,0,0
305,4123000,6060,2,1,1,1,0,1,0,0,1,0
312,4060000,4340,3,1,1,1,0,0,0,0,0,0
36,7840000,6360,3,2,4,1,0,0,0,1,0,1
339,3850000,2015,3,1,2,1,0,1,0,0,0,1
19,8645000,4560,3,2,2,1,1,1,0,1,1,0
491,2660000,3934,2,1,1,1,0,0,0,0,0,0
378,3570000,4500,2,1,1,0,0,0,0,0,0,0
421,3332000,2145,3,1,2,1,0,1,0,0,0,1
120,5943000,15600,3,1,1,1,0,0,0,1,2,0
307,4095000,3680,3,2,2,1,0,0,0,0,0,0
451,3115000,3000,3,1,1,0,0,0,0,1,0,0
275,4270000,4500,2,1,1,1,0,0,0,1,2,0
132,5740000,4640,4,1,2,1,0,0,0,0,1,0
202,4900000,2970,3,1,3,1,0,0,0,0,0,0
440,3150000,3986,2,2,1,0,1,1,0,0,1,0
189,4970000,4410,4,3,2,1,0,1,0,0,2,0
198,4900000,4770,3,1,1,1,1,1,0,0,0,0
247,4515000,3520,2,1,2,1,0,0,0,0,0,1
5,9870000,8100,4,1,2,1,1,1,0,1,2,1
148,5530000,3650,3,2,2,1,0,0,0,0,2,0
419,3360000,3185,2,1,1,1,0,1,0,0,2,0
415,3360000,4750,2,1,1,1,0,0,0,0,0,0
476,2940000,3150,3,1,2,0,0,0,0,0,0,0
204,4900000,4646,3,1,2,1,1,1,0,0,2,0
426,3290000,6060,3,1,1,1,1,1,0,0,0,0
21,8540000,6540,4,2,2,1,1,1,0,1,2,1
457,3080000,3090,2,1,1,1,1,1,0,0,0,0
127,5810000,5200,3,1,3,1,0,0,0,1,0,0
49,7350000,6000,3,2,2,1,1,0,0,1,1,0
470,2940000,5850,3,1,2,1,0,1,0,0,1,0
403,3430000,3185,2,1,1,1,0,0,0,0,2,0
428,3290000,3792,4,1,2,1,0,0,0,0,0,0
526,2135000,3000,2,1,1,0,0,0,0,0,0,0
294,4200000,4079,3,1,3,1,0,0,0,0,0,0
251,4480000,8250,3,1,1,1,0,0,0,0,0,0
311,4060000,4992,3,2,2,1,0,0,0,0,2,0
397,3500000,12944,3,1,1,1,0,0,0,0,0,0
439,3150000,3450,1,1,1,1,0,0,0,0,0,0
117,5950000,6254,4,2,1,1,0,1,0,0,1,1
270,4305000,4400,2,1,1,1,0,0,0,0,1,0
324,3990000,4050,2,1,2,1,1,1,0,0,0,1
0,13300000,7420,4,2,3,1,0,0,0,1,2,1
434,3234000,3640,4,1,2,1,0,1,0,0,0,0
455,3080000,4960,2,1,1,1,0,1,0,1,0,0
300,4165000,4840,3,1,2,1,0,0,0,0,1,0
55,7140000,6000,3,2,2,1,1,0,0,0,1,0
454,3087000,8100,2,1,1,1,0,0,0,0,1,0
354,3710000,4040,2,1,1,1,0,0,0,0,0,0
475,2940000,2700,2,1,1,0,0,0,0,0,0,0
83,6475000,7410,3,1,1,1,1,1,0,1,2,1
325,3920000,7260,3,2,1,1,1,1,0,0,3,0
205,4900000,12900,3,1,1,1,0,0,0,0,2,0
319,4007500,3460,4,1,2,1,0,0,0,1,0,0
467,3003000,8050,2,1,1,1,0,0,0,0,0,0
482,2852500,5200,4,1,3,1,0,0,0,0,0,0
301,4165000,4080,3,1,2,1,0,0,0,0,2,0
186,5040000,6600,3,1,1,1,1,1,0,0,0,1
86,6419000,6750,2,1,1,1,1,1,0,0,2,1
46,7420000,6325,3,1,4,1,0,0,0,1,1,0
372,3640000,2275,3,1,3,1,0,0,1,1,0,1
162,5250000,4260,4,1,2,1,0,1,0,1,0,0
298,4193000,8250,3,1,1,1,0,1,0,0,3,0
221,4690000,6000,2,1,1,1,0,1,0,1,1,0
466,3010000,3630,4,1,2,1,0,0,0,0,3,0
507,2485000,4400,3,1,2,1,0,0,0,0,0,0
379,3570000,3640,2,1,1,1,0,0,0,0,0,0
258,4410000,4900,2,1,2,1,0,1,0,0,0,0
137,5600000,10500,4,2,2,1,0,0,0,0,1,0
404,3430000,3850,3,1,1,1,0,0,0,0,0,0
330,3920000,8080,3,1,1,1,0,0,0,1,2,0
503,2590000,3600,2,2,2,1,0,1,0,0,1,0
196,4900000,4120,2,1,1,1,0,1,0,0,1,0
180,5110000,11410,2,1,2,1,0,0,0,0,0,1
9,9240000,3500,4,2,2,1,0,0,1,0,2,0
259,4403000,2880,3,1,2,1,0,0,0,0,0,1
32,7980000,9000,4,2,4,1,0,0,0,1,2,0
449,3129000,5495,3,1,1,1,0,1,0,0,0,0
263,4375000,3900,3,1,2,1,0,0,0,0,0,0
538,1750000,3850,3,1,2,1,0,0,0,0,0,0
103,6107500,3240,4,1,3,1,0,0,0,0,1,0
347,3780000,2856,3,1,3,1,0,0,0,0,0,1
39,7560000,6000,4,2,4,1,0,0,0,1,1,0
28,8190000,5960,3,3,2,1,1,1,0,0,1,0
350,3773000,2520,5,2,1,0,0,1,0,1,1,0
215,4767000,3420,4,2,2,1,0,0,0,0,0,0
465,3010000,3750,3,1,2,1,0,0,0,0,0,0
169,5250000,9800,4,2,2,1,1,0,0,0,2,0
511,2450000,3000,2,1,1,1,0,0,0,0,1,0
412,3360000,3500,4,1,2,1,0,0,0,1,2,0
206,4893000,3420,4,2,2,1,0,1,0,1,2,0
153,5460000,3150,3,2,1,1,1,1,0,1,0,0
533,1855000,2990,2,1,1,0,0,0,0,0,1,0
30,8080940,7000,3,2,4,1,0,0,0,1,2,0
255,4473000,3510,3,1,2,1,0,0,0,0,0,0
328,3920000,3290,2,1,1,1,0,0,1,0,1,0
213,4795000,7000,3,1,2,1,0,1,0,0,0,0
136,5652500,6660,4,2,2,1,1,1,0,0,1,1
481,2870000,5400,4,1,2,1,0,0,0,0,0,0
346,3780000,5830,2,1,1,1,0,0,0,0,2,0
436,3220000,2684,2,1,1,1,0,0,0,1,1,0
398,3493000,4900,3,1,2,0,0,0,0,0,0,0
168,5250000,3800,3,1,2,1,1,1,0,0,1,1
529,2100000,3360,2,1,1,1,0,0,0,0,1,0
229,4620000,5680,3,1,2,1,1,0,0,1,1,0
224,4690000,5400,2,1,2,1,0,0,0,0,0,1
171,5243000,6050,3,1,1,1,0,1,0,0,0,1
389,3500000,3600,6,1,2,1,0,0,0,0,1,0
267,4340000,3500,4,1,2,1,0,0,0,0,2,0
115,5950000,6540,3,1,1,1,1,1,0,0,2,1
438,3220000,3120,3,1,2,0,0,0,0,0,0,0
373,3633000,3520,3,1,1,1,0,0,0,0,2,1
48,7350000,5150,3,2,4,1,0,0,0,1,2,0
517,2380000,2787,4,2,2,1,0,0,0,0,0,0
493,2660000,3630,3,3,2,0,1,0,0,0,0,0
452,3115000,3850,3,1,2,1,0,0,0,0,0,0
444,3150000,3450,3,1,2,1,0,1,0,0,0,0
82,6475000,3960,3,1,1,1,0,1,0,0,2,0
355,3710000,6020,3,1,1,1,0,0,0,0,0,0
95,6230000,6600,3,2,1,1,0,1,0,1,0,1
67,6720000,5020,3,1,4,1,0,0,0,1,0,1
322,3990000,4500,3,2,2,0,0,1,0,1,0,0
96,6230000,5500,3,1,3,1,0,0,0,0,1,1
22,8463000,6000,3,2,4,1,1,1,0,1,0,1
254,4473000,3162,3,1,2,1,0,0,0,1,1,0
380,3535000,3850,3,1,1,1,0,0,0,0,2,0
244,4515000,3510,3,1,3,1,0,0,0,0,0,0
431,3290000,5880,3,1,1,1,0,0,0,0,1,0
357,3710000,3584,2,1,1,1,0,0,1,0,0,0
159,5383000,6450,3,2,1,1,1,1,1,0,0,0
429,3290000,4040,2,1,1,1,0,0,0,0,0,0
144,5600000,5136,3,1,2,1,1,1,0,1,0,1
401,3465000,2145,3,1,3,1,0,0,0,0,0,1
209,4830000,4160,3,1,3,1,0,0,0,0,0,0
504,2520000,2880,3,1,1,0,0,0,0,0,0,0
446,3150000,9000,3,1,2,1,0,0,0,0,2,0
90,6300000,4100,3,2,3,1,0,0,0,1,2,0
41,7525000,6000,3,2,4,1,0,0,0,1,1,0
233,4585000,4000,3,1,2,1,0,0,0,0,1,0
337,3850000,4080,2,1,1,1,0,0,0,0,0,0
416,3360000,3720,2,1,1,0,0,0,0,1,0,0
450,3118850,2398,3,1,1,1,0,0,0,0,0,1
366,3640000,3180,3,1,2,0,0,1,0,0,0,0
509,2450000,3210,3,1,2,1,0,1,0,0,0,0
53,7210000,7680,4,2,4,1,1,0,0,1,1,0
178,5110000,3000,3,2,2,1,1,1,0,0,0,0
273,4270000,6360,2,1,1,1,0,0,0,0,0,0
510,2450000,3240,2,1,1,0,1,0,0,0,1,0
442,3150000,4095,2,1,1,1,0,0,0,0,2,0
51,7343000,11440,4,1,2,1,0,1,0,0,1,1
14,8890000,4600,3,2,2,1,1,0,0,1,2,0
447,3150000,3069,2,1,1,1,0,0,0,0,1,0
338,3850000,3850,2,1,1,1,0,0,0,0,0,0
340,3850000,2176,2,1,2,1,1,0,0,0,0,1
272,4277000,3400,3,1,2,1,0,1,0,0,2,1
285,4200000,2953,3,1,2,1,0,1,0,1,0,0
3,10850000,7500,3,3,1,1,0,1,0,1,2,1
23,8400000,8875,3,1,1,1,0,0,0,0,1,0
402,3430000,4000,2,1,1,1,0,0,0,0,0,0
128,5810000,4800,3,1,3,1,0,0,0,1,0,0
165,5250000,10269,3,1,1,1,0,0,0,0,1,1
201,4900000,3000,3,1,2,1,0,1,0,1,0,0
424,3290000,2500,2,1,1,0,0,0,0,1,0,0
45,7420000,7440,3,2,4,1,0,0,0,0,1,1
461,3010000,3240,3,1,2,1,0,0,0,0,2,0
353,3710000,3600,3,1,1,1,0,0,0,0,1,0
235,4550000,3760,3,1,1,1,0,0,0,0,2,0
498,2653000,3185,2,1,1,1,0,0,0,1,0,0
237,4550000,2550,3,1,2,1,0,1,0,0,0,0
42,7490000,6600,3,1,4,1,0,0,0,1,3,1
232,4613000,4510,4,2,2,1,0,1,0,0,0,0
460,3010000,3090,3,1,2,0,0,0,0,0,0,0
79,6510000,3760,3,1,2,1,0,0,1,0,2,0
185,5040000,10700,3,1,2,1,1,1,0,0,0,0
62,6895000,7700,3,2,1,1,0,0,0,0,2,0
220,4690000,5170,3,1,4,1,0,0,0,1,0,0
268,4340000,6450,4,1,2,1,0,0,0,0,0,0
112,5950000,3700,4,1,2,1,1,0,0,1,0,0
11,9100000,6000,4,1,2,1,0,1,0,0,2,0
150,5523000,6900,3,1,1,1,1,1,0,0,0,1
234,4585000,3840,3,1,2,1,0,0,0,0,1,1
85,6440000,5000,3,1,2,1,0,0,0,1,0,0
246,4515000,9860,3,1,1,1,0,0,0,0,0,0
134,5740000,6360,3,1,1,1,1,1,0,1,2,1
143,5600000,6600,4,2,1,1,0,1,0,0,0,1
462,3010000,2835,2,1,1,1,0,0,0,0,0,0
271,4305000,10360,2,1,1,1,0,0,0,0,1,1
360,3675000,3630,2,1,1,1,0,1,0,0,0,0
290,4200000,4600,3,2,2,1,0,0,0,1,1,0
182,5075000,5720,2,1,2,1,0,0,0,1,0,1
364,3640000,4280,2,1,1,1,0,0,0,1,2,0
306,4098500,3600,3,1,1,1,0,1,0,1,0,1
463,3010000,4600,2,1,1,1,0,0,0,0,0,0
478,2870000,3040,2,1,1,0,0,0,0,0,0,0
479,2870000,3630,2,1,1,1,0,0,0,0,0,0
4,10150000,16200,5,3,2,1,0,0,0,0,0,0
133,5740000,5000,3,1,3,1,0,0,0,1,0,0
44,7420000,7440,3,2,1,1,1,1,0,1,0,1
352,3745000,3480,2,1,1,1,0,0,0,0,0,1
250,4480000,4000,3,1,2,1,0,0,0,0,2,0
468,2975000,4352,4,1,2,0,0,0,0,0,1,0
289,4200000,2325,3,1,2,0,0,0,0,0,0,0
284,4200000,2610,4,3,2,0,0,0,0,0,0,0
203,4900000,6720,3,1,1,1,0,0,0,0,0,0
135,5740000,5800,3,2,4,1,0,0,0,1,0,0
430,3290000,2145,3,1,2,1,0,1,0,0,0,1
145,5565000,4400,4,1,2,1,0,0,0,1,2,1
488,2730000,6800,2,1,1,1,0,0,0,0,0,0
