,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea
319,4007500,3460,4,1,2,1,0,0,0,1,0,0
367,3640000,3000,2,1,2,1,0,0,0,1,0,0
151,5495000,2817,4,2,2,0,1,1,0,0,1,0
6,9800000,5750,3,2,4,1,1,0,0,1,1,1
310,4060000,5900,4,2,2,0,0,1,0,0,1,0
253,4473000,6360,2,1,1,1,0,1,0,1,1,0
493,2660000,3630,3,3,2,0,1,0,0,0,0,0
29,8120000,6840,5,1,2,1,1,1,0,1,1,0
129,5803000,7000,3,1,1,1,0,1,0,0,2,1
452,3115000,3850,3,1,2,1,0,0,0,0,0,0
65,6790000,4000,3,2,2,1,0,1,0,1,0,1
37,7700000,6480,3,2,4,1,0,0,0,1,2,0
143,5600000,6600,4,2,1,1,0,1,0,0,0,1
302,4165000,4046,3,1,2,1,0,1,0,0,1,0
93,6293000,6600,3,2,3,1,0,0,0,1,0,1
269,4319000,4032,2,1,1,1,0,1,0,0,0,0
457,3080000,3090,2,1,1,1,1,1,0,0,0,0
458,3080000,4500,2,1,2,1,0,0,1,0,1,0
408,3423000,4040,2,1,1,1,0,0,0,0,0,0
13,8960000,8500,3,2,4,1,0,0,0,1,7,0
126,5810000,5828,4,1,4,1,1,0,0,0,0,0
203,4900000,6720,3,1,1,1,0,0,0,0,0,0
293,4200000,7000,3,1,1,1,0,0,0,0,3,0
228,4620000,3880,3,2,2,1,0,1,0,0,2,0
487,2800000,3960,3,1,1,1,0,0,0,0,0,0
209,4830000,4160,3,1,3,1,0,0,0,0,0,0
142,5600000,6360,3,1,3,1,0,0,0,0,0,1
397,3500000,12944,3,1,1,1,0,0,0,0,0,0
133,5740000,5000,3,1,3,1,0,0,0,1,0,0
534,1820000,3000,2,1,1,1,0,1,0,0,2,0
450,3118850,2398,3,1,1,1,0,0,0,0,0,1
23,8400000,8875,3,1,1,1,0,0,0,0,1,0
386,3500000,3990,3,1,2,1,0,0,0,0,0,0
58,7035000,6360,4,2,3,1,0,0,0,1,2,1
111,6020000,6900,3,2,1,1,1,1,0,0,0,1
194,4900000,4520,3,1,2,1,0,1,0,1,0,0
69,6650000,4040,3,1,2,1,0,1,1,0,1,0
41,7525000,6000,3,2,4,1,0,0,0,1,1,0
175,5215000,7200,3,1,2,1,1,1,0,0,1,1
501,2590000,3600,2,1,1,1,0,0,0,0,0,0
168,5250000,3800,3,1,2,1,1,1,0,0,1,1
402,3430000,4000,2,1,1,1,0,0,0,0,0,0
79,6510000,3760,3,1,2,1,0,0,1,0,2,0
135,5740000,5800,3,2,4,1,0,0,0,1,0,0
379,3570000,3640,2,1,1,1,0,0,0,0,0,0
494,2660000,2800,3,1,1,1,0,0,0,0,0,0
382,3500000,3650,3,1,2,1,0,0,0,0,0,0
318,4007500,4500,3,1,2,0,0,1,0,1,0,0
372,3640000,2275,3,1,3,1,0,0,1,1,0,1
504,2520000,2880,3,1,1,0,0,0,0,0,0,0
467,3003000,8050,2,1,1,1,0,0,0,0,0,0
341,3836000,3350,3,1,2,1,0,0,0,0,0,0
330,3920000,8080,3,1,1,1,0,0,0,1,2,0
27,8295000,4880,4,2,2,1,0,0,0,1,1,1
435,3220000,4370,3,1,2,1,0,0,0,0,0,0
273,4270000,6360,2,1,1,1,0,0,0,0,0,0
315,4025000,3630,3,2,2,1,0,0,1,0,2,0
320,3990000,4100,4,1,1,0,0,1,0,0,0,0
238,4550000,5320,3,1,2,1,1,1,0,0,0,1
426,3290000,6060,3,1,1,1,1,1,0,0,0,0
375,3605000,4000,2,1,1,1,0,0,0,0,0,1
429,3290000,4040,2,1,1,1,0,0,0,0,0,0
491,2660000,3934,2,1,1,1,0,0,0,0,0,0
358,3703000,3120,3,1,2,0,0,1,1,0,0,0
177,5145000,7980,3,1,1,1,0,0,0,0,1,1
30,8080940,7000,3,2,4,1,0,0,0,1,2,0
332,3885000,3780,2,1,2,1,1,1,0,0,0,0
198,4900000,4770,3,1,1,1,1,1,0,0,0,0
100,6160000,4500,3,1,4,1,0,0,0,1,0,0
520,2310000,3180,2,1,1,1,0,0,0,0,0,0
352,3745000,3480,2,1,1,1,0,0,0,0,0,1
149,5530000,6100,3,2,1,1,0,1,0,0,2,1
257,4410000,3968,3,1,2,0,0,0,0,0,0,0
53,7210000,7680,4,2,4,1,1,0,0,1,1,0
396,3500000,5880,2,1,1,1,0,0,0,0,0,0
462,3010000,2835,2,1,1,1,0,0,0,0,0,0
535,1767150,2400,3,1,1,0,0,0,0,0,0,0
275,4270000,4500,2,1,1,1,0,0,0,1,2,0
21,8540000,6540,4,2,2,1,1,1,0,1,2,1
261,4403000,4920,3,1,2,1,0,0,0,0,1,0
160,5320000,7800,3,1,1,1,0,1,0,1,2,1
291,4200000,3640,3,2,2,1,0,1,0,0,0,0
88,6300000,7200,3,2,1,1,0,1,0,1,3,0
90,6300000,4100,3,2,3,1,0,0,0,1,2,0
183,5040000,3540,2,1,1,0,1,1,0,0,0,0
346,3780000,5830,2,1,1,1,0,0,0,0,2,0
187,5033000,4800,2,1,1,1,1,1,0,0,0,0
363,3675000,3600,2,1,1,1,0,0,0,0,0,0
49,7350000,6000,3,2,2,1,1,0,0,1,1,0
182,5075000,5720,2,1,2,1,0,0,0,1,0,1
445,3150000,6750,2,1,1,1,0,0,0,0,0,0
287,4200000,4410,2,1,1,0,0,0,0,0,1,0
192,4935000,5948,3,1,2,1,0,0,0,1,0,0
410,3395000,3450,3,1,1,1,0,1,0,0,2,0
286,4200000,2747,4,2,2,0,0,0,0,0,0,0
489,2730000,4000,3,1,2,1,0,0,0,0,1,0
526,2135000,3000,2,1,1,0,0,0,0,0,0,0
305,4123000,6060,2,1,1,1,0,1,0,0,1,0
10,9240000,7800,3,2,2,1,0,0,0,0,0,1
215,4767000,3420,4,2,2,1,0,0,0,0,0,0
2,11410000,7420,4,1,2,1,1,1,0,1,2,0
221,4690000,6000,2,1,1,1,0,1,0,1,1,0
28,8190000,5960,3,3,2,1,1,1,0,0,1,0
510,2450000,3240,2,1,1,0,1,0,0,0,1,0
162,5250000,4260,4,1,2,1,0,1,0,1,0,0
398,3493000,4900,3,1,2,0,0,0,0,0,0,0
39,7560000,6000,4,2,4,1,0,0,0,1,1,0
497,2660000,4000,3,1,1,1,0,0,0,0,0,0
266,4340000,4075,3,1,1,1,1,1,0,0,2,0
11,9100000,6000,4,1,2,1,0,1,0,0,2,0
475,2940000,2700,2,1,1,0,0,0,0,0,0,0
376,3570000,3150,3,1,2,1,0,1,0,0,0,0
152,5495000,7980,3,1,1,1,0,0,0,0,2,0
292,4200000,5800,3,1,1,1,0,0,1,0,2,0
321,3990000,6480,3,1,2,0,0,0,0,1,1,0
52,7245000,9000,4,2,4,1,1,0,0,1,1,1
392,3500000,3120,3,1,2,1,0,0,0,0,1,0
229,4620000,5680,3,1,2,1,1,0,0,1,1,0
103,6107500,3240,4,1,3,1,0,0,0,0,1,0
340,3850000,2176,2,1,2,1,1,0,0,0,0,1
40,7560000,6000,3,2,3,1,0,0,0,1,0,0
356,3710000,4050,2,1,1,1,0,0,0,0,0,0
59,7000000,11175,3,1,1,1,0,1,0,1,1,1
323,3990000,3960,3,1,2,1,0,0,0,0,0,0
272,4277000,3400,3,1,2,1,0,1,0,0,2,1
441,3150000,3500,2,1,1,0,0,1,0,0,0,0
254,4473000,3162,3,1,2,1,0,0,0,1,1,0
380,3535000,3850,3,1,1,1,0,0,0,0,2,0
301,4165000,4080,3,1,2,1,0,0,0,0,2,0
86,6419000,6750,2,1,1,1,1,1,0,0,2,1
361,3675000,3630,2,1,1,1,0,0,0,1,0,0
422,3325000,4040,2,1,1,1,0,0,0,0,1,0
170,5250000,8520,3,1,1,1,0,0,0,1,2,0
364,3640000,4280,2,1,1,1,0,0,0,1,2,0
464,3010000,5076,3,1,1,0,0,0,0,0,0,0
411,3395000,3640,2,1,1,1,0,0,0,0,0,0
316,4025000,3460,3,2,1,1,0,1,0,1,1,0
92,6300000,6400,3,1,1,1,1,1,0,1,1,1
374,3605000,4500,2,1,1,1,0,0,0,0,0,0
17,8680000,7155,3,2,1,1,1,1,0,1,2,0
325,3920000,7260,3,2,1,1,1,1,0,0,3,0
388,3500000,3480,3,1,1,0,0,0,0,1,0,0
255,4473000,3510,3,1,2,1,0,0,0,0,0,0
189,4970000,4410,4,3,2,1,0,1,0,0,2,0
136,5652500,6660,4,2,2,1,1,1,0,0,1,1
33,7962500,6000,3,1,4,1,1,0,0,1,2,0
50,7350000,6000,3,1,2,1,0,0,0,1,1,0
35,7875000,6550,3,1,2,1,0,1,0,1,0,1
248,4480000,4510,4,1,2,1,0,0,0,1,2,0
312,4060000,4340,3,1,1,1,0,0,0,0,0,0
190,4970000,7686,3,1,1,1,1,1,1,0,0,0
499,2653000,4000,3,1,2,1,0,0,0,1,0,0
369,3640000,5960,3,1,2,1,1,1,0,0,0,0
208,4865000,4350,2,1,1,1,0,1,0,0,0,0
5,9870000,8100,4,1,2,1,1,1,0,1,2,1
289,4200000,2325,3,1,2,0,0,0,0,0,0,0
406,3430000,2610,3,1,2,1,0,1,0,0,0,1
125,5866000,4800,3,1,1,1,1,1,0,0,0,0
24,8400000,5500,4,2,2,1,0,1,0,1,1,1
331,3920000,2145,4,2,1,1,0,1,0,0,0,1
437,3220000,4320,3,1,1,0,0,0,0,0,1,0
337,3850000,4080,2,1,1,1,0,0,0,0,0,0
70,6650000,4260,4,2,2,1,0,0,1,0,0,0
122,5880000,6500,3,2,3,1,0,0,0,1,0,0
113,5950000,6420,3,1,1,1,0,1,0,1,0,1
87,6405000,4800,3,2,4,1,1,0,0,1,0,0
334,3850000,5300,5,2,2,1,0,0,0,0,0,0
474,2940000,3480,3,1,2,0,0,0,0,0,1,0
127,5810000,5200,3,1,3,1,0,0,0,1,0,0
433,3255000,3930,2,1,1,0,0,0,0,0,0,0
191,4956000,2800,3,2,2,0,0,1,0,1,1,0
383,3500000,4600,4,1,2,1,0,0,0,0,0,0
460,3010000,3090,3,1,2,0,0,0,0,0,0,0
446,3150000,9000,3,1,2,1,0,0,0,0,2,0
512,2450000,3500,2,1,1,1,1,0,0,0,0,0
38,7700000,6000,4,2,4,1,0,0,0,0,2,0
399,3465000,3060,3,1,1,1,0,0,0,0,0,0
447,3150000,3069,2,1,1,1,0,0,0,0,1,0
244,4515000,3510,3,1,3,1,0,0,0,0,0,0
537,1750000,2910,3,1,1,0,0,0,0,0,0,0
513,2450000,4840,2,1,2,1,0,0,0,0,0,0
164,5250000,5500,3,2,1,1,0,1,0,0,0,0
155,5460000,6100,3,1,3,1,1,0,0,1,0,1
479,2870000,3630,2,1,1,1,0,0,0,0,0,0
156,5460000,6600,4,2,2,1,1,1,0,0,0,1
81,6510000,6670,3,1,3,1,0,1,0,0,0,1
456,3080000,2160,3,1,2,0,0,1,0,0,0,0
339,3850000,2015,3,1,2,1,0,1,0,0,0,1
148,5530000,3650,3,2,2,1,0,0,0,0,2,0
97,6195000,5500,3,2,4,1,1,0,0,1,1,0
393,3500000,7350,2,1,1,1,0,0,0,0,1,0
335,3850000,3180,2,2,1,1,0,1,0,0,2,0
75,6629000,6000,3,1,2,1,0,0,1,0,1,1
404,3430000,3850,3,1,1,1,0,0,0,0,0,0
258,4410000,4900,2,1,2,1,0,1,0,0,0,0
459,3045000,3800,2,1,1,1,0,0,0,0,0,0
521,2275000,1836,2,1,1,0,0,1,0,0,0,0
461,3010000,3240,3,1,2,1,0,0,0,0,2,0
64,6790000,12090,4,2,2,1,0,0,0,0,2,1
234,4585000,3840,3,1,2,1,0,0,0,0,1,1
89,6300000,6000,4,2,4,1,0,0,0,0,1,0
74,6650000,6000,3,2,3,1,1,0,0,1,0,0
349,3773000,8250,3,1,1,1,0,0,0,0,2,0
484,2835000,4350,3,1,2,0,0,0,1,0,1,0
280,4235000,2787,3,1,1,1,0,1,0,0,0,1
278,4270000,7770,2,1,1,1,0,0,0,0,1,0
415,3360000,4750,2,1,1,1,0,0,0,0,0,0
409,3395000,4785,3,1,2,1,1,1,0,1,1,0
180,5110000,11410,2,1,2,1,0,0,0,0,0,1
470,2940000,5850,3,1,2,1,0,1,0,0,1,0
109,6020000,6800,2,1,1,1,1,1,0,0,2,0
518,2380000,3264,2,1,1,1,0,0,0,0,0,0
296,4200000,2145,3,1,3,1,0,0,0,0,1,1
492,2660000,2000,2,1,2,1,0,0,0,0,0,0
308,4095000,4040,2,1,2,1,0,0,0,0,1,0
313,4060000,3000,4,1,3,1,0,1,0,1,2,0
449,3129000,5495,3,1,1,1,0,1,0,0,0,0
121,5880000,7160,3,1,1,1,0,1,0,0,2,1
138,5600000,4700,4,1,2,1,1,1,0,1,1,0
423,3325000,4775,4,1,2,1,0,0,0,0,0,0
414,3360000,4120,2,1,2,1,0,0,0,0,0,0
353,3710000,3600,3,1,1,1,0,0,0,0,1,0
401,3465000,2145,3,1,3,1,0,0,0,0,0,1
67,6720000,5020,3,1,4,1,0,0,0,1,0,1
176,5145000,3410,3,1,2,0,0,0,0,1,0,0
294,4200000,4079,3,1,3,1,0,0,0,0,0,0
128,5810000,4800,3,1,3,1,0,0,0,1,0,0
304,4130000,5985,3,1,1,1,0,1,0,0,0,0
224,4690000,5400,2,1,2,1,0,0,0,0,0,1
178,5110000,3000,3,2,2,1,1,1,0,0,0,0
263,4375000,3900,3,1,2,1,0,0,0,0,0,0
145,5565000,4400,4,1,2,1,0,0,0,1,2,1
25,8400000,7475,3,2,4,1,0,0,0,1,2,0
242,4543000,4100,2,2,1,1,1,1,0,0,0,0
123,5873000,5500,3,1,3,1,1,0,0,1,1,0
365,3640000,3570,3,1,2,1,0,1,0,0,0,0
424,3290000,2500,2,1,1,0,0,0,0,1,0,0
130,5775000,6000,3,2,4,1,0,0,0,1,0,0
485,2835000,2640,2,1,1,0,0,0,0,0,1,0
322,3990000,4500,3,2,2,0,0,1,0,1,0,0
444,3150000,3450,3,1,2,1,0,1,0,0,0,0
134,5740000,6360,3,1,1,1,1,1,0,1,2,1
105,6090000,6600,3,1,1,1,1,1,0,0,2,1
260,4403000,4880,3,1,1,1,0,0,0,0,2,1
251,4480000,8250,3,1,1,1,0,0,0,0,0,0
514,2450000,7700,2,1,1,1,0,0,0,0,0,0
271,4305000,10360,2,1,1,1,0,0,0,0,1,1
387,3500000,7424,3,1,1,0,0,0,0,0,0,0
416,3360000,3720,2,1,1,0,0,0,0,1,0,0
68,6685000,6600,2,2,4,1,0,1,0,0,0,1
373,3633000,3520,3,1,1,1,0,0,0,0,2,1
351,3773000,6930,4,1,2,0,0,0,0,0,1,0
231,4620000,5010,3,1,2,1,0,1,0,0,0,0
503,2590000,3600,2,2,2,1,0,1,0,0,1,0
442,3150000,4095,2,1,1,1,0,0,0,0,2,0
405,3430000,2145,3,1,3,1,0,0,0,0,0,1
314,4060000,4320,3,1,2,1,0,0,0,0,2,1
101,6160000,5450,4,2,1,1,0,1,0,1,0,1
378,3570000,4500,2,1,1,0,0,0,0,0,0,0
107,6083000,4300,6,2,2,1,0,0,0,0,0,0
179,5110000,3000,3,1,2,1,0,1,0,0,0,0
317,4025000,5400,3,1,1,1,0,0,0,0,3,0
344,3780000,3420,2,1,2,1,0,0,1,0,1,0
400,3465000,5320,2,1,1,1,0,0,0,0,1,1
354,3710000,4040,2,1,1,1,0,0,0,0,0,0
247,4515000,3520,2,1,2,1,0,0,0,0,0,1
116,5950000,7231,3,1,2,1,1,1,0,1,0,1
486,2800000,2650,3,1,2,1,0,1,0,0,1,0
196,4900000,4120,2,1,1,1,0,1,0,0,1,0
403,3430000,3185,2,1,1,1,0,0,0,0,2,0
61,6930000,13200,2,1,1,1,0,1,1,0,1,0
394,3500000,3512,2,1,1,1,0,0,0,0,1,1
536,1750000,3620,2,1,1,1,0,0,0,0,0,0
45,7420000,7440,3,2,4,1,0,0,0,0,1,1
413,3360000,4960,4,1,3,0,0,0,0,0,0,0
76,6615000,4000,3,2,2,1,0,1,0,1,1,0
347,3780000,2856,3,1,3,1,0,0,0,0,0,1
124,5873000,11460,3,1,3,1,0,0,0,0,2,1
171,5243000,6050,3,1,1,1,0,1,0,0,0,1
303,4130000,4632,4,1,2,1,0,0,0,1,0,0
311,4060000,4992,3,2,2,1,0,0,0,0,2,0
78,6580000,6000,3,2,4,1,0,0,0,1,0,0
230,4620000,2870,2,1,2,1,1,1,0,0,0,1
362,3675000,5640,2,1,1,0,0,0,0,0,0,0
495,2660000,2430,3,1,1,0,0,0,0,0,0,0
276,4270000,2175,3,1,2,0,1,1,0,1,0,0
533,1855000,2990,2,1,1,0,0,0,0,0,1,0
307,4095000,3680,3,2,2,1,0,0,0,0,0,0
32,7980000,9000,4,2,4,1,0,0,0,1,2,0
476,2940000,3150,3,1,2,0,0,0,0,0,0,0
488,2730000,6800,2,1,1,1,0,0,0,0,0,0
94,6265000,6000,4,1,3,1,1,1,0,0,0,1
277,4270000,4360,4,1,2,1,0,0,0,0,0,0
471,2940000,4960,2,1,1,1,0,0,0,0,0,0
249,4480000,5885,2,1,1,1,0,0,0,1,1,0
283,4200000,5850,2,1,1,1,1,1,0,0,2,0
115,5950000,6540,3,1,1,1,1,1,0,0,2,1
119,5950000,6525,3,2,4,1,0,0,0,0,1,0
250,4480000,4000,3,1,2,1,0,0,0,0,2,0
201,4900000,3000,3,1,2,1,0,1,0,1,0,0
218,4760000,10240,2,1,1,1,0,0,0,1,2,1
532,1890000,3649,2,1,1,1,0,0,0,0,0,0
528,2100000,3000,4,1,2,1,0,0,0,0,0,0
338,3850000,3850,2,1,1,1,0,0,0,0,0,0
84,6440000,8580,5,3,2,1,0,0,0,0,2,0
214,4795000,8100,4,1,4,1,0,1,0,1,2,0
205,4900000,12900,3,1,1,1,0,0,0,0,2,0
184,5040000,7600,4,1,2,1,0,0,0,1,2,0
327,3920000,3000,3,1,2,1,0,0,0,0,0,0
206,4893000,3420,4,2,2,1,0,1,0,1,2,0
245,4515000,3450,3,1,2,1,0,1,0,0,1,0
522,2275000,3970,1,1,1,0,0,0,0,0,0,0
34,7910000,6000,4,2,4,1,0,0,0,1,1,0
480,2870000,6000,2,1,1,1,0,0,0,0,0,0
72,6650000,6500,3,2,3,1,0,0,0,1,0,1
524,2240000,1950,3,1,1,0,0,0,1,0,0,0
417,3360000,3750,3,1,1,1,0,0,0,0,0,0
1,12250000,9960,3,2,2,1,0,1,0,0,2,1
384,3500000,2135,3,2,2,0,0,0,0,0,0,0
472,2940000,3600,3,1,2,0,0,0,0,0,1,0
202,4900000,2970,3,1,3,1,0,0,0,0,0,0
63,6860000,6000,3,1,1,1,0,0,0,1,1,0
236,4550000,3640,3,1,2,1,0,0,0,1,0,0
357,3710000,3584,2,1,1,1,0,0,1,0,0,0
36,7840000,6360,3,2,4,1,0,0,0,1,0,1
