,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea
70,6650000,4260,4,2,2,1,0,0,1,0,0,0
113,5950000,6420,3,1,1,1,0,1,0,1,0,1
281,4200000,5500,3,1,2,1,0,0,0,1,0,0
391,3500000,5900,2,1,1,1,0,0,0,0,1,0
189,4970000,4410,4,3,2,1,0,1,0,0,2,0
236,4550000,3640,3,1,2,1,0,0,0,1,0,0
235,4550000,3760,3,1,1,1,0,0,0,0,2,0
488,2730000,6800,2,1,1,1,0,0,0,0,0,0
512,2450000,3500,2,1,1,1,1,0,0,0,0,0
150,5523000,6900,3,1,1,1,1,1,0,0,0,1
385,3500000,3036,3,1,2,1,0,1,0,0,0,0
494,2660000,2800,3,1,1,1,0,0,0,0,0,0
274,4270000,6360,2,1,2,1,0,0,0,0,0,0
444,3150000,3450,3,1,2,1,0,1,0,0,0,0
538,1750000,3850,3,1,2,1,0,0,0,0,0,0
461,3010000,3240,3,1,2,1,0,0,0,0,2,0
496,2660000,3480,2,1,1,1,0,0,0,0,1,0
287,4200000,4410,2,1,1,0,0,0,0,0,1,0
350,3773000,2520,5,2,1,0,0,1,0,1,1,0
17,8680000,7155,3,2,1,1,1,1,0,1,2,0
264,4340000,4500,3,2,3,1,0,0,1,0,1,0
367,3640000,3000,2,1,2,1,0,0,0,1,0,0
386,3500000,3990,3,1,2,1,0,0,0,0,0,0
288,4200000,4000,4,2,2,0,0,0,0,0,0,0
495,2660000,2430,3,1,1,0,0,0,0,0,0,0
268,4340000,6450,4,1,2,1,0,0,0,0,0,0
148,5530000,3650,3,2,2,1,0,0,0,0,2,0
14,8890000,4600,3,2,2,1,1,0,0,1,2,0
232,4613000,4510,4,2,2,1,0,1,0,0,0,0
135,5740000,5800,3,2,4,1,0,0,0,1,0,0
233,4585000,4000,3,1,2,1,0,0,0,0,1,0
463,3010000,4600,2,1,1,1,0,0,0,0,0,0
533,1855000,2990,2,1,1,0,0,0,0,0,1,0
109,6020000,6800,2,1,1,1,1,1,0,0,2,0
382,3500000,3650,3,1,2,1,0,0,0,0,0,0
1,12250000,9960,3,2,2,1,0,1,0,0,2,1
220,4690000,5170,3,1,4,1,0,0,0,1,0,0
475,2940000,2700,2,1,1,0,0,0,0,0,0,0
318,4007500,4500,3,1,2,0,0,1,0,1,0,0
272,4277000,3400,3,1,2,1,0,1,0,0,2,1
97,6195000,5500,3,2,4,1,1,0,0,1,1,0
405,3430000,2145,3,1,3,1,0,0,0,0,0,1
395,3500000,9500,3,1,2,1,0,0,0,0,3,1
221,4690000,6000,2,1,1,1,0,1,0,1,1,0
372,3640000,2275,3,1,3,1,0,0,1,1,0,1
9,9240000,3500,4,2,2,1,0,0,1,0,2,0
508,2485000,3000,3,1,2,0,0,0,0,0,0,0
57,7070000,6240,4,2,2,1,0,0,0,1,1,0
524,2240000,1950,3,1,1,0,0,0,1,0,0,0
204,4900000,4646,3,1,2,1,1,1,0,0,2,0
452,3115000,3850,3,1,2,1,0,0,0,0,0,0
366,3640000,3180,3,1,2,0,0,1,0,0,0,0
308,4095000,4040,2,1,2,1,0,0,0,0,1,0
248,4480000,4510,4,1,2,1,0,0,0,1,2,0
15,8855000,6420,3,2,2,1,0,0,0,1,1,1
396,3500000,5880,2,1,1,1,0,0,0,0,0,0
123,5873000,5500,3,1,3,1,1,0,0,1,1,0
459,3045000,3800,2,1,1,1,0,0,0,0,0,0
63,6860000,6000,3,1,1,1,0,0,0,1,1,0
98,6195000,6350,3,2,3,1,1,0,0,1,0,0
278,4270000,7770,2,1,1,1,0,0,0,0,1,0
241,4550000,8400,4,1,4,1,0,0,0,0,3,0
201,4900000,3000,3,1,2,1,0,1,0,1,0,0
440,3150000,3986,2,2,1,0,1,1,0,0,1,0
61,6930000,13200,2,1,1,1,0,1,1,0,1,0
199,4900000,6300,3,1,1,1,0,0,0,1,2,0
4,10150000,16200,5,3,2,1,0,0,0,0,0,0
88,6300000,7200,3,2,1,1,0,1,0,1,3,0
293,4200000,7000,3,1,1,1,0,0,0,0,3,0
353,3710000,3600,3,1,1,1,0,0,0,0,1,0
300,4165000,4840,3,1,2,1,0,0,0,0,1,0
246,4515000,9860,3,1,1,1,0,0,0,0,0,0
424,3290000,2500,2,1,1,0,0,0,0,1,0,0
21,8540000,6540,4,2,2,1,1,1,0,1,2,1
162,5250000,4260,4,1,2,1,0,1,0,1,0,0
47,7350000,6000,4,2,4,1,1,0,0,1,1,0
361,3675000,3630,2,1,1,1,0,0,0,1,0,0
483,2835000,3300,3,1,2,0,0,0,0,0,1,0
102,6125000,6420,3,1,3,1,0,1,0,0,0,1
218,4760000,10240,2,1,1,1,0,0,0,1,2,1
521,2275000,1836,2,1,1,0,0,1,0,0,0,0
338,3850000,3850,2,1,1,1,0,0,0,0,0,0
91,6300000,9000,3,1,1,1,0,1,0,0,1,1
41,7525000,6000,3,2,4,1,0,0,0,1,1,0
227,4620000,4160,3,1,1,1,1,1,0,1,0,0
416,3360000,3720,2,1,1,0,0,0,0,1,0,0
451,3115000,3000,3,1,1,0,0,0,0,1,0,0
112,5950000,3700,4,1,2,1,1,0,0,1,0,0
449,3129000,5495,3,1,1,1,0,1,0,0,0,0
426,3290000,6060,3,1,1,1,1,1,0,0,0,0
321,3990000,6480,3,1,2,0,0,0,0,1,1,0
228,4620000,3880,3,2,2,1,0,1,0,0,2,0
166,5250000,8400,3,1,2,1,1,1,0,1,2,1
487,2800000,3960,3,1,1,1,0,0,0,0,0,0
277,4270000,4360,4,1,2,1,0,0,0,0,0,0
409,3395000,4785,3,1,2,1,1,1,0,1,1,0
212,4830000,4815,2,1,1,1,0,0,0,1,0,1
290,4200000,4600,3,2,2,1,0,0,0,1,1,0
124,5873000,11460,3,1,3,1,0,0,0,0,2,1
443,3150000,1650,3,1,2,0,0,1,0,0,0,0
147,5530000,3300,3,3,2,1,0,1,0,0,0,0
45,7420000,7440,3,2,4,1,0,0,0,0,1,1
42,7490000,6600,3,1,4,1,0,0,0,1,3,1
484,2835000,4350,3,1,2,0,0,0,1,0,1,0
253,4473000,6360,2,1,1,1,0,1,0,1,1,0
26,8400000,7000,3,1,4,1,0,0,0,1,2,0
351,3773000,6930,4,1,2,0,0,0,0,0,1,0
417,3360000,3750,3,1,1,1,0,0,0,0,0,0
96,6230000,5500,3,1,3,1,0,0,0,0,1,1
237,4550000,2550,3,1,2,1,0,1,0,0,0,0
437,3220000,4320,3,1,1,0,0,0,0,0,1,0
62,6895000,7700,3,2,1,1,0,0,0,0,2,0
64,6790000,12090,4,2,2,1,0,0,0,0,2,1
412,3360000,3500,4,1,2,1,0,0,0,1,2,0
134,5740000,6360,3,1,1,1,1,1,0,1,2,1
176,5145000,3410,3,1,2,0,0,0,0,1,0,0
267,4340000,3500,4,1,2,1,0,0,0,0,2,0
223,4690000,9667,4,2,2,1,1,1,0,0,1,0
152,5495000,7980,3,1,1,1,0,0,0,0,2,0
435,3220000,4370,3,1,2,1,0,0,0,0,0,0
38,7700000,6000,4,2,4,1,0,0,0,0,2,0
328,3920000,3290,2,1,1,1,0,0,1,0,1,0
121,5880000,7160,3,1,1,1,0,1,0,0,2,1
65,6790000,4000,3,2,2,1,0,1,0,1,0,1
282,4200000,5040,3,1,2,1,0,1,0,1,0,0
460,3010000,3090,3,1,2,0,0,0,0,0,0,0
158,5390000,6710,3,2,2,1,1,1,0,0,1,1
106,6090000,8372,3,1,3,1,0,0,0,1,2,0
284,4200000,2610,4,3,2,0,0,0,0,0,0,0
303,4130000,4632,4,1,2,1,0,0,0,1,0,0
499,2653000,4000,3,1,2,1,0,0,0,1,0,0
101,6160000,5450,4,2,1,1,0,1,0,1,0,1
438,3220000,3120,3,1,2,0,0,0,0,0,0,0
523,2275000,3970,3,1,2,1,0,1,0,0,0,0
261,4403000,4920,3,1,2,1,0,0,0,0,1,0
299,4193000,3450,3,1,2,1,0,0,0,0,1,0
301,4165000,4080,3,1,2,1,0,0,0,0,2,0
116,5950000,7231,3,1,2,1,1,1,0,1,0,1
371,3640000,2850,3,2,2,0,0,1,0,0,0,1
433,3255000,3930,2,1,1,0,0,0,0,0,0,0
111,6020000,6900,3,2,1,1,1,1,0,0,0,1
387,3500000,7424,3,1,1,0,0,0,0,0,0,0
120,5943000,15600,3,1,1,1,0,0,0,1,2,0
23,8400000,8875,3,1,1,1,0,0,0,0,1,0
457,3080000,3090,2,1,1,1,1,1,0,0,0,0
156,5460000,6600,4,2,2,1,1,1,0,0,0,1
425,3290000,3180,4,1,2,1,0,1,0,1,0,0
363,3675000,3600,2,1,1,1,0,0,0,0,0,0
283,4200000,5850,2,1,1,1,1,1,0,0,2,0
225,4690000,4320,3,1,1,1,0,0,0,0,0,1
178,5110000,3000,3,2,2,1,1,1,0,0,0,0
197,4900000,5400,4,1,2,1,0,0,0,0,0,0
384,3500000,2135,3,2,2,0,0,0,0,0,0,0
122,5880000,6500,3,2,3,1,0,0,0,1,0,0
381,3500000,4240,3,1,2,1,0,0,0,1,0,0
76,6615000,4000,3,2,2,1,0,1,0,1,1,0
7,9800000,13200,3,1,2,1,0,1,0,1,2,1
265,4340000,1905,5,1,2,0,0,1,0,0,0,0
128,5810000,4800,3,1,3,1,0,0,0,1,0,0
349,3773000,8250,3,1,1,1,0,0,0,0,2,0
37,7700000,6480,3,2,4,1,0,0,0,1,2,0
137,5600000,10500,4,2,2,1,0,0,0,0,1,0
172,5229000,7085,3,1,1,1,1,1,0,0,2,1
170,5250000,8520,3,1,1,1,0,0,0,1,2,0
450,3118850,2398,3,1,1,1,0,0,0,0,0,1
326,3920000,5500,4,1,2,1,1,1,0,0,0,0
8,9310000,6550,4,2,2,1,0,0,0,1,1,1
54,7210000,6000,3,2,4,1,1,0,0,1,1,0
144,5600000,5136,3,1,2,1,1,1,0,1,0,1
163,5250000,6540,4,2,2,0,0,0,0,1,0,0
141,5600000,5500,3,2,2,1,0,0,0,0,1,0
133,5740000,5000,3,1,3,1,0,0,0,1,0,0
307,4095000,3680,3,2,2,1,0,0,0,0,0,0
58,7035000,6360,4,2,3,1,0,0,0,1,2,1
243,4543000,4990,4,2,2,1,1,1,0,0,0,1
104,6090000,6615,4,2,2,1,1,0,1,0,1,0
528,2100000,3000,4,1,2,1,0,0,0,0,0,0
285,4200000,2953,3,1,2,1,0,1,0,1,0,0
355,3710000,6020,3,1,1,1,0,0,0,0,0,0
269,4319000,4032,2,1,1,1,0,1,0,0,0,0
472,2940000,3600,3,1,2,0,0,0,0,0,1,0
485,2835000,2640,2,1,1,0,0,0,0,0,1,0
174,5215000,4500,4,2,1,0,0,1,0,1,2,0
110,6020000,8000,3,1,1,1,1,1,0,1,2,1
0,13300000,7420,4,2,3,1,0,0,0,1,2,1
35,7875000,6550,3,1,2,1,0,1,0,1,0,1
205,4900000,12900,3,1,1,1,0,0,0,0,2,0
44,7420000,7440,3,2,1,1,1,1,0,1,0,1
105,6090000,6600,3,1,1,1,1,1,0,0,2,1
136,5652500,6660,4,2,2,1,1,1,0,0,1,1
312,4060000,4340,3,1,1,1,0,0,0,0,0,0
68,6685000,6600,2,2,4,1,0,1,0,0,0,1
419,3360000,3185,2,1,1,1,0,1,0,0,2,0
19,8645000,4560,3,2,2,1,1,1,0,1,1,0
442,3150000,4095,2,1,1,1,0,0,0,0,2,0
344,3780000,3420,2,1,2,1,0,0,1,0,1,0
295,4200000,3520,3,1,2,1,0,0,0,0,0,1
430,3290000,2145,3,1,2,1,0,1,0,0,0,1
510,2450000,3240,2,1,1,0,1,0,0,0,1,0
224,4690000,5400,2,1,2,1,0,0,0,0,0,1
213,4795000,7000,3,1,2,1,0,1,0,0,0,0
180,5110000,11410,2,1,2,1,0,0,0,0,0,1
315,4025000,3630,3,2,2,1,0,0,1,0,2,0
173,5215000,3180,3,2,2,1,0,0,0,0,2,0
394,3500000,3512,2,1,1,1,0,0,0,0,1,1
305,4123000,6060,2,1,1,1,0,1,0,0,1,0
165,5250000,10269,3,1,1,1,0,0,0,0,1,1
143,5600000,6600,4,2,1,1,0,1,0,0,0,1
365,3640000,3570,3,1,2,1,0,1,0,0,0,0
428,3290000,3792,4,1,2,1,0,0,0,0,0,0
399,3465000,3060,3,1,1,1,0,0,0,0,0,0
453,3115000,3500,2,1,1,1,0,0,0,0,0,0
185,5040000,10700,3,1,2,1,1,1,0,0,0,0
30,8080940,7000,3,2,4,1,0,0,0,1,2,0
247,4515000,3520,2,1,2,1,0,0,0,0,0,1
43,7455000,4300,3,2,2,1,0,1,0,0,1,0
82,6475000,3960,3,1,1,1,0,1,0,0,2,0
126,5810000,5828,4,1,4,1,1,0,0,0,0,0
345,3780000,3600,2,1,1,1,0,0,0,0,0,0
226,4655000,3745,3,1,2,1,0,1,0,0,0,0
2,11410000,7420,4,1,2,1,1,1,0,1,2,0
292,4200000,5800,3,1,1,1,0,0,1,0,2,0
207,4893000,4995,4,2,1,1,0,1,0,0,0,0
383,3500000,4600,4,1,2,1,0,0,0,0,0,0
420,3353000,2700,3,1,1,0,0,0,0,0,0,0
465,3010000,3750,3,1,2,1,0,0,0,0,0,0
302,4165000,4046,3,1,2,1,0,1,0,0,1,0
81,6510000,6670,3,1,3,1,0,1,0,0,0,1
304,4130000,5985,3,1,1,1,0,1,0,0,0,0
342,3815000,3150,2,2,1,0,0,1,0,0,0,0
142,5600000,6360,3,1,3,1,0,0,0,0,0,1
427,3290000,3480,4,1,2,0,0,0,0,0,1,0
119,5950000,6525,3,2,4,1,0,0,0,0,1,0
400,3465000,5320,2,1,1,1,0,0,0,0,1,1
130,5775000,6000,3,2,4,1,0,0,0,1,0,0
401,3465000,2145,3,1,3,1,0,0,0,0,0,1
380,3535000,3850,3,1,1,1,0,0,0,0,2,0
187,5033000,4800,2,1,1,1,1,1,0,0,0,0
498,2653000,3185,2,1,1,1,0,0,0,1,0,0
127,5810000,5200,3,1,3,1,0,0,0,1,0,0
532,1890000,3649,2,1,1,1,0,0,0,0,0,0
263,4375000,3900,3,1,2,1,0,0,0,0,0,0
275,4270000,4500,2,1,1,1,0,0,0,1,2,0
20,8575000,8800,3,2,2,1,0,0,0,1,2,0
50,7350000,6000,3,1,2,1,0,0,0,1,1,0
87,6405000,4800,3,2,4,1,1,0,0,1,0,0
118,5950000,7320,4,2,2,1,0,0,0,0,0,0
379,3570000,3640,2,1,1,1,0,0,0,0,0,0
431,3290000,5880,3,1,1,1,0,0,0,0,1,0
22,8463000,6000,3,2,4,1,1,1,0,1,0,1
317,4025000,5400,3,1,1,1,0,0,0,0,3,0
183,5040000,3540,2,1,1,0,1,1,0,0,0,0
402,3430000,4000,2,1,1,1,0,0,0,0,0,0
92,6300000,6400,3,1,1,1,1,1,0,1,1,1
486,2800000,2650,3,1,2,1,0,1,0,0,1,0
335,3850000,3180,2,2,1,1,0,1,0,0,2,0
537,1750000,2910,3,1,1,0,0,0,0,0,0,0
255,4473000,3510,3,1,2,1,0,0,0,0,0,0
95,6230000,6600,3,2,1,1,0,1,0,1,0,1
192,4935000,5948,3,1,2,1,0,0,0,1,0,0
474,2940000,3480,3,1,2,0,0,0,0,0,1,0
139,5600000,5000,3,1,4,1,0,0,0,0,0,0
306,4098500,3600,3,1,1,1,0,1,0,1,0,1
480,2870000,6000,2,1,1,1,0,0,0,0,0,0
66,6755000,6000,4,2,4,1,0,0,0,1,0,0
93,6293000,6600,3,2,3,1,0,0,0,1,0,1
490,2695000,4000,2,1,1,1,0,0,0,0,0,0
154,5460000,6210,4,1,4,1,1,0,0,1,0,0
517,2380000,2787,4,2,2,1,0,0,0,0,0,0
270,4305000,4400,2,1,1,1,0,0,0,0,1,0
534,1820000,3000,2,1,1,1,0,1,0,0,2,0
421,3332000,2145,3,1,2,1,0,1,0,0,0,1
413,3360000,4960,4,1,3,0,0,0,0,0,0,0
511,2450000,3000,2,1,1,1,0,0,0,0,1,0
320,3990000,4100,4,1,1,0,0,1,0,0,0,0
500,2604000,2910,2,1,1,0,0,0,0,0,0,0
210,4830000,6040,3,1,1,1,0,0,0,0,2,1
257,4410000,3968,3,1,2,0,0,0,0,0,0,0
354,3710000,4040,2,1,1,1,0,0,0,0,0,0
244,4515000,3510,3,1,3,1,0,0,0,0,0,0
298,4193000,8250,3,1,1,1,0,1,0,0,3,0
219,4753000,6440,2,1,1,1,0,0,0,1,3,0
240,4550000,3520,3,1,1,1,0,0,0,0,0,1
407,3430000,1950,3,2,2,1,0,1,0,0,0,1
18,8645000,8050,3,1,1,1,1,1,0,1,1,0
182,5075000,5720,2,1,2,1,0,0,0,1,0,1
516,2380000,2475,3,1,2,1,0,0,0,0,0,0
266,4340000,4075,3,1,1,1,1,1,0,0,2,0
324,3990000,4050,2,1,2,1,1,1,0,0,0,1
36,7840000,6360,3,2,4,1,0,0,0,1,0,1
230,4620000,2870,2,1,2,1,1,1,0,0,0,1
234,4585000,3840,3,1,2,1,0,0,0,0,1,1
357,3710000,3584,2,1,1,1,0,0,1,0,0,0
46,7420000,6325,3,1,4,1,0,0,0,1,1,0
49,7350000,6000,3,2,2,1,1,0,0,1,1,0
432,3255000,4500,2,1,1,0,0,0,0,0,0,0
80,6510000,8250,3,2,3,1,0,0,0,1,0,0
339,3850000,2015,3,1,2,1,0,1,0,0,0,1
208,4865000,4350,2,1,1,1,0,1,0,0,0,0
169,5250000,9800,4,2,2,1,1,0,0,0,2,0
67,6720000,5020,3,1,4,1,0,0,0,1,0,1
25,8400000,7475,3,2,4,1,0,0,0,1,2,0
48,7350000,5150,3,2,4,1,0,0,0,1,2,0
489,2730000,4000,3,1,2,1,0,0,0,0,1,0
190,4970000,7686,3,1,1,1,1,1,1,0,0,0
27,8295000,4880,4,2,2,1,0,0,0,1,1,1
526,2135000,3000,2,1,1,0,0,0,0,0,0,0
418,3360000,3100,3,1,2,0,0,1,0,0,0,0
195,4900000,4095,3,1,2,0,1,1,0,1,0,0
491,2660000,3934,2,1,1,1,0,0,0,0,0,0
5,9870000,8100,4,1,2,1,1,1,0,1,2,1
423,3325000,4775,4,1,2,1,0,0,0,0,0,0
441,3150000,3500,2,1,1,0,0,1,0,0,0,0
164,5250000,5500,3,2,1,1,0,1,0,0,0,0
482,2852500,5200,4,1,3,1,0,0,0,0,0,0
262,4382000,4950,4,1,2,1,0,0,0,1,0,0
527,2100000,2400,3,1,2,1,0,0,0,0,0,0
503,2590000,3600,2,2,2,1,0,1,0,0,1,0
389,3500000,3600,6,1,2,1,0,0,0,0,1,0
404,3430000,3850,3,1,1,1,0,0,0,0,0,0
211,4830000,6862,3,1,2,1,0,0,0,1,2,1
181,5110000,6100,3,1,1,1,0,1,0,1,0,1
286,4200000,2747,4,2,2,0,0,0,0,0,0,0
481,2870000,5400,4,1,2,1,0,0,0,0,0,0
374,3605000,4500,2,1,1,1,0,0,0,0,0,0
89,6300000,6000,4,2,4,1,0,0,0,0,1,0
411,3395000,3640,2,1,1,1,0,0,0,0,0,0
434,3234000,3640,4,1,2,1,0,1,0,0,0,0
56,7070000,8880,2,1,1,1,0,0,0,1,1,0
358,3703000,3120,3,1,2,0,0,1,1,0,0,0
107,6083000,4300,6,2,2,1,0,0,0,0,0,0
330,3920000,8080,3,1,1,1,0,0,0,1,2,0
393,3500000,7350,2,1,1,1,0,0,0,0,1,0
378,3570000,4500,2,1,1,0,0,0,0,0,0,0
525,2233000,5300,3,1,1,0,0,0,0,1,0,1
99,6195000,5500,3,2,1,1,1,1,0,0,2,1
507,2485000,4400,3,1,2,1,0,0,0,0,0,0
191,4956000,2800,3,2,2,0,0,1,0,1,1,0
31,8043000,7482,3,2,3,1,0,0,1,0,1,1
473,2940000,3660,4,1,2,0,0,0,0,0,0,0
479,2870000,3630,2,1,1,1,0,0,0,0,0,0
202,4900000,2970,3,1,3,1,0,0,0,0,0,0
200,4900000,5800,2,1,1,1,1,1,0,1,0,0
319,4007500,3460,4,1,2,1,0,0,0,1,0,0
359,3703000,5450,2,1,1,1,0,0,0,0,0,0
466,3010000,3630,4,1,2,1,0,0,0,0,3,0
138,5600000,4700,4,1,2,1,1,1,0,1,1,0
502,2590000,4400,2,1,1,1,0,0,0,0,0,0
429,3290000,4040,2,1,1,1,0,0,0,0,0,0
535,1767150,2400,3,1,1,0,0,0,0,0,0,0
462,3010000,2835,2,1,1,1,0,0,0,0,0,0
291,4200000,3640,3,2,2,1,0,1,0,0,0,0
375,3605000,4000,2,1,1,1,0,0,0,0,0,1
75,6629000,6000,3,1,2,1,0,0,1,0,1,1
258,4410000,4900,2,1,2,1,0,1,0,0,0,0
294,4200000,4079,3,1,3,1,0,0,0,0,0,0
447,3150000,3069,2,1,1,1,0,0,0,0,1,0
155,5460000,6100,3,1,3,1,1,0,0,1,0,1
160,5320000,7800,3,1,1,1,0,1,0,1,2,1
231,4620000,5010,3,1,2,1,0,1,0,0,0,0
167,5250000,5300,4,2,1,1,0,0,0,1,0,1
254,4473000,3162,3,1,2,1,0,0,0,1,1,0
364,3640000,4280,2,1,1,1,0,0,0,1,2,0
115,5950000,6540,3,1,1,1,1,1,0,0,2,1
388,3500000,3480,3,1,1,0,0,0,0,1,0,0
90,6300000,4100,3,2,3,1,0,0,0,1,2,0
458,3080000,4500,2,1,2,1,0,0,1,0,1,0
469,2961000,3000,2,1,2,1,0,0,0,0,0,0
222,4690000,3630,3,1,2,1,0,0,0,0,2,0
414,3360000,4120,2,1,2,1,0,0,0,0,0,0
73,6650000,5700,3,1,1,1,1,1,0,1,2,1
86,6419000,6750,2,1,1,1,1,1,0,0,2,1
103,6107500,3240,4,1,3,1,0,0,0,0,1,0
28,8190000,5960,3,3,2,1,1,1,0,0,1,0
94,6265000,6000,4,1,3,1,1,1,0,0,0,1
157,5425000,6825,3,1,1,1,1,1,0,1,0,1
129,5803000,7000,3,1,1,1,0,1,0,0,2,1
493,2660000,3630,3,3,2,0,1,0,0,0,0,0
40,7560000,6000,3,2,3,1,0,0,0,1,0,0
193,4907000,4200,3,1,2,1,0,0,0,0,1,0
410,3395000,3450,3,1,1,1,0,1,0,0,2,0
198,4900000,4770,3,1,1,1,1,1,0,0,0,0
347,3780000,2856,3,1,3,1,0,0,0,0,0,1
3,10850000,7500,3,3,1,1,0,1,0,1,2,1
422,3325000,4040,2,1,1,1,0,0,0,0,1,0
529,2100000,3360,2,1,1,1,0,0,0,0,1,0
377,3570000,4500,4,2,2,1,0,1,0,0,2,0
238,4550000,5320,3,1,2,1,1,1,0,0,0,1
376,3570000,3150,3,1,2,1,0,1,0,0,0,0
242,4543000,4100,2,2,1,1,1,1,0,0,0,0
397,3500000,12944,3,1,1,1,0,0,0,0,0,0
329,3920000,3816,2,1,1,1,0,1,0,1,2,0
348,3780000,8400,2,1,1,1,0,0,0,0,1,0
125,5866000,4800,3,1,1,1,1,1,0,0,0,0
362,3675000,5640,2,1,1,0,0,0,0,0,0,0
331,3920000,2145,4,2,1,1,0,1,0,0,0,1
446,3150000,9000,3,1,2,1,0,0,0,0,2,0
229,4620000,5680,3,1,2,1,1,0,0,1,1,0
